year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval,key
2013,86180,0,0,0,2013_86180
2014,86180,0,0,1,2014_86180
2015,86180,0,0,0,2015_86180
2016,86180,0,0,0,2016_86180
2017,86180,0,0,0,2017_86180
2016,86190,0,1,1,2016_86190
2013,86290,0,0,0,2013_86290
2014,86290,0,0,0,2014_86290
2015,86290,0,0,0,2015_86290
2016,86290,0,1,1,2016_86290
2017,86290,0,0,0,2017_86290
2013,87010,0,0,1,2013_87010
2014,87010,1,1,1,2014_87010
2015,87010,0,0,1,2015_87010
2016,87010,0,1,1,2016_87010
2017,87010,0,1,1,2017_87010
2013,87230,0,0,0,2013_87230
2016,87230,0,0,1,2016_87230
2017,87230,0,1,1,2017_87230
2013,87310,0,0,0,2013_87310
2014,87310,0,0,0,2014_87310
2015,87310,0,1,1,2015_87310
2013,87400,0,0,0,2013_87400
2014,87400,0,0,1,2014_87400
2015,87400,1,1,1,2015_87400
2016,87400,0,0,1,2016_87400
2017,87400,0,0,1,2017_87400
2013,87510,0,0,1,2013_87510
2014,87510,0,1,1,2014_87510
2015,87510,1,1,1,2015_87510
2016,87510,0,1,1,2016_87510
2014,87550,0,0,0,2014_87550
2013,87570,0,0,0,2013_87570
2014,87570,0,0,0,2014_87570
2015,87570,0,0,0,2015_87570
2016,87570,0,0,1,2016_87570
2017,87570,0,0,1,2017_87570
2013,87590,1,1,1,2013_87590
2014,87590,1,1,1,2014_87590
2015,87590,0,0,1,2015_87590
2016,87590,0,0,1,2016_87590
2017,87590,0,0,1,2017_87590
2014,88050,0,0,0,2014_88050
2015,88050,0,0,0,2015_88050
2016,88050,0,1,1,2016_88050
2017,88050,0,0,1,2017_88050
2013,88350,0,0,0,2013_88350
2014,88350,0,0,1,2014_88350
2015,88350,0,1,1,2015_88350
2016,88350,0,0,1,2016_88350
2017,88350,0,0,1,2017_88350
2013,88610,0,0,0,2013_88610
2014,88610,0,1,1,2014_88610
2015,88610,0,0,1,2015_88610
2016,88610,0,1,1,2016_88610
2017,88610,0,0,0,2017_88610
2013,88650,0,0,1,2013_88650
2014,88650,0,0,1,2014_88650
2015,88650,1,1,1,2015_88650
2016,88650,0,0,0,2016_88650
2017,88650,1,1,1,2017_88650
2017,88790,0,0,1,2017_88790
2014,88820,0,0,0,2014_88820
2015,88820,0,0,1,2015_88820
2016,88820,1,1,1,2016_88820
2017,88820,0,0,1,2017_88820
2014,10301,0,0,0,2014_10301
2015,10301,0,0,0,2015_10301
2016,10301,0,0,1,2016_10301
2017,10301,0,0,1,2017_10301
2013,10302,0,0,0,2013_10302
2014,10302,0,0,1,2014_10302
2015,10302,0,0,1,2015_10302
2016,10302,1,1,1,2016_10302
2017,10302,1,1,1,2017_10302
2013,10303,0,0,0,2013_10303
2014,10303,1,1,1,2014_10303
2015,10303,0,0,1,2015_10303
2016,10303,1,1,1,2016_10303
2017,10303,0,0,0,2017_10303
2013,10304,0,0,0,2013_10304
2014,10304,1,1,1,2014_10304
2015,10304,0,0,0,2015_10304
2016,10304,0,0,1,2016_10304
2017,10304,0,0,1,2017_10304
2013,10310,0,0,1,2013_10310
2014,10310,0,0,0,2014_10310
2016,10310,0,0,1,2016_10310
2017,10310,0,0,1,2017_10310
2013,10465,1,1,1,2013_10465
2013,10469,1,1,1,2013_10469
2014,10469,0,0,0,2014_10469
2015,10469,0,0,0,2015_10469
2016,10469,0,0,0,2016_10469
2017,10469,0,1,1,2017_10469
2013,10553,0,0,0,2013_10553
2014,10553,0,0,0,2014_10553
2016,10553,0,0,1,2016_10553
2013,10566,0,0,0,2013_10566
2014,10566,0,0,0,2014_10566
2015,10566,0,0,0,2015_10566
2016,10566,0,0,0,2016_10566
2017,10566,0,0,1,2017_10566
2013,10703,0,0,0,2013_10703
2014,10703,0,0,0,2014_10703
2015,10703,0,0,1,2015_10703
2016,10703,0,1,1,2016_10703
2014,10926,0,0,1,2014_10926
2015,10926,0,0,0,2015_10926
2016,10926,0,0,0,2016_10926
2013,10927,1,1,1,2013_10927
2014,10927,0,0,0,2014_10927
2015,10927,0,0,0,2015_10927
2016,10927,0,0,0,2016_10927
2017,10927,0,0,1,2017_10927
2013,10940,1,1,1,2013_10940
2014,10940,0,0,1,2014_10940
2015,10940,0,0,0,2015_10940
2016,10940,0,0,1,2016_10940
2017,10940,1,1,1,2017_10940
2013,10941,0,0,1,2013_10941
2015,10941,0,0,1,2015_10941
2016,10941,0,0,1,2016_10941
2017,10941,0,0,1,2017_10941
2016,10950,0,0,1,2016_10950
2015,10993,0,0,0,2015_10993
2016,10993,0,0,0,2016_10993
2017,10993,0,1,1,2017_10993
2013,11096,0,0,0,2013_11096
2014,11096,1,1,1,2014_11096
2015,11096,0,0,1,2015_11096
2016,11096,0,0,1,2016_11096
2017,11096,0,0,0,2017_11096
2013,11203,0,0,1,2013_11203
2014,11203,0,0,0,2014_11203
2015,11203,0,0,0,2015_11203
2016,11203,0,0,0,2016_11203
2017,11203,0,0,0,2017_11203
2016,11206,0,0,0,2016_11206
2017,11206,1,1,1,2017_11206
2013,11207,1,1,1,2013_11207
2014,11207,0,1,1,2014_11207
2015,11207,0,0,0,2015_11207
2016,11207,0,0,0,2016_11207
2017,11207,0,0,0,2017_11207
2013,11208,0,0,1,2013_11208
2014,11208,0,0,0,2014_11208
2015,11208,0,0,0,2015_11208
2016,11208,0,0,0,2016_11208
2017,11208,0,0,0,2017_11208
2013,11212,0,1,1,2013_11212
2014,11212,0,0,0,2014_11212
2015,11212,0,0,0,2015_11212
2016,11212,0,0,0,2016_11212
2017,11212,0,0,1,2017_11212
2016,11214,0,0,0,2016_11214
2017,11214,0,0,0,2017_11214
2013,11221,1,1,1,2013_11221
2014,11221,1,1,1,2014_11221
2015,11221,0,0,0,2015_11221
2016,11221,0,0,0,2016_11221
2017,11221,0,0,0,2017_11221
2015,11226,0,0,0,2015_11226
2016,11226,0,0,0,2016_11226
2017,11226,0,0,0,2017_11226
2013,11236,0,0,1,2013_11236
2014,11236,0,0,0,2014_11236
2015,11236,0,0,0,2015_11236
2016,11236,0,0,0,2016_11236
2017,11236,0,0,0,2017_11236
2013,11237,1,1,1,2013_11237
2014,11237,0,0,0,2014_11237
2015,11237,0,0,0,2015_11237
2016,11237,0,0,0,2016_11237
2017,11237,1,1,1,2017_11237
2016,11356,0,0,0,2016_11356
2016,11369,0,0,0,2016_11369
2017,11369,0,0,1,2017_11369
2015,11370,0,0,0,2015_11370
2016,11370,0,0,0,2016_11370
2017,11370,1,1,1,2017_11370
2015,11378,0,0,0,2015_11378
2016,11378,0,0,0,2016_11378
2017,11378,1,1,1,2017_11378
2013,11385,0,0,1,2013_11385
2014,11385,0,0,0,2014_11385
2015,11385,0,0,0,2015_11385
2016,11385,0,0,0,2016_11385
2017,11385,1,1,1,2017_11385
2013,11416,1,1,1,2013_11416
2014,11416,0,0,0,2014_11416
2015,11416,0,0,0,2015_11416
2016,11416,0,0,0,2016_11416
2017,11416,0,0,1,2017_11416
2013,11417,1,1,1,2013_11417
2014,11417,0,0,1,2014_11417
2015,11417,0,0,0,2015_11417
2016,11417,0,0,0,2016_11417
2017,11417,1,1,1,2017_11417
2013,11418,0,0,0,2013_11418
2014,11418,0,0,0,2014_11418
2015,11418,0,0,0,2015_11418
2016,11418,0,0,0,2016_11418
2017,11418,1,1,1,2017_11418
2013,11419,1,1,1,2013_11419
2014,11419,0,0,0,2014_11419
2015,11419,0,0,0,2015_11419
2016,11419,0,0,0,2016_11419
2017,11419,0,1,1,2017_11419
2013,11420,0,0,1,2013_11420
2014,11420,0,0,0,2014_11420
2015,11420,0,0,0,2015_11420
2016,11420,0,0,0,2016_11420
2017,11420,1,1,1,2017_11420
2013,11421,0,0,0,2013_11421
2014,11421,0,0,0,2014_11421
2015,11421,0,0,0,2015_11421
2016,11421,0,0,0,2016_11421
2017,11421,1,1,1,2017_11421
2013,11423,0,0,0,2013_11423
2014,11423,0,0,0,2014_11423
2015,11423,0,0,0,2015_11423
2016,11423,0,0,0,2016_11423
2017,11423,0,0,1,2017_11423
2015,11428,0,0,0,2015_11428
2016,11428,0,0,0,2016_11428
2017,11428,0,1,1,2017_11428
2013,11433,0,0,1,2013_11433
2014,11433,0,0,0,2014_11433
2015,11433,0,0,0,2015_11433
2016,11433,0,0,0,2016_11433
2017,11433,1,1,1,2017_11433
2013,11434,1,1,1,2013_11434
2014,11434,0,0,0,2014_11434
2015,11434,0,0,0,2015_11434
2016,11434,0,0,0,2016_11434
2017,11434,1,1,1,2017_11434
2013,11435,0,0,0,2013_11435
2014,11435,0,0,0,2014_11435
2015,11435,0,0,0,2015_11435
2016,11435,0,0,0,2016_11435
2017,11435,0,1,1,2017_11435
2013,11436,0,1,1,2013_11436
2014,11436,0,0,0,2014_11436
2015,11436,0,0,0,2015_11436
2016,11436,0,0,0,2016_11436
2017,11436,0,0,1,2017_11436
2016,11520,0,0,1,2016_11520
2017,11520,0,0,1,2017_11520
2013,11550,0,0,0,2013_11550
2014,11550,0,0,0,2014_11550
2015,11550,1,1,1,2015_11550
2016,11550,0,0,1,2016_11550
2017,11550,0,0,1,2017_11550
2016,11553,0,0,1,2016_11553
2017,11553,0,0,1,2017_11553
2014,11575,0,0,0,2014_11575
2015,11575,0,1,1,2015_11575
2013,11691,0,0,0,2013_11691
2014,11691,0,0,0,2014_11691
2015,11691,0,0,0,2015_11691
2016,11691,0,0,1,2016_11691
2017,11691,0,0,1,2017_11691
2013,11692,0,0,0,2013_11692
2014,11692,0,0,0,2014_11692
2015,11692,0,0,0,2015_11692
2016,11692,0,0,0,2016_11692
2017,11692,1,1,1,2017_11692
2013,11693,0,0,0,2013_11693
2014,11693,1,1,1,2014_11693
2015,11693,0,0,0,2015_11693
2016,11693,0,0,0,2016_11693
2017,11693,0,1,1,2017_11693
2014,11722,0,0,0,2014_11722
2015,11722,0,0,0,2015_11722
2016,11722,0,0,1,2016_11722
2017,11722,0,0,1,2017_11722
2016,11726,0,0,1,2016_11726
2017,11726,1,1,1,2017_11726
2016,11772,0,0,1,2016_11772
2017,11772,0,0,1,2017_11772
2013,11901,0,0,1,2013_11901
2014,11901,0,1,1,2014_11901
2015,11901,0,1,1,2015_11901
2016,11901,0,0,1,2016_11901
2017,11901,0,1,1,2017_11901
2013,11933,0,0,1,2013_11933
2014,11933,0,0,1,2014_11933
2015,11933,1,1,1,2015_11933
2016,11933,1,1,1,2016_11933
2017,11933,0,0,1,2017_11933
2013,11944,1,1,1,2013_11944
2014,11944,0,1,1,2014_11944
2016,11944,0,0,1,2016_11944
2017,11944,0,0,1,2017_11944
2013,11951,0,0,0,2013_11951
2014,11951,0,0,0,2014_11951
2015,11951,0,0,1,2015_11951
2016,11951,0,0,1,2016_11951
2017,11951,0,0,1,2017_11951
2013,11961,0,0,0,2013_11961
2014,11961,0,0,0,2014_11961
2015,11961,0,0,0,2015_11961
2016,11961,0,1,1,2016_11961
2017,11961,0,0,1,2017_11961
2013,12010,1,1,1,2013_12010
2014,12010,0,0,0,2014_12010
2015,12010,0,0,0,2015_12010
2016,12010,0,1,1,2016_12010
2017,12010,0,0,0,2017_12010
2013,12023,0,0,1,2013_12023
2015,12023,0,0,1,2015_12023
2016,12023,0,0,0,2016_12023
2016,12037,0,0,0,2016_12037
2013,12043,0,0,0,2013_12043
2014,12043,0,0,0,2014_12043
2015,12043,0,0,0,2015_12043
2016,12043,0,0,1,2016_12043
2017,12043,0,0,0,2017_12043
2013,12047,0,0,0,2013_12047
2014,12047,0,0,0,2014_12047
2015,12047,0,0,0,2015_12047
2016,12047,0,0,1,2016_12047
2017,12047,0,0,0,2017_12047
2013,12057,1,1,1,2013_12057
2014,12057,0,0,0,2014_12057
2015,12057,0,0,0,2015_12057
2016,12057,1,1,1,2016_12057
2017,12057,0,1,1,2017_12057
2013,12078,0,0,1,2013_12078
2014,12078,1,1,1,2014_12078
2015,12078,0,0,1,2015_12078
2016,12078,0,0,0,2016_12078
2017,12078,0,0,0,2017_12078
2013,12083,0,0,1,2013_12083
2014,12083,1,1,1,2014_12083
2013,12090,0,0,1,2013_12090
2014,12090,0,0,0,2014_12090
2015,12090,0,0,0,2015_12090
2016,12090,0,0,0,2016_12090
2017,12090,0,0,0,2017_12090
2013,12093,0,0,0,2013_12093
2014,12093,0,0,0,2014_12093
2015,12093,0,0,0,2015_12093
2016,12093,0,0,0,2016_12093
2017,12093,0,0,0,2017_12093
2013,12094,0,0,0,2013_12094
2013,12095,0,0,0,2013_12095
2013,12122,0,0,0,2013_12122
2014,12122,0,0,0,2014_12122
2015,12122,0,0,0,2015_12122
2016,12122,0,0,0,2016_12122
2017,12122,0,0,0,2017_12122
2014,12123,0,0,1,2014_12123
2013,12134,0,0,1,2013_12134
2016,12137,0,0,0,2016_12137
2014,12138,0,0,0,2014_12138
2015,12138,0,0,0,2015_12138
2016,12138,0,0,1,2016_12138
2017,12138,0,0,0,2017_12138
2013,12143,0,0,0,2013_12143
2014,12143,0,0,1,2014_12143
2015,12143,0,0,1,2015_12143
2016,12143,0,0,0,2016_12143
2017,12143,0,0,0,2017_12143
2016,12144,0,0,0,2016_12144
2017,12144,1,1,1,2017_12144
2013,12149,0,0,0,2013_12149
2014,12149,0,0,0,2014_12149
2015,12149,0,0,0,2015_12149
2016,12149,0,0,1,2016_12149
2017,12149,0,0,0,2017_12149
2013,12155,0,0,0,2013_12155
2014,12155,0,0,1,2014_12155
2017,12155,0,0,0,2017_12155
2013,12157,0,0,0,2013_12157
2014,12157,0,0,0,2014_12157
2015,12157,0,0,0,2015_12157
2016,12157,0,0,0,2016_12157
2017,12157,0,0,0,2017_12157
2013,12167,0,0,0,2013_12167
2014,12167,0,0,1,2014_12167
2015,12167,0,0,1,2015_12167
2016,12167,1,1,1,2016_12167
2017,12167,0,0,1,2017_12167
2013,12168,0,0,0,2013_12168
2014,12168,0,0,0,2014_12168
2015,12168,0,1,1,2015_12168
2017,12168,0,0,1,2017_12168
2013,12180,0,0,0,2013_12180
2014,12180,0,0,0,2014_12180
2015,12180,0,0,0,2015_12180
2016,12180,1,1,1,2016_12180
2017,12180,0,0,1,2017_12180
2013,12182,0,0,0,2013_12182
2014,12182,0,0,0,2014_12182
2015,12182,0,0,0,2015_12182
2016,12182,0,0,1,2016_12182
2017,12182,0,0,0,2017_12182
2014,12189,0,1,1,2014_12189
2015,12189,0,1,1,2015_12189
2016,12189,1,1,1,2016_12189
2015,12197,0,0,1,2015_12197
2016,12197,0,0,0,2016_12197
2017,12197,0,0,0,2017_12197
2013,12202,0,0,0,2013_12202
2014,12202,0,0,1,2014_12202
2015,12202,0,0,1,2015_12202
2016,12202,0,0,1,2016_12202
2017,12202,0,0,0,2017_12202
2017,12205,0,0,1,2017_12205
2013,12206,0,0,0,2013_12206
2014,12206,0,0,1,2014_12206
2015,12206,0,0,0,2015_12206
2016,12206,0,0,0,2016_12206
2017,12206,0,0,0,2017_12206
2013,12209,0,0,0,2013_12209
2014,12209,0,0,0,2014_12209
2015,12209,0,0,0,2015_12209
2016,12209,0,0,0,2016_12209
2017,12209,0,0,0,2017_12209
2013,12303,0,0,1,2013_12303
2014,12303,0,0,1,2014_12303
2016,12303,0,0,1,2016_12303
2017,12303,0,0,1,2017_12303
2013,12304,0,0,0,2013_12304
2014,12304,0,0,0,2014_12304
2015,12304,0,0,0,2015_12304
2016,12304,0,0,1,2016_12304
2017,12304,0,0,1,2017_12304
2013,12306,0,0,0,2013_12306
2014,12306,0,0,0,2014_12306
2015,12306,0,0,0,2015_12306
2016,12306,1,1,1,2016_12306
2017,12306,0,0,1,2017_12306
2013,12308,0,0,0,2013_12308
2014,12308,0,1,1,2014_12308
2015,12308,1,1,1,2015_12308
2016,12308,0,0,1,2016_12308
2017,12308,0,1,1,2017_12308
2013,12401,0,0,0,2013_12401
2014,12401,0,0,1,2014_12401
2015,12401,0,0,0,2015_12401
2016,12401,1,1,1,2016_12401
2017,12401,1,1,1,2017_12401
2013,12414,1,1,1,2013_12414
2014,12414,0,0,0,2014_12414
2015,12414,0,0,0,2015_12414
2016,12414,0,0,0,2016_12414
2017,12414,0,0,0,2017_12414
2013,12428,0,0,0,2013_12428
2014,12428,0,0,1,2014_12428
2015,12428,0,1,1,2015_12428
2016,12428,0,0,0,2016_12428
2017,12428,0,0,1,2017_12428
2016,12446,0,0,0,2016_12446
2017,12446,0,1,1,2017_12446
2013,12449,0,0,0,2013_12449
2014,12449,0,0,1,2014_12449
2015,12449,0,0,1,2015_12449
2016,12449,0,0,0,2016_12449
2017,12449,0,0,0,2017_12449
2017,12455,0,0,1,2017_12455
2013,12458,1,1,1,2013_12458
2014,12458,0,0,1,2014_12458
2015,12458,0,0,0,2015_12458
2016,12458,0,0,0,2016_12458
2017,12458,0,0,0,2017_12458
2013,12463,0,1,1,2013_12463
2014,12463,0,0,0,2014_12463
2015,12477,0,0,0,2015_12477
2016,12477,0,0,0,2016_12477
2017,12477,0,0,1,2017_12477
2013,12480,0,0,0,2013_12480
2014,12480,0,1,1,2014_12480
2015,12480,0,1,1,2015_12480
2016,12480,1,1,1,2016_12480
2013,12501,1,1,1,2013_12501
2014,12501,1,1,1,2014_12501
2016,12501,0,0,0,2016_12501
2017,12501,0,0,1,2017_12501
2013,12508,0,0,0,2013_12508
2016,12508,0,0,1,2016_12508
2013,12522,0,0,1,2013_12522
2014,12522,0,0,0,2014_12522
2015,12522,0,0,0,2015_12522
2016,12522,0,0,1,2016_12522
2017,12522,0,0,1,2017_12522
2013,12523,0,0,0,2013_12523
2013,12534,0,0,1,2013_12534
2014,12534,0,0,1,2014_12534
2015,12534,0,0,0,2015_12534
2016,12534,0,0,0,2016_12534
2017,12534,0,0,0,2017_12534
2013,12542,0,0,0,2013_12542
2014,12542,0,0,0,2014_12542
2015,12542,0,0,0,2015_12542
2013,12543,0,0,0,2013_12543
2014,12543,0,0,1,2014_12543
2015,12543,0,0,0,2015_12543
2016,12543,0,0,1,2016_12543
2017,12543,0,0,0,2017_12543
2013,12545,0,1,1,2013_12545
2013,12546,0,0,0,2013_12546
2014,12546,0,0,0,2014_12546
2015,12546,0,0,0,2015_12546
2016,12546,0,0,1,2016_12546
2017,12546,0,0,0,2017_12546
2013,12550,0,1,1,2013_12550
2014,12550,0,0,0,2014_12550
2015,12550,0,0,0,2015_12550
2016,12550,0,0,1,2016_12550
2017,12550,1,1,1,2017_12550
2013,12567,0,0,0,2013_12567
2015,12567,0,0,1,2015_12567
2016,12567,0,0,1,2016_12567
2017,12567,0,0,0,2017_12567
2013,12583,0,1,1,2013_12583
2014,12583,0,0,1,2014_12583
2015,12583,0,0,0,2015_12583
2013,12586,0,0,1,2013_12586
2015,12594,0,0,0,2015_12594
2016,12594,0,0,1,2016_12594
2017,12594,0,0,1,2017_12594
2013,12601,0,0,0,2013_12601
2014,12601,0,0,1,2014_12601
2015,12601,0,0,1,2015_12601
2016,12601,0,0,1,2016_12601
2017,12601,1,1,1,2017_12601
2013,12721,0,0,0,2013_12721
2014,12721,0,0,0,2014_12721
2015,12721,0,0,0,2015_12721
2016,12721,0,1,1,2016_12721
2017,12721,0,1,1,2017_12721
2013,12729,0,0,0,2013_12729
2014,12729,0,0,0,2014_12729
2015,12729,0,0,1,2015_12729
2016,12729,0,1,1,2016_12729
2017,12729,0,0,0,2017_12729
2013,12740,0,0,0,2013_12740
2013,12754,0,0,0,2013_12754
2014,12754,0,0,0,2014_12754
2015,12754,1,1,1,2015_12754
2016,12754,0,0,1,2016_12754
2017,12754,0,0,1,2017_12754
2013,12758,0,0,0,2013_12758
2014,12758,0,0,0,2014_12758
2015,12758,0,0,0,2015_12758
2016,12758,0,0,0,2016_12758
2017,12758,0,0,1,2017_12758
2013,12771,0,0,0,2013_12771
2014,12771,1,1,1,2014_12771
2015,12771,0,0,0,2015_12771
2016,12771,0,1,1,2016_12771
2017,12771,0,0,0,2017_12771
2013,12780,0,0,0,2013_12780
2014,12780,0,0,0,2014_12780
2015,12780,0,0,0,2015_12780
2016,12780,0,0,1,2016_12780
2017,12780,1,1,1,2017_12780
2013,12789,0,0,0,2013_12789
2014,12789,0,0,1,2014_12789
2015,12789,0,0,1,2015_12789
2016,12789,0,0,0,2016_12789
2013,12803,0,0,0,2013_12803
2014,12803,1,1,1,2014_12803
2015,12803,0,0,1,2015_12803
2017,12803,0,0,0,2017_12803
2016,12809,0,0,1,2016_12809
2017,12809,0,0,0,2017_12809
2013,12822,0,0,1,2013_12822
2014,12822,0,0,0,2014_12822
2015,12822,0,0,0,2015_12822
2016,12822,0,0,0,2016_12822
2017,12822,0,0,0,2017_12822
2013,12828,0,0,0,2013_12828
2014,12828,0,0,0,2014_12828
2015,12828,0,0,1,2015_12828
2016,12828,0,0,1,2016_12828
2017,12828,0,0,1,2017_12828
2013,12832,0,0,1,2013_12832
2014,12832,0,0,1,2014_12832
2015,12832,0,0,0,2015_12832
2016,12832,0,0,0,2016_12832
2017,12832,0,0,1,2017_12832
2013,12835,1,1,1,2013_12835
2014,12835,1,1,1,2014_12835
2015,12835,0,0,0,2015_12835
2016,12835,0,0,0,2016_12835
2017,12835,1,1,1,2017_12835
2013,12839,0,0,0,2013_12839
2014,12839,0,0,1,2014_12839
2015,12839,1,1,1,2015_12839
2016,12839,0,0,0,2016_12839
2017,12839,0,0,0,2017_12839
2016,12853,0,0,0,2016_12853
2017,12853,1,1,1,2017_12853
2013,12885,1,1,1,2013_12885
2014,12885,0,0,0,2014_12885
2015,12885,0,1,1,2015_12885
2016,12885,0,0,1,2016_12885
2017,12885,0,0,0,2017_12885
2013,12887,0,0,0,2013_12887
2014,12887,0,0,0,2014_12887
2015,12887,0,1,1,2015_12887
2016,12887,0,0,1,2016_12887
2017,12887,0,0,1,2017_12887
2013,12944,0,0,0,2013_12944
2014,12944,0,0,0,2014_12944
2017,12953,0,0,1,2017_12953
2013,12958,0,0,1,2013_12958
2014,12958,0,1,1,2014_12958
2015,12958,1,1,1,2015_12958
2016,12958,0,0,0,2016_12958
2015,12966,0,0,0,2015_12966
2016,12966,0,0,0,2016_12966
2017,12966,1,1,1,2017_12966
2016,12992,0,0,1,2016_12992
2017,12992,0,0,0,2017_12992
2013,13021,0,0,1,2013_13021
2014,13021,0,0,0,2014_13021
2015,13021,0,0,0,2015_13021
2016,13021,0,0,0,2016_13021
2017,13021,0,0,0,2017_13021
2013,13040,0,0,0,2013_13040
2014,13040,0,0,1,2014_13040
2015,13040,0,0,1,2015_13040
2016,13040,0,1,1,2016_13040
2017,13040,0,0,1,2017_13040
2017,13042,0,0,1,2017_13042
2013,13045,0,0,0,2013_13045
2014,13045,0,0,1,2014_13045
2015,13045,0,1,1,2015_13045
2016,13045,1,1,1,2016_13045
2017,13045,0,0,0,2017_13045
2016,13052,0,0,0,2016_13052
2017,13052,0,1,1,2017_13052
2013,13069,0,0,0,2013_13069
2014,13069,0,0,1,2014_13069
2015,13069,0,1,1,2015_13069
2016,13069,0,0,0,2016_13069
2017,13069,0,0,1,2017_13069
2015,13076,0,0,1,2015_13076
2016,13076,0,0,0,2016_13076
2017,13076,0,0,0,2017_13076
2013,13114,0,0,1,2013_13114
2014,13114,0,0,0,2014_13114
2015,13114,0,0,1,2015_13114
2013,13120,0,0,0,2013_13120
2013,13126,0,0,0,2013_13126
2014,13126,0,0,0,2014_13126
2015,13126,0,0,1,2015_13126
2016,13126,0,0,0,2016_13126
2017,13126,0,1,1,2017_13126
2013,13131,0,0,0,2013_13131
2014,13131,1,1,1,2014_13131
2015,13131,1,1,1,2015_13131
2015,13135,0,0,0,2015_13135
2016,13135,0,0,0,2016_13135
2017,13135,1,1,1,2017_13135
2013,13140,0,0,0,2013_13140
2014,13140,0,1,1,2014_13140
2015,13140,0,1,1,2015_13140
2017,13140,0,0,0,2017_13140
2013,13142,0,1,1,2013_13142
2014,13142,0,0,0,2014_13142
2015,13142,0,0,0,2015_13142
2016,13142,0,0,0,2016_13142
2017,13142,0,0,1,2017_13142
2013,13143,0,0,0,2013_13143
2014,13143,0,0,1,2014_13143
2015,13143,0,1,1,2015_13143
2016,13143,0,0,0,2016_13143
2017,13143,0,0,0,2017_13143
2013,13148,0,0,0,2013_13148
2014,13148,0,0,0,2014_13148
2015,13148,0,0,0,2015_13148
2016,13148,0,0,0,2016_13148
2017,13148,0,0,0,2017_13148
2013,13165,0,0,1,2013_13165
2014,13165,0,0,0,2014_13165
2015,13165,0,0,0,2015_13165
2016,13165,0,0,0,2016_13165
2017,13165,0,0,0,2017_13165
2013,13203,0,0,0,2013_13203
2014,13203,0,0,0,2014_13203
2015,13203,0,0,0,2015_13203
2016,13203,0,1,1,2016_13203
2017,13203,0,1,1,2017_13203
2013,13206,0,0,0,2013_13206
2014,13206,0,0,0,2014_13206
2015,13206,0,0,1,2015_13206
2016,13206,0,0,1,2016_13206
2017,13206,1,1,1,2017_13206
2013,13207,0,0,0,2013_13207
2014,13207,0,0,0,2014_13207
2015,13207,0,0,0,2015_13207
2016,13207,0,0,0,2016_13207
2017,13207,0,0,0,2017_13207
2013,13208,0,0,0,2013_13208
2014,13208,0,0,0,2014_13208
2015,13208,1,1,1,2015_13208
2016,13208,1,1,1,2016_13208
2017,13208,0,0,0,2017_13208
2013,13209,0,0,1,2013_13209
2014,13209,0,0,1,2014_13209
2015,13209,1,1,1,2015_13209
2016,13209,0,0,1,2016_13209
2017,13209,0,0,1,2017_13209
2013,13211,0,1,1,2013_13211
2014,13211,0,0,0,2014_13211
2015,13211,0,0,0,2015_13211
2016,13211,0,0,0,2016_13211
2017,13211,0,0,1,2017_13211
2013,13212,0,0,1,2013_13212
2015,13212,0,0,1,2015_13212
2013,13308,0,0,1,2013_13308
2014,13308,0,0,0,2014_13308
2015,13308,0,1,1,2015_13308
2016,13308,0,0,0,2016_13308
2017,13308,1,1,1,2017_13308
2014,13316,0,0,0,2014_13316
2015,13316,0,0,0,2015_13316
2016,13316,0,0,1,2016_13316
2017,13316,0,0,0,2017_13316
2017,13329,0,0,0,2017_13329
2013,13332,0,0,0,2013_13332
2014,13332,0,0,0,2014_13332
2015,13332,0,0,0,2015_13332
2016,13332,0,0,0,2016_13332
2017,13332,0,1,1,2017_13332
2016,13334,0,0,0,2016_13334
2013,13339,0,0,1,2013_13339
2014,13339,0,0,0,2014_13339
2015,13339,0,1,1,2015_13339
2016,13339,0,0,0,2016_13339
2017,13339,0,0,0,2017_13339
2015,13340,0,0,0,2015_13340
2013,13350,1,1,1,2013_13350
2014,13350,0,1,1,2014_13350
2015,13350,1,1,1,2015_13350
2016,13350,0,0,0,2016_13350
2017,13350,0,0,0,2017_13350
2013,13357,0,0,0,2013_13357
2015,13357,0,0,1,2015_13357
2016,13357,0,0,0,2016_13357
2017,13357,0,0,0,2017_13357
2013,13407,0,0,0,2013_13407
2014,13407,1,1,1,2014_13407
2016,13407,0,0,0,2016_13407
2017,13407,0,0,0,2017_13407
2013,13408,0,0,0,2013_13408
2014,13408,0,0,0,2014_13408
2015,13408,0,0,0,2015_13408
2016,13408,1,1,1,2016_13408
2017,13408,0,0,1,2017_13408
2016,13409,0,0,1,2016_13409
2017,13409,0,0,1,2017_13409
2016,13411,0,0,0,2016_13411
2017,13411,0,0,0,2017_13411
2014,13421,0,0,0,2014_13421
2015,13421,0,0,0,2015_13421
2016,13421,1,1,1,2016_13421
2017,13421,0,0,1,2017_13421
2013,13425,0,0,0,2013_13425
2014,13425,0,0,1,2014_13425
2016,13425,0,0,1,2016_13425
2017,13425,0,0,1,2017_13425
2016,13439,0,0,0,2016_13439
2017,13439,0,0,0,2017_13439
2013,13460,0,0,0,2013_13460
2014,13460,0,0,0,2014_13460
2015,13460,1,1,1,2015_13460
2016,13460,0,0,1,2016_13460
