year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval,key
2015,38603,0,0,0,2015_38603
2016,38603,0,0,0,2016_38603
2017,38603,0,1,1,2017_38603
2013,38611,1,1,1,2013_38611
2014,38611,0,0,0,2014_38611
2015,38611,0,0,0,2015_38611
2016,38611,0,1,1,2016_38611
2017,38611,0,0,0,2017_38611
2013,38635,0,0,0,2013_38635
2014,38635,0,0,0,2014_38635
2015,38635,0,0,0,2015_38635
2016,38635,0,0,0,2016_38635
2017,38635,0,0,0,2017_38635
2013,38847,1,1,1,2013_38847
2014,38847,0,0,1,2014_38847
2016,38847,0,0,0,2016_38847
2017,38847,0,0,0,2017_38847
2013,38850,1,1,1,2013_38850
2014,38850,0,0,0,2014_38850
2015,38850,0,0,1,2015_38850
2016,38850,0,0,0,2016_38850
2017,38850,0,0,0,2017_38850
2013,38855,0,0,0,2013_38855
2014,38855,0,1,1,2014_38855
2015,38855,1,1,1,2015_38855
2016,38855,1,1,1,2016_38855
2017,38855,0,0,0,2017_38855
2013,38856,0,0,0,2013_38856
2014,38856,0,0,1,2014_38856
2013,38857,0,0,0,2013_38857
2013,38860,0,0,0,2013_38860
2014,38860,1,1,1,2014_38860
2015,38860,0,1,1,2015_38860
2016,38860,0,0,0,2016_38860
2017,38860,0,0,0,2017_38860
2013,38862,0,0,0,2013_38862
2014,38862,0,0,0,2014_38862
2015,38862,0,0,0,2015_38862
2017,38862,0,0,1,2017_38862
2013,38868,1,1,1,2013_38868
2014,38868,1,1,1,2014_38868
2015,38868,0,0,1,2015_38868
2016,38868,1,1,1,2016_38868
2017,38868,0,0,0,2017_38868
2013,39117,1,1,1,2013_39117
2014,39117,0,0,1,2014_39117
2015,39117,0,0,1,2015_39117
2016,39117,0,0,1,2016_39117
2017,39117,0,1,1,2017_39117
2014,39191,0,0,1,2014_39191
2015,39191,0,0,1,2015_39191
2017,39191,0,0,0,2017_39191
2013,39194,0,1,1,2013_39194
2014,39194,0,0,1,2014_39194
2015,39194,0,0,1,2015_39194
2016,39194,0,0,1,2016_39194
2017,39194,0,0,0,2017_39194
2013,39206,1,1,1,2013_39206
2014,39206,0,0,1,2014_39206
2015,39206,0,0,1,2015_39206
2013,39401,0,1,1,2013_39401
2014,39401,0,0,1,2014_39401
2015,39401,0,1,1,2015_39401
2016,39401,0,1,1,2016_39401
2017,39401,0,0,0,2017_39401
2013,39428,0,0,0,2013_39428
2014,39428,0,0,1,2014_39428
2015,39428,1,1,1,2015_39428
2016,39428,0,0,1,2016_39428
2017,39428,0,0,0,2017_39428
2013,39429,0,0,1,2013_39429
2014,39429,0,0,1,2014_39429
2015,39429,1,1,1,2015_39429
2016,39429,0,0,0,2016_39429
2017,39429,0,0,1,2017_39429
2013,39437,0,0,1,2013_39437
2014,39437,1,1,1,2014_39437
2015,39437,0,0,1,2015_39437
2016,39437,0,0,0,2016_39437
2017,39437,0,1,1,2017_39437
2014,39452,0,0,1,2014_39452
2013,39466,0,0,1,2013_39466
2014,39466,0,0,1,2014_39466
2015,39466,0,0,1,2015_39466
2016,39466,1,1,1,2016_39466
2017,39466,0,0,0,2017_39466
2013,39470,0,0,1,2013_39470
2014,39470,1,1,1,2014_39470
2015,39470,1,1,1,2015_39470
2016,39470,0,1,1,2016_39470
2017,39470,0,0,0,2017_39470
2013,39476,1,1,1,2013_39476
2014,39476,1,1,1,2014_39476
2015,39476,0,1,1,2015_39476
2016,39476,0,0,1,2016_39476
2017,39476,0,0,0,2017_39476
2014,39479,0,0,1,2014_39479
2017,39479,0,0,0,2017_39479
2013,39577,0,0,0,2013_39577
2014,39577,0,1,1,2014_39577
2015,39577,1,1,1,2015_39577
2016,39577,0,0,0,2016_39577
2017,39577,0,0,0,2017_39577
2015,39641,0,0,1,2015_39641
2013,39654,1,1,1,2013_39654
2014,39654,0,0,1,2014_39654
2015,39654,0,0,1,2015_39654
2016,39654,0,0,0,2016_39654
2017,39654,0,0,0,2017_39654
2013,39667,0,0,1,2013_39667
2016,39667,0,0,0,2016_39667
2013,39702,0,0,0,2013_39702
2014,39702,1,1,1,2014_39702
2015,39702,0,0,1,2015_39702
2016,39702,0,0,0,2016_39702
2017,39702,0,0,0,2017_39702
2013,39813,1,1,1,2013_39813
2014,39813,0,0,1,2014_39813
2015,39813,0,0,0,2015_39813
2016,39813,0,0,0,2016_39813
2017,39813,0,0,0,2017_39813
2014,39817,0,0,0,2014_39817
2015,39817,0,0,1,2015_39817
2016,39817,0,0,1,2016_39817
2017,39817,1,1,1,2017_39817
2013,40118,0,0,0,2013_40118
2014,40118,0,0,0,2014_40118
2015,40118,0,0,1,2015_40118
2016,40118,0,0,0,2016_40118
2017,40118,0,0,0,2017_40118
2013,40160,1,1,1,2013_40160
2014,40160,0,0,1,2014_40160
2015,40160,0,0,1,2015_40160
2013,40203,0,0,0,2013_40203
2014,40203,0,0,1,2014_40203
2015,40203,0,0,1,2015_40203
2016,40203,0,0,1,2016_40203
2017,40203,1,1,1,2017_40203
2013,40208,0,0,0,2013_40208
2014,40208,0,0,0,2014_40208
2015,40208,0,0,0,2015_40208
2016,40208,0,0,0,2016_40208
2017,40208,0,0,1,2017_40208
2013,40212,0,0,0,2013_40212
2014,40212,0,0,0,2014_40212
2015,40212,1,1,1,2015_40212
2016,40212,0,0,1,2016_40212
2017,40212,0,0,1,2017_40212
2013,40213,0,0,1,2013_40213
2014,40213,0,0,0,2014_40213
2015,40213,1,1,1,2015_40213
2016,40213,1,1,1,2016_40213
2017,40213,0,0,0,2017_40213
2013,40214,0,0,0,2013_40214
2014,40214,0,0,1,2014_40214
2015,40214,1,1,1,2015_40214
2016,40214,0,0,0,2016_40214
2017,40214,0,0,1,2017_40214
2013,40215,0,1,1,2013_40215
2014,40215,0,0,1,2014_40215
2015,40215,0,0,0,2015_40215
2016,40215,0,1,1,2016_40215
2017,40215,0,0,0,2017_40215
2013,40216,0,0,1,2013_40216
2014,40216,0,0,0,2014_40216
2015,40216,0,0,0,2015_40216
2016,40216,1,1,1,2016_40216
2017,40216,0,0,1,2017_40216
2013,40218,0,0,0,2013_40218
2014,40218,0,0,0,2014_40218
2015,40218,1,1,1,2015_40218
2017,40218,0,1,1,2017_40218
2013,40219,0,0,0,2013_40219
2014,40219,0,1,1,2014_40219
2015,40219,0,0,0,2015_40219
2016,40219,0,0,0,2016_40219
2017,40219,0,1,1,2017_40219
2016,40229,0,0,1,2016_40229
2013,40258,0,0,1,2013_40258
2014,40258,0,0,1,2014_40258
2015,40258,1,1,1,2015_40258
2016,40258,0,0,0,2016_40258
2017,40258,0,0,0,2017_40258
2013,40272,1,1,1,2013_40272
2014,40272,0,0,0,2014_40272
2015,40272,0,0,0,2015_40272
2016,40272,0,0,1,2016_40272
2013,40361,0,0,1,2013_40361
2016,40361,0,0,1,2016_40361
2013,40390,0,1,1,2013_40390
2014,40390,0,0,1,2014_40390
2016,40390,0,0,0,2016_40390
2017,40390,0,0,0,2017_40390
2013,40419,0,0,0,2013_40419
2014,40419,0,0,0,2014_40419
2015,40419,0,0,1,2015_40419
2016,40419,0,1,1,2016_40419
2017,40419,0,0,1,2017_40419
2016,40437,0,0,1,2016_40437
2017,40437,0,0,1,2017_40437
2013,40440,0,1,1,2013_40440
2015,40440,0,0,0,2015_40440
2016,40440,0,0,0,2016_40440
2017,40440,0,0,0,2017_40440
2013,40484,0,0,0,2013_40484
2014,40484,0,0,0,2014_40484
2016,40484,0,0,1,2016_40484
2013,40504,0,0,1,2013_40504
2014,40504,0,0,1,2014_40504
2015,40504,1,1,1,2015_40504
2016,40504,0,0,0,2016_40504
2017,40504,0,0,0,2017_40504
2013,40505,0,0,1,2013_40505
2014,40505,0,0,1,2014_40505
2015,40505,0,0,0,2015_40505
2016,40505,0,0,0,2016_40505
2017,40505,0,0,1,2017_40505
2013,40508,0,0,0,2013_40508
2014,40508,0,1,1,2014_40508
2015,40508,1,1,1,2015_40508
2016,40508,0,0,1,2016_40508
2017,40508,0,1,1,2017_40508
2014,40511,0,0,0,2014_40511
2013,40517,1,1,1,2013_40517
2014,40517,0,0,1,2014_40517
2015,40517,0,0,1,2015_40517
2016,40517,0,0,0,2016_40517
2017,40517,0,0,1,2017_40517
2013,41015,0,0,0,2013_41015
2014,41015,0,0,0,2014_41015
2015,41015,0,0,0,2015_41015
2016,41015,0,0,0,2016_41015
2017,41015,0,0,0,2017_41015
2013,41016,0,0,1,2013_41016
2014,41016,0,0,0,2014_41016
2015,41016,0,0,0,2015_41016
2016,41016,0,0,0,2016_41016
2017,41016,0,0,1,2017_41016
2013,41018,0,0,1,2013_41018
2014,41018,0,0,0,2014_41018
2015,41018,0,0,0,2015_41018
2016,41018,0,0,0,2016_41018
2017,41018,0,0,0,2017_41018
2013,41035,0,0,0,2013_41035
2014,41035,0,1,1,2014_41035
2015,41035,0,0,1,2015_41035
2016,41035,0,0,1,2016_41035
2017,41035,0,0,1,2017_41035
2013,41063,0,1,1,2013_41063
2014,41063,0,0,1,2014_41063
2015,41063,0,1,1,2015_41063
2017,41063,0,0,0,2017_41063
2013,41071,0,0,0,2013_41071
2014,41071,0,0,0,2014_41071
2015,41071,0,0,0,2015_41071
2016,41071,0,0,1,2016_41071
2017,41071,0,0,1,2017_41071
2013,41073,0,0,0,2013_41073
2013,41074,0,0,0,2013_41074
2014,41074,0,0,1,2014_41074
2015,41074,0,0,1,2015_41074
2016,41074,1,1,1,2016_41074
2017,41074,1,1,1,2017_41074
2013,41092,0,0,0,2013_41092
2015,41092,0,0,1,2015_41092
2013,41097,0,0,0,2013_41097
2014,41097,0,0,0,2014_41097
2015,41097,0,1,1,2015_41097
2016,41097,0,0,1,2016_41097
2017,41097,0,0,1,2017_41097
2013,42101,0,0,0,2013_42101
2014,42101,0,0,0,2014_42101
2015,42101,0,0,0,2015_42101
2016,42101,0,1,1,2016_42101
2017,42101,0,1,1,2017_42101
2014,42240,0,0,0,2014_42240
2015,42240,0,0,0,2015_42240
2016,42240,0,0,1,2016_42240
2013,42262,0,0,0,2013_42262
2014,42262,0,0,0,2014_42262
2015,42262,0,1,1,2015_42262
2016,42262,0,0,1,2016_42262
2017,42262,0,1,1,2017_42262
2013,42464,0,0,0,2013_42464
2014,42464,0,0,0,2014_42464
2015,42464,1,1,1,2015_42464
2013,42718,0,0,0,2013_42718
2014,42718,0,0,1,2014_42718
2015,42718,0,0,0,2015_42718
2016,42718,0,0,1,2016_42718
2017,42718,1,1,1,2017_42718
2013,42776,0,0,1,2013_42776
2014,42776,1,1,1,2014_42776
2015,42776,0,0,1,2015_42776
2016,42776,1,1,1,2016_42776
2017,42776,0,0,0,2017_42776
2013,43003,0,0,0,2013_43003
2014,43003,0,0,1,2014_43003
2015,43003,0,1,1,2015_43003
2016,43003,1,1,1,2016_43003
2017,43003,0,0,1,2017_43003
2017,43019,0,0,1,2017_43019
2013,43050,0,1,1,2013_43050
2014,43050,1,1,1,2014_43050
2015,43050,1,1,1,2015_43050
2016,43050,0,0,0,2016_43050
2017,43050,1,1,1,2017_43050
2014,43060,0,0,0,2014_43060
2013,43076,1,1,1,2013_43076
2014,43076,1,1,1,2014_43076
2015,43076,0,0,0,2015_43076
2016,43076,1,1,1,2016_43076
2015,43107,0,0,1,2015_43107
2016,43107,0,0,1,2016_43107
2013,43113,0,1,1,2013_43113
2014,43113,0,0,1,2014_43113
2015,43113,0,1,1,2015_43113
2016,43113,0,0,0,2016_43113
2017,43113,0,0,0,2017_43113
2017,43125,0,0,1,2017_43125
2014,43128,0,0,0,2014_43128
2015,43128,0,0,1,2015_43128
2013,43130,0,0,1,2013_43130
2014,43130,1,1,1,2014_43130
2015,43130,0,0,1,2015_43130
2016,43130,0,1,1,2016_43130
2017,43130,0,0,0,2017_43130
2013,43135,0,1,1,2013_43135
2014,43135,0,0,1,2014_43135
2015,43135,0,0,0,2015_43135
2016,43135,0,0,0,2016_43135
2017,43135,0,0,1,2017_43135
2013,43138,1,1,1,2013_43138
2014,43138,1,1,1,2014_43138
2015,43138,0,0,0,2015_43138
2016,43138,0,0,0,2016_43138
2017,43138,0,1,1,2017_43138
2017,43145,0,0,1,2017_43145
2014,43150,0,0,0,2014_43150
2015,43150,0,0,1,2015_43150
2016,43150,0,0,1,2016_43150
2013,43154,0,0,1,2013_43154
2014,43154,1,1,1,2014_43154
2015,43154,0,0,1,2015_43154
2016,43154,0,0,1,2016_43154
2017,43154,0,1,1,2017_43154
2015,43155,0,0,1,2015_43155
2016,43164,0,0,1,2016_43164
2017,43164,0,0,0,2017_43164
2013,43204,0,0,1,2013_43204
2014,43204,0,0,1,2014_43204
2015,43204,0,0,1,2015_43204
2016,43204,0,0,1,2016_43204
2017,43204,0,0,1,2017_43204
2013,43207,0,0,0,2013_43207
2014,43207,0,0,1,2014_43207
2015,43207,0,0,1,2015_43207
2016,43207,0,0,0,2016_43207
2017,43207,0,0,0,2017_43207
2013,43213,0,0,0,2013_43213
2014,43213,0,0,0,2014_43213
2015,43213,0,0,0,2015_43213
2016,43213,0,0,0,2016_43213
2017,43213,0,0,0,2017_43213
2013,43219,0,0,1,2013_43219
2014,43219,0,0,1,2014_43219
2015,43219,0,0,0,2015_43219
2016,43219,0,1,1,2016_43219
2017,43219,0,0,1,2017_43219
2013,43223,0,0,0,2013_43223
2014,43223,0,0,1,2014_43223
2015,43223,0,0,0,2015_43223
2016,43223,0,0,0,2016_43223
2017,43223,0,1,1,2017_43223
2013,43224,0,0,0,2013_43224
2014,43224,0,0,1,2014_43224
2015,43224,0,0,1,2015_43224
2016,43224,0,1,1,2016_43224
2017,43224,0,0,1,2017_43224
2013,43227,0,0,0,2013_43227
2014,43227,0,0,0,2014_43227
2015,43227,0,0,0,2015_43227
2016,43227,0,0,1,2016_43227
2017,43227,0,0,1,2017_43227
2013,43228,0,0,0,2013_43228
2014,43228,0,0,1,2014_43228
2015,43228,0,0,0,2015_43228
2016,43228,0,0,0,2016_43228
2017,43228,0,0,1,2017_43228
2013,43229,0,0,0,2013_43229
2014,43229,0,1,1,2014_43229
2015,43229,0,0,0,2015_43229
2016,43229,0,0,0,2016_43229
2017,43229,0,0,1,2017_43229
2017,43231,0,0,1,2017_43231
2013,43232,0,0,0,2013_43232
2014,43232,0,0,0,2014_43232
2015,43232,0,0,0,2015_43232
2016,43232,0,0,0,2016_43232
2017,43232,1,1,1,2017_43232
2015,43315,0,0,0,2015_43315
2013,43318,0,0,0,2013_43318
2014,43318,0,0,0,2014_43318
2015,43318,0,1,1,2015_43318
2016,43318,0,1,1,2016_43318
2017,43318,0,1,1,2017_43318
2013,43334,0,0,1,2013_43334
2017,43334,0,0,1,2017_43334
2013,43338,0,0,1,2013_43338
2014,43338,0,0,1,2014_43338
2015,43338,0,0,0,2015_43338
2016,43338,0,0,0,2016_43338
2017,43338,0,0,1,2017_43338
2013,43348,0,0,0,2013_43348
2014,43348,1,1,1,2014_43348
2015,43348,0,0,1,2015_43348
2016,43348,1,1,1,2016_43348
2017,43348,0,0,1,2017_43348
2013,43420,0,0,0,2013_43420
2014,43420,0,0,1,2014_43420
2015,43420,0,0,1,2015_43420
2016,43420,0,0,1,2016_43420
2017,43420,0,0,0,2017_43420
2016,43457,0,0,0,2016_43457
2015,43516,0,0,0,2015_43516
2017,43517,0,0,0,2017_43517
2013,43521,0,0,1,2013_43521
2014,43521,0,0,0,2014_43521
2015,43521,0,0,0,2015_43521
2016,43521,0,0,0,2016_43521
2017,43521,0,1,1,2017_43521
2013,43526,0,0,0,2013_43526
2014,43526,0,0,0,2014_43526
2015,43526,1,1,1,2015_43526
2016,43526,1,1,1,2016_43526
2017,43527,0,0,0,2017_43527
2015,43570,0,0,0,2015_43570
2016,43570,0,0,1,2016_43570
2017,43570,1,1,1,2017_43570
2013,43604,0,0,0,2013_43604
2014,43604,0,0,1,2014_43604
2015,43604,0,0,0,2015_43604
2016,43604,0,0,0,2016_43604
2017,43604,0,1,1,2017_43604
2013,43605,0,0,0,2013_43605
2014,43605,0,0,0,2014_43605
2015,43605,0,0,0,2015_43605
2016,43605,1,1,1,2016_43605
2017,43605,0,0,0,2017_43605
2013,43607,0,0,0,2013_43607
2014,43607,0,0,0,2014_43607
2015,43607,0,0,0,2015_43607
2016,43607,0,0,1,2016_43607
2017,43607,1,1,1,2017_43607
2013,43608,0,0,0,2013_43608
2014,43608,0,0,1,2014_43608
2015,43608,0,0,0,2015_43608
2016,43608,0,0,1,2016_43608
2017,43608,0,0,0,2017_43608
2013,43609,0,0,1,2013_43609
2014,43609,0,0,1,2014_43609
2015,43609,0,0,1,2015_43609
2016,43609,1,1,1,2016_43609
2017,43609,1,1,1,2017_43609
2013,43611,0,0,0,2013_43611
2014,43611,0,0,1,2014_43611
2015,43611,0,0,1,2015_43611
2016,43611,1,1,1,2016_43611
2017,43611,0,0,0,2017_43611
2013,43612,1,1,1,2013_43612
2014,43612,0,0,1,2014_43612
2015,43612,0,0,1,2015_43612
2016,43612,0,0,0,2016_43612
2017,43612,0,0,0,2017_43612
2015,43613,0,0,0,2015_43613
2016,43613,0,0,0,2016_43613
2017,43613,0,0,0,2017_43613
2013,43701,0,1,1,2013_43701
2014,43701,0,0,0,2014_43701
2015,43701,0,0,0,2015_43701
2013,43723,0,0,1,2013_43723
2014,43723,0,0,0,2014_43723
2015,43723,0,0,0,2015_43723
2016,43723,0,0,0,2016_43723
2017,43723,0,0,0,2017_43723
2013,43731,0,0,1,2013_43731
2014,43731,0,0,0,2014_43731
2015,43731,0,0,0,2015_43731
2016,43731,0,0,0,2016_43731
2017,43731,0,0,0,2017_43731
2015,43746,0,0,0,2015_43746
2013,43764,0,0,1,2013_43764
2014,43764,0,0,0,2014_43764
2015,43764,0,0,0,2015_43764
2016,43764,0,0,0,2016_43764
2017,43764,0,0,0,2017_43764
2013,43771,0,0,0,2013_43771
2014,43771,0,0,0,2014_43771
2016,43771,0,0,1,2016_43771
2013,43777,0,1,1,2013_43777
2014,43777,0,1,1,2014_43777
2015,43777,0,0,0,2015_43777
2016,43777,0,1,1,2016_43777
2017,43777,0,0,0,2017_43777
2013,43783,0,0,0,2013_43783
2014,43783,0,0,1,2014_43783
2015,43783,0,0,0,2015_43783
2017,43783,0,0,0,2017_43783
2013,43822,0,0,0,2013_43822
2014,43822,0,0,1,2014_43822
2016,43822,0,0,1,2016_43822
2017,43822,0,0,1,2017_43822
2017,43844,0,0,1,2017_43844
2013,43906,0,1,1,2013_43906
2014,43906,0,0,0,2014_43906
2015,43906,0,0,0,2015_43906
2016,43906,0,0,1,2016_43906
2017,43906,0,0,1,2017_43906
2013,43912,0,1,1,2013_43912
2014,43912,0,0,0,2014_43912
2015,43912,0,0,0,2015_43912
2016,43912,0,0,1,2016_43912
2017,43912,0,1,1,2017_43912
2014,43920,0,0,1,2014_43920
2015,43920,0,1,1,2015_43920
2016,43920,1,1,1,2016_43920
2017,43920,0,0,1,2017_43920
2013,43935,0,1,1,2013_43935
2014,43935,0,0,0,2014_43935
2015,43935,0,0,0,2015_43935
2016,43935,1,1,1,2016_43935
2017,43935,0,1,1,2017_43935
2013,43945,1,1,1,2013_43945
2014,43945,0,0,1,2014_43945
2015,43945,0,1,1,2015_43945
2016,43945,0,0,0,2016_43945
2017,43945,0,0,0,2017_43945
2014,43968,1,1,1,2014_43968
2015,43968,0,0,1,2015_43968
2016,43968,0,0,1,2016_43968
2017,43968,0,0,0,2017_43968
2016,44003,0,0,0,2016_44003
2017,44003,0,0,1,2017_44003
2013,44004,0,0,1,2013_44004
2014,44004,0,1,1,2014_44004
2015,44004,0,0,1,2015_44004
2016,44004,0,0,0,2016_44004
2013,44030,0,0,1,2013_44030
2014,44030,0,0,1,2014_44030
2015,44030,0,0,1,2015_44030
2017,44030,0,0,0,2017_44030
2013,44035,0,0,0,2013_44035
2014,44035,0,0,0,2014_44035
2015,44035,0,0,0,2015_44035
2016,44035,0,0,1,2016_44035
2017,44035,0,0,1,2017_44035
2013,44041,1,1,1,2013_44041
2015,44041,0,0,0,2015_44041
2016,44041,0,0,1,2016_44041
2017,44041,0,0,1,2017_44041
2013,44052,0,0,0,2013_44052
2014,44052,0,0,0,2014_44052
2015,44052,0,0,0,2015_44052
2016,44052,0,0,1,2016_44052
2017,44052,0,0,0,2017_44052
2013,44053,0,0,0,2013_44053
2014,44053,0,0,0,2014_44053
2015,44053,0,0,0,2015_44053
2016,44053,0,1,1,2016_44053
2017,44053,0,0,1,2017_44053
2013,44055,0,0,1,2013_44055
2014,44055,0,1,1,2014_44055
2015,44055,0,0,0,2015_44055
2016,44055,0,0,0,2016_44055
2017,44055,0,0,0,2017_44055
2013,44092,1,1,1,2013_44092
2013,44093,0,0,0,2013_44093
2014,44093,0,0,0,2014_44093
2013,44102,0,0,0,2013_44102
2014,44102,0,1,1,2014_44102
2015,44102,0,1,1,2015_44102
2016,44102,0,0,0,2016_44102
2017,44102,0,0,0,2017_44102
2013,44103,0,0,1,2013_44103
2014,44103,0,0,1,2014_44103
2015,44103,0,0,1,2015_44103
2016,44103,0,1,1,2016_44103
2017,44103,0,0,1,2017_44103
2013,44104,0,0,0,2013_44104
2014,44104,0,1,1,2014_44104
2015,44104,0,0,1,2015_44104
2016,44104,1,1,1,2016_44104
2017,44104,0,0,1,2017_44104
2013,44105,0,0,0,2013_44105
2014,44105,0,0,1,2014_44105
2015,44105,0,0,1,2015_44105
2016,44105,0,0,0,2016_44105
2017,44105,0,0,0,2017_44105
2013,44106,0,1,1,2013_44106
2014,44106,1,1,1,2014_44106
2015,44106,0,0,0,2015_44106
2016,44106,0,0,0,2016_44106
2017,44106,0,0,0,2017_44106
2013,44109,0,0,1,2013_44109
2014,44109,0,0,0,2014_44109
2015,44109,0,0,0,2015_44109
2016,44109,0,0,0,2016_44109
2017,44109,0,1,1,2017_44109
2013,44110,0,0,0,2013_44110
2014,44110,0,0,0,2014_44110
2015,44110,0,0,1,2015_44110
2016,44110,0,0,1,2016_44110
2017,44110,0,0,0,2017_44110
2013,44111,0,0,1,2013_44111
2014,44111,0,0,1,2014_44111
2015,44111,0,0,0,2015_44111
2016,44111,0,0,0,2016_44111
2017,44111,0,0,0,2017_44111
2013,44112,0,0,1,2013_44112
2014,44112,1,1,1,2014_44112
2015,44112,0,0,0,2015_44112
2016,44112,0,0,1,2016_44112
2017,44112,0,1,1,2017_44112
2013,44117,0,0,1,2013_44117
2014,44117,0,0,1,2014_44117
2015,44117,1,1,1,2015_44117
2016,44117,0,0,0,2016_44117
2017,44117,0,0,0,2017_44117
2013,44119,0,1,1,2013_44119
2014,44119,0,0,1,2014_44119
2015,44119,0,0,0,2015_44119
2016,44119,0,0,1,2016_44119
2017,44119,0,0,0,2017_44119
2013,44120,0,0,1,2013_44120
2014,44120,0,0,1,2014_44120
2015,44120,0,1,1,2015_44120
2016,44120,1,1,1,2016_44120
2017,44120,1,1,1,2017_44120
2013,44123,0,0,1,2013_44123
2014,44123,0,0,0,2014_44123
2015,44123,0,0,0,2015_44123
2016,44123,0,0,0,2016_44123
2017,44123,0,0,0,2017_44123
2013,44125,0,0,0,2013_44125
2014,44125,0,0,0,2014_44125
2015,44125,0,0,0,2015_44125
2016,44125,0,1,1,2016_44125
2017,44125,0,0,0,2017_44125
2013,44127,0,0,1,2013_44127
2014,44127,0,0,0,2014_44127
2015,44127,1,1,1,2015_44127
2016,44127,0,0,1,2016_44127
2017,44127,0,0,1,2017_44127
2013,44128,0,0,0,2013_44128
2014,44128,0,0,0,2014_44128
2015,44128,0,0,0,2015_44128
2016,44128,0,0,1,2016_44128
2017,44128,0,0,1,2017_44128
2014,44129,0,0,1,2014_44129
2015,44130,0,0,0,2015_44130
2013,44132,0,0,1,2013_44132
2014,44132,1,1,1,2014_44132
2015,44132,0,0,0,2015_44132
2016,44132,0,0,0,2016_44132
2017,44132,0,0,0,2017_44132
2016,44134,0,0,0,2016_44134
2017,44134,0,0,0,2017_44134
2013,44135,1,1,1,2013_44135
2014,44135,0,0,1,2014_44135
2015,44135,0,0,1,2015_44135
2016,44135,0,0,0,2016_44135
2017,44135,0,0,0,2017_44135
2013,44137,0,0,1,2013_44137
2014,44137,0,0,0,2014_44137
2015,44137,0,0,0,2015_44137
2016,44137,0,0,0,2016_44137
2017,44137,0,1,1,2017_44137
2014,44142,0,0,1,2014_44142
2015,44142,0,0,0,2015_44142
2016,44142,0,0,0,2016_44142
2017,44142,0,0,0,2017_44142
2013,44144,1,1,1,2013_44144
2014,44144,0,0,1,2014_44144
2015,44144,1,1,1,2015_44144
2016,44144,0,0,0,2016_44144
2017,44144,0,0,0,2017_44144
2013,44146,0,0,1,2013_44146
2014,44146,0,0,1,2014_44146
2015,44146,0,0,0,2015_44146
2016,44146,0,1,1,2016_44146
2017,44146,0,0,1,2017_44146
2013,44203,0,0,0,2013_44203
2014,44203,0,0,0,2014_44203
2015,44203,0,0,1,2015_44203
2016,44203,1,1,1,2016_44203
2017,44203,0,0,1,2017_44203
2013,44250,1,1,1,2013_44250
2014,44250,1,1,1,2014_44250
2015,44250,0,0,0,2015_44250
2016,44250,0,0,0,2016_44250
2017,44250,0,0,0,2017_44250
2013,44254,0,0,1,2013_44254
2014,44254,0,0,0,2014_44254
2016,44254,0,0,0,2016_44254
2017,44254,0,0,1,2017_44254
2013,44266,0,0,1,2013_44266
2014,44266,0,0,1,2014_44266
2015,44266,0,0,0,2015_44266
2016,44266,0,0,0,2016_44266
2017,44266,0,0,0,2017_44266
2014,44270,0,0,1,2014_44270
2015,44270,0,0,0,2015_44270
2016,44270,0,0,0,2016_44270
2017,44270,0,0,0,2017_44270
2015,44287,0,0,0,2015_44287
2014,44302,0,0,0,2014_44302
2015,44302,0,0,1,2015_44302
2016,44302,0,1,1,2016_44302
2017,44302,0,0,1,2017_44302
2013,44305,0,0,0,2013_44305
2014,44305,0,0,0,2014_44305
2015,44305,0,0,0,2015_44305
2016,44305,0,0,0,2016_44305
2017,44305,0,0,0,2017_44305
2013,44306,0,0,1,2013_44306
2014,44306,0,1,1,2014_44306
2015,44306,0,0,0,2015_44306
2016,44306,0,0,0,2016_44306
2017,44306,0,0,0,2017_44306
2013,44310,0,0,0,2013_44310
2014,44310,0,0,0,2014_44310
2015,44310,0,0,0,2015_44310
2016,44310,0,0,0,2016_44310
2017,44310,0,0,0,2017_44310
2013,44312,0,0,1,2013_44312
2014,44312,0,0,0,2014_44312
2015,44312,0,0,0,2015_44312
2016,44312,0,0,0,2016_44312
2017,44312,0,0,0,2017_44312
2013,44314,1,1,1,2013_44314
2014,44314,0,0,1,2014_44314
2015,44314,0,0,0,2015_44314
2016,44314,0,0,0,2016_44314
2017,44314,0,0,0,2017_44314
2013,44320,1,1,1,2013_44320
2014,44320,0,0,0,2014_44320
2015,44320,0,0,0,2015_44320
2016,44320,0,0,0,2016_44320
2017,44320,0,0,0,2017_44320
2013,44405,0,0,0,2013_44405
2014,44405,0,0,1,2014_44405
2015,44405,0,0,1,2015_44405
2016,44405,0,0,1,2016_44405
2017,44405,0,0,0,2017_44405
2014,44413,0,0,1,2014_44413
2015,44413,0,0,0,2015_44413
2017,44413,0,0,0,2017_44413
2017,44432,0,0,0,2017_44432
2013,44438,0,0,0,2013_44438
2014,44438,0,1,1,2014_44438
2015,44438,1,1,1,2015_44438
2016,44438,0,0,1,2016_44438
2017,44438,1,1,1,2017_44438
2016,44444,0,0,0,2016_44444
2017,44444,0,0,1,2017_44444
2013,44471,0,1,1,2013_44471
2014,44471,0,0,1,2014_44471
2015,44471,0,0,0,2015_44471
2016,44471,0,0,0,2016_44471
2017,44471,0,0,0,2017_44471
2013,44509,0,1,1,2013_44509
2014,44509,0,0,1,2014_44509
2015,44509,0,0,1,2015_44509
2016,44509,0,0,1,2016_44509
