FPR,TPR
0.010451977401129943,0.009505703422053232
0.020903954802259886,0.015209125475285171
0.029661016949152543,0.03231939163498099
0.03954802259887006,0.04182509505703422
0.047740112994350284,0.06273764258555133
0.0576271186440678,0.07224334600760456
0.06694915254237288,0.08555133079847908
0.0768361581920904,0.09505703422053231
0.08672316384180791,0.10456273764258556
0.09576271186440678,0.11977186311787072
0.10621468926553672,0.12547528517110265
0.11440677966101695,0.14638783269961977
0.12372881355932204,0.1596958174904943
0.13305084745762713,0.17300380228136883
0.14180790960451978,0.19011406844106463
0.14322033898305084,0.1958174904942966
0.0,0.0
0.15254237288135594,0.20912547528517111
0.16214689265536722,0.22053231939163498
0.17175141242937852,0.23193916349809887
0.18163841807909606,0.2414448669201521
0.1906779661016949,0.25665399239543724
0.20056497175141244,0.2661596958174905
0.2096045197740113,0.2813688212927757
0.2189265536723164,0.2946768060836502
0.22824858757062147,0.30798479087452474
0.23785310734463277,0.3193916349809886
0.246045197740113,0.3403041825095057
0.25508474576271184,0.35551330798479086
0.2649717514124294,0.3650190114068441
0.2754237288135593,0.37072243346007605
0.2827683615819209,0.376425855513308
0.29265536723163843,0.38593155893536124
0.3019774011299435,0.39923954372623577
0.31186440677966104,0.40874524714828897
0.3220338983050847,0.41634980988593157
0.3324858757062147,0.4220532319391635
0.34124293785310733,0.4391634980988593
0.35056497175141244,0.4524714828897338
0.36045197740112994,0.4619771863117871
0.37033898305084745,0.4714828897338403
0.3793785310734463,0.4866920152091255
0.3898305084745763,0.4923954372623574
0.39943502824858756,0.5038022813688213
0.40932203389830507,0.5133079847908745
0.4192090395480226,0.5228136882129277
0.42570621468926556,0.526615969581749
0.43615819209039547,0.532319391634981
0.44689265536723166,0.5361216730038023
0.45508474576271185,0.5570342205323194
0.46440677966101696,0.5703422053231939
0.47344632768361583,0.5855513307984791
0.4827683615819209,0.5988593155893536
0.4937853107344633,0.6007604562737643
0.503954802259887,0.6083650190114068
0.5141242937853108,0.6159695817490495
0.5240112994350282,0.6254752851711026
0.5338983050847458,0.6349809885931559
0.5443502824858757,0.6406844106463878
0.5548022598870056,0.6463878326996197
0.5641242937853107,0.6596958174904943
0.5669491525423729,0.6615969581749049
0.5774011299435028,0.6673003802281369
0.5867231638418079,0.6806083650190115
0.5971751412429378,0.6863117870722434
0.607909604519774,0.6901140684410646
0.6177966101694915,0.6996197718631179
0.6276836158192091,0.7091254752851711
0.6375706214689265,0.7186311787072244
0.6480225988700565,0.7243346007604563
0.6581920903954802,0.7319391634980988
0.6680790960451978,0.7414448669201521
0.6785310734463277,0.747148288973384
0.6878531073446328,0.7604562737642585
0.6977401129943502,0.7699619771863118
0.7081920903954803,0.7756653992395437
0.7186440677966102,0.7813688212927756
0.7290960451977401,0.7870722433460076
0.738135593220339,0.8022813688212928
0.7403954802259887,0.8022813688212928
0.7511299435028248,0.8060836501901141
0.7612994350282486,0.8136882129277566
0.7714689265536723,0.8212927756653993
0.7807909604519774,0.8346007604562737
0.7909604519774012,0.8422053231939164
0.8016949152542373,0.8460076045627376
0.8107344632768362,0.8612167300380228
0.8209039548022599,0.8688212927756654
0.8307909604519774,0.8783269961977186
0.8406779661016949,0.8878326996197718
0.8508474576271187,0.8954372623574145
0.8610169491525423,0.9049429657794676
0.869774011299435,0.9163498098859315
0.8796610169491526,0.9258555133079848
0.8903954802259887,0.9296577946768061
0.8994350282485876,0.9448669201520913
0.9098870056497175,0.9505703422053232
0.9206214689265537,0.9600760456273765
0.9307909604519774,0.967680608365019
0.940677966101695,0.9771863117870723
0.9516949152542373,0.9790874524714829
0.9624293785310735,0.9828897338403042
0.9731638418079096,0.9866920152091255
0.9833333333333333,0.9942965779467681
0.9943502824858758,0.9961977186311787
1.0,1.0
1.0,1.0
