,year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_no_longer_eligible,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval
9757,2017,37660,0,0,0,0
2058,2013,37665,0,0,0,1
2066,2014,37665,0,0,0,0
1728,2015,37665,0,0,0,0
1523,2016,37665,0,0,0,0
1456,2017,37665,0,0,0,0
5971,2013,37683,0,0,1,1
5985,2014,37683,0,0,0,0
5662,2015,37683,0,0,0,0
6619,2016,37683,0,0,0,1
8366,2017,37683,1,0,1,1
3569,2013,37687,0,0,1,1
4193,2014,37687,0,0,0,1
5072,2015,37687,1,0,1,1
5968,2016,37687,0,0,0,1
7036,2017,37687,0,0,0,1
7978,2015,37692,0,0,0,1
8321,2016,37692,0,0,0,1
7510,2017,37692,0,0,0,0
9393,2013,37694,0,0,0,1
6199,2013,37701,0,0,0,0
6431,2014,37701,0,0,0,0
6950,2015,37701,0,0,0,1
7256,2016,37701,0,0,0,0
7697,2017,37701,1,0,1,1
12517,2013,37708,0,0,0,0
14189,2014,37708,0,0,1,1
12431,2015,37708,0,0,0,0
13233,2016,37708,1,0,1,1
12647,2017,37708,0,0,0,0
1889,2013,37711,0,0,0,0
2244,2014,37711,0,0,1,1
2736,2015,37711,0,0,0,1
3727,2016,37711,1,0,1,1
4078,2017,37711,0,0,0,1
8390,2013,37716,0,0,0,0
8542,2014,37716,0,0,0,0
8626,2015,37716,0,0,0,0
9048,2016,37716,0,0,1,1
9570,2017,37716,1,0,1,1
19756,2013,37725,0,0,0,1
2907,2013,37745,0,0,1,1
3376,2014,37745,0,0,1,1
3430,2015,37745,0,0,0,0
3913,2016,37745,0,0,0,1
4574,2017,37745,1,0,1,1
4980,2013,37748,1,0,1,1
7160,2014,37748,0,0,0,1
7923,2015,37748,0,0,0,1
7753,2016,37748,0,0,0,0
6419,2017,37748,0,0,0,0
11304,2014,37754,0,0,0,0
11046,2015,37754,0,0,0,0
11263,2016,37754,0,0,0,0
11144,2017,37754,0,0,0,0
12859,2013,37757,1,0,1,1
15212,2014,37757,0,0,0,1
13893,2015,37757,0,0,0,0
12225,2016,37757,0,0,0,0
10666,2017,37757,0,0,0,0
496,2013,37762,1,0,1,1
600,2014,37762,0,0,1,1
700,2015,37762,0,0,0,1
609,2016,37762,0,0,0,0
495,2017,37762,0,0,0,0
2990,2013,37766,1,0,1,1
3495,2014,37766,0,0,0,1
3431,2015,37766,0,0,0,0
3095,2016,37766,0,0,0,0
2875,2017,37766,0,0,0,0
1915,2013,37769,0,0,1,1
2194,2014,37769,1,0,1,1
2390,2015,37769,0,0,0,1
2500,2016,37769,0,0,0,0
2429,2017,37769,0,0,0,0
3215,2013,37779,0,0,0,0
3732,2014,37779,0,0,0,1
4077,2015,37779,1,0,1,1
5849,2016,37779,0,0,0,1
9213,2017,37779,0,0,0,1
14788,2013,37801,0,0,0,0
14387,2014,37801,0,0,0,0
14815,2016,37801,0,0,0,0
16019,2017,37801,0,0,0,1
8445,2013,37806,0,0,0,1
8934,2014,37806,0,0,0,1
8679,2015,37806,0,0,0,0
9026,2016,37806,0,0,0,1
8628,2017,37806,0,0,0,0
3283,2013,37807,0,0,0,0
3833,2014,37807,0,0,0,1
5500,2015,37807,0,0,1,1
7550,2016,37807,1,0,1,1
11052,2017,37807,0,0,0,1
1552,2013,37809,0,0,1,1
1464,2017,37809,0,0,0,0
8471,2013,37811,0,0,0,0
8121,2014,37811,0,0,0,0
8600,2015,37811,0,0,1,1
9844,2016,37811,0,0,0,1
11196,2017,37811,0,0,1,1
5103,2013,37813,0,0,0,0
5534,2014,37813,0,0,0,0
4982,2015,37813,0,0,0,0
4887,2016,37813,0,0,0,1
4866,2017,37813,0,0,0,0
1437,2017,37818,0,0,0,0
1680,2013,37821,0,0,0,0
1538,2014,37821,0,0,0,0
829,2015,37821,0,0,0,0
723,2016,37821,0,0,0,0
629,2017,37821,0,0,0,0
4426,2013,37840,0,0,0,1
5844,2014,37840,0,0,0,1
6432,2015,37840,1,0,1,1
6600,2016,37840,0,0,0,0
6917,2017,37840,0,0,0,0
7535,2013,37846,0,0,0,0
7178,2014,37846,0,0,0,0
7889,2015,37846,0,0,1,1
9190,2016,37846,0,0,0,1
9939,2017,37846,0,0,1,1
8684,2013,37853,0,0,0,1
9067,2014,37853,0,0,0,0
9037,2015,37853,0,0,0,0
9102,2016,37853,0,0,0,0
9558,2017,37853,0,0,0,1
3270,2013,37854,0,0,0,1
4749,2014,37854,0,0,0,1
5346,2015,37854,0,0,0,1
4908,2016,37854,0,0,0,0
3678,2017,37854,0,0,0,0
5228,2013,37857,0,0,0,0
5482,2014,37857,0,0,0,0
6514,2015,37857,0,0,0,1
7433,2016,37857,0,0,0,1
8276,2017,37857,1,0,1,1
8241,2013,37861,0,0,0,1
8360,2014,37861,0,0,0,0
5458,2015,37861,0,0,0,0
7270,2016,37861,0,0,0,1
10894,2017,37861,0,0,0,1
33494,2013,37863,0,0,0,0
32327,2014,37863,0,0,0,0
32512,2015,37863,0,0,0,0
33994,2016,37863,0,0,1,1
33839,2017,37863,0,0,0,0
4722,2013,37873,0,0,0,0
4806,2014,37873,0,0,0,0
6126,2015,37873,0,0,0,1
7087,2016,37873,1,0,1,1
9061,2017,37873,0,0,0,1
6138,2013,37874,1,0,1,1
7041,2014,37874,0,0,0,1
7743,2015,37874,0,0,0,1
8029,2016,37874,0,0,0,1
7042,2017,37874,0,0,0,0
872,2013,37878,0,0,0,0
1004,2015,37878,0,0,0,1
1086,2016,37878,0,0,0,1
1257,2017,37878,0,0,1,1
13193,2013,37882,1,0,1,1
11903,2014,37882,0,0,0,0
7896,2013,37890,0,0,0,0
7551,2016,37890,0,0,0,0
7712,2017,37890,0,0,0,1
9054,2013,37891,0,0,0,0
8956,2014,37891,0,0,0,0
8643,2015,37891,0,0,0,0
8750,2016,37891,0,0,0,0
8940,2017,37891,0,0,0,1
10985,2017,37912,0,0,0,0
4977,2013,37914,0,0,0,0
5375,2014,37914,0,0,0,1
5953,2015,37914,0,0,0,1
6157,2016,37914,0,0,0,0
6167,2017,37914,0,0,0,0
10986,2017,37921,0,0,1,1
16602,2015,37924,0,0,0,0
17001,2016,37924,0,0,0,0
17681,2017,37924,0,0,0,1
840,2013,38001,0,0,0,0
865,2014,38001,0,0,0,0
816,2015,38001,0,0,0,0
831,2016,38001,0,0,1,1
1006,2017,38001,0,0,1,1
14293,2013,38015,0,0,0,1
14680,2014,38015,0,0,0,0
13171,2015,38015,0,0,0,0
12696,2016,38015,0,0,0,0
12243,2017,38015,0,0,0,0
10507,2013,38019,0,0,0,1
10904,2014,38019,0,0,0,0
10646,2015,38019,0,0,0,0
10822,2016,38019,0,0,1,1
11032,2017,38019,0,0,0,0
545,2013,38034,0,0,0,0
508,2014,38034,0,0,0,0
491,2015,38034,0,0,0,0
498,2016,38034,1,0,1,1
567,2017,38034,0,0,0,1
2843,2013,38040,0,0,0,1
2791,2015,38040,0,0,0,1
2755,2016,38040,0,0,0,1
2961,2017,38040,0,0,0,1
1339,2013,38042,0,0,1,1
1793,2014,38042,0,0,1,1
2075,2015,38042,0,0,1,1
2905,2016,38042,0,0,0,1
2900,2017,38042,0,0,0,0
752,2013,38044,0,0,0,0
1013,2014,38044,1,0,1,1
16755,2013,38057,0,0,0,0
16279,2015,38057,0,0,0,0
18234,2016,38057,1,0,1,1
20277,2017,38057,0,0,0,1
14331,2013,38068,0,0,0,0
14303,2014,38068,0,0,0,0
13429,2015,38068,0,0,0,0
13234,2016,38068,0,0,0,0
11771,2017,38068,0,0,0,0
4331,2013,38075,0,0,0,1
4630,2014,38075,0,0,0,0
3861,2015,38075,0,0,0,0
3633,2016,38075,0,0,0,0
3411,2017,38075,0,0,0,0
20159,2017,38076,0,0,0,0
881,2013,38106,0,0,0,0
904,2014,38106,0,0,0,0
929,2015,38106,0,0,0,0
972,2016,38106,0,0,1,1
993,2017,38106,0,0,0,0
2152,2013,38107,0,0,0,0
2355,2014,38107,0,0,0,0
2761,2015,38107,0,0,0,1
2896,2016,38107,0,0,1,1
2829,2017,38107,0,0,0,0
665,2013,38108,0,0,0,0
706,2014,38108,0,0,0,0
760,2015,38108,0,0,0,0
781,2016,38108,0,0,0,1
785,2017,38108,0,0,0,0
2036,2013,38109,0,0,0,0
2166,2014,38109,0,0,0,0
2344,2015,38109,0,0,0,1
2512,2016,38109,0,0,0,1
2571,2017,38109,0,0,0,0
1931,2013,38112,0,0,0,0
2145,2014,38112,0,0,0,0
2681,2015,38112,0,0,0,1
2906,2016,38112,1,0,1,1
2482,2017,38112,0,0,0,0
16610,2013,38115,0,0,0,0
16600,2014,38115,0,0,0,0
16807,2015,38115,0,0,0,0
17291,2016,38115,0,0,0,1
17540,2017,38115,0,0,0,0
11788,2013,38116,0,0,0,0
12576,2014,38116,0,0,0,0
13126,2015,38116,0,0,0,0
13572,2016,38116,1,0,1,1
13883,2017,38116,0,0,0,1
6821,2013,38118,0,0,0,1
7093,2014,38118,0,0,0,0
7254,2015,38118,0,0,0,0
7257,2016,38118,0,0,0,0
7511,2017,38118,0,0,0,1
3814,2013,38122,0,0,0,0
3909,2014,38122,0,0,0,0
4100,2015,38122,0,0,0,0
4398,2016,38122,0,0,1,1
4458,2017,38122,0,0,0,0
2223,2013,38127,0,0,0,0
2282,2014,38127,0,0,0,0
2283,2015,38127,0,0,0,0
2238,2016,38127,0,0,0,0
2188,2017,38127,0,0,0,0
9637,2013,38128,0,0,0,0
10239,2014,38128,0,0,0,0
10528,2015,38128,0,0,0,0
10486,2016,38128,0,0,0,0
10442,2017,38128,0,0,0,0
19286,2017,38141,0,0,0,0
1104,2013,38220,0,0,0,0
1261,2014,38220,0,0,1,1
1167,2015,38220,0,0,0,0
1395,2016,38220,0,0,0,1
1242,2017,38220,0,0,0,0
3688,2015,38225,0,0,0,0
3996,2017,38225,0,0,0,1
801,2013,38230,0,0,0,0
1378,2013,38232,0,0,0,0
1927,2014,38232,0,0,0,1
1059,2015,38240,0,0,0,1
1217,2016,38240,0,0,0,1
1541,2017,38240,0,0,0,1
2051,2013,38241,0,0,0,1
2884,2014,38241,0,0,1,1
4834,2015,38241,0,0,0,1
4126,2015,38242,0,0,0,0
4132,2016,38242,0,0,1,1
1292,2014,38255,0,0,0,0
1160,2016,38255,0,0,0,0
2031,2013,38301,0,0,0,1
1974,2014,38301,0,0,0,0
1757,2015,38301,0,0,0,0
1644,2016,38301,0,0,0,0
1867,2017,38301,0,0,0,1
6541,2014,38313,0,0,0,1
7110,2015,38313,0,0,0,1
3377,2014,38332,0,0,0,0
3130,2015,38332,0,0,0,0
3008,2016,38332,0,0,0,0
3345,2017,38332,1,0,1,1
1700,2015,38334,0,0,0,1
1930,2016,38334,0,0,0,1
2197,2017,38334,0,0,0,1
3405,2013,38343,1,0,1,1
3553,2014,38343,0,0,1,1
3395,2015,38343,0,0,0,0
3440,2016,38343,0,0,0,1
3359,2017,38343,0,0,0,0
3229,2015,38348,0,0,0,1
5548,2013,38351,0,0,0,0
5758,2014,38351,0,0,1,1
6180,2015,38351,0,0,1,1
6280,2016,38351,0,0,0,1
6507,2017,38351,0,0,0,1
4002,2014,38356,0,0,0,1
4581,2015,38356,0,0,0,1
4273,2016,38356,0,0,0,0
4299,2017,38356,0,0,0,1
3187,2014,38358,0,0,1,1
3266,2015,38358,1,0,1,1
3168,2016,38358,0,0,0,0
1183,2013,38369,0,0,0,0
1409,2014,38369,0,0,0,1
1347,2015,38369,0,0,0,0
1452,2016,38369,0,0,0,1
1405,2017,38369,0,0,0,0
1899,2013,38382,0,0,0,0
2077,2014,38382,0,0,0,1
2109,2015,38382,0,0,1,1
2301,2016,38382,0,0,0,1
1920,2017,38382,0,0,0,0
2129,2013,38391,0,0,0,0
2367,2014,38391,0,0,0,1
14332,2013,38401,0,0,0,0
14210,2014,38401,0,0,0,0
14791,2015,38401,0,0,1,1
15996,2016,38401,0,0,1,1
17022,2017,38401,0,0,0,1
18474,2015,38451,0,0,0,0
18995,2016,38451,0,0,0,1
11737,2013,38461,0,0,1,1
11315,2014,38461,0,0,0,0
9987,2015,38461,0,0,0,0
10296,2016,38461,0,0,1,1
12316,2017,38461,0,0,0,1
272,2013,38462,0,0,0,0
164,2014,38462,0,0,0,0
159,2015,38462,0,0,0,0
66,2016,38462,0,0,0,0
54,2017,38462,0,0,0,0
10809,2013,38472,1,0,1,1
10994,2014,38472,0,0,0,0
11092,2015,38472,0,0,0,0
10823,2016,38472,0,0,0,0
11607,2017,38472,0,0,1,1
4179,2013,38474,0,0,0,1
4042,2014,38474,0,0,0,0
4110,2015,38474,0,0,0,0
4506,2016,38474,0,0,0,1
5155,2017,38474,0,0,0,1
16766,2013,38482,1,0,1,1
15596,2014,38482,0,0,0,0
13695,2015,38482,0,0,0,0
14044,2013,38487,0,0,0,1
14110,2014,38487,0,0,0,0
14339,2015,38487,0,0,0,0
15749,2016,38487,0,0,1,1
16936,2017,38487,0,0,0,1
3496,2014,38541,0,0,0,1
3794,2015,38541,0,0,0,1
4101,2016,38541,0,0,0,1
3566,2017,38541,0,0,0,0
14469,2013,38547,0,0,0,1
14852,2016,38547,0,0,0,0
15656,2017,38547,0,0,0,1
9157,2013,38560,0,0,0,1
8966,2014,38560,0,0,0,0
7429,2015,38560,0,0,0,0
7288,2016,38560,0,0,0,0
8620,2017,38560,0,0,0,1
15406,2013,38563,0,0,1,1
15353,2014,38563,0,0,0,0
15007,2015,38563,0,0,0,0
14504,2016,38563,0,0,0,0
16092,2017,38563,0,0,0,1
2555,2014,38568,0,0,0,1
3555,2015,38568,0,0,0,1
4940,2016,38568,0,0,0,1
3975,2017,38568,0,0,0,0
2159,2015,38570,0,0,0,1
2856,2016,38570,0,0,0,1
2983,2017,38570,0,0,0,1
6404,2013,38583,0,0,0,0
6763,2014,38583,0,0,0,1
7276,2015,38583,0,0,1,1
8011,2016,38583,0,0,1,1
8693,2017,38583,1,0,1,1
893,2013,38603,1,0,1,1
1051,2014,38603,0,0,0,1
1000,2015,38603,0,0,0,0
901,2016,38603,0,0,0,0
1088,2017,38603,0,0,1,1
15681,2013,38611,1,0,1,1
14190,2014,38611,0,0,0,0
13697,2015,38611,0,0,0,0
14181,2016,38611,0,0,1,1
14362,2017,38611,0,0,0,0
6348,2013,38635,0,0,0,0
5835,2014,38635,0,0,0,0
5746,2015,38635,0,0,0,0
5646,2016,38635,0,0,0,0
5766,2017,38635,0,0,0,0
1993,2013,38847,1,0,1,1
2753,2014,38847,0,0,0,1
3275,2016,38847,0,0,0,0
2560,2017,38847,0,0,0,0
867,2013,38850,1,0,1,1
911,2014,38850,0,0,0,0
1040,2015,38850,0,0,0,1
1043,2016,38850,0,0,0,0
922,2017,38850,0,0,0,0
2365,2013,38855,0,0,0,0
2721,2014,38855,0,0,1,1
2853,2015,38855,1,0,1,1
3362,2016,38855,1,0,1,1
2692,2017,38855,0,0,0,0
1483,2013,38856,0,0,0,0
1786,2014,38856,0,0,0,1
8743,2013,38857,0,0,0,0
1007,2013,38860,0,0,0,0
1173,2014,38860,1,0,1,1
1429,2015,38860,0,0,1,1
1181,2016,38860,0,0,0,0
795,2017,38860,0,0,0,0
6587,2013,38862,0,0,0,0
6707,2014,38862,0,0,0,0
5262,2015,38862,0,0,0,0
6745,2017,38862,0,0,0,1
5512,2013,38868,1,0,1,1
6090,2014,38868,1,0,1,1
6443,2015,38868,0,0,0,1
7446,2016,38868,1,0,1,1
7025,2017,38868,0,0,0,0
2991,2013,39117,1,0,1,1
3774,2014,39117,0,0,0,1
4021,2015,39117,0,0,0,1
4010,2016,39117,0,0,0,1
4048,2017,39117,0,0,1,1
5314,2014,39191,0,0,0,1
5856,2015,39191,0,0,0,1
4672,2017,39191,0,0,0,0
1706,2013,39194,0,0,1,1
2433,2014,39194,0,0,0,1
2801,2015,39194,0,0,0,1
2740,2016,39194,0,0,0,1
2361,2017,39194,0,0,0,0
2553,2013,39206,1,0,1,1
3282,2014,39206,0,0,0,1
3453,2015,39206,0,0,0,1
7020,2013,39401,0,0,1,1
6260,2014,39401,0,0,0,1
5711,2015,39401,0,0,1,1
5997,2016,39401,0,0,1,1
5750,2017,39401,0,0,0,0
14430,2013,39428,0,0,0,0
14482,2014,39428,0,0,0,1
14453,2015,39428,1,0,1,1
14460,2016,39428,0,0,0,1
14615,2017,39428,0,0,0,0
4572,2013,39429,0,0,0,1
5174,2014,39429,0,0,0,1
5062,2015,39429,1,0,1,1
4659,2016,39429,0,0,0,0
5323,2017,39429,0,0,0,1
7174,2013,39437,0,0,0,1
9079,2014,39437,1,0,1,1
8524,2015,39437,0,0,0,1
8385,2016,39437,0,0,0,0
9446,2017,39437,0,0,1,1
11867,2014,39452,0,0,0,1
10660,2013,39466,0,0,0,1
12047,2014,39466,0,0,0,1
13172,2015,39466,0,0,0,1
14052,2016,39466,1,0,1,1
12544,2017,39466,0,0,0,0
5207,2013,39470,0,0,0,1
6164,2014,39470,1,0,1,1
6691,2015,39470,1,0,1,1
6829,2016,39470,0,0,1,1
6435,2017,39470,0,0,0,0
3948,2013,39476,1,0,1,1
4566,2014,39476,1,0,1,1
5241,2015,39476,0,0,1,1
5493,2016,39476,0,0,0,1
5704,2017,39476,0,0,0,0
18445,2014,39479,0,0,0,1
18320,2017,39479,0,0,0,0
31561,2013,39577,0,0,0,0
31413,2014,39577,0,0,1,1
31319,2015,39577,1,0,1,1
31083,2016,39577,0,0,0,0
31096,2017,39577,0,0,0,0
4259,2015,39641,0,0,0,1
2321,2013,39654,1,0,1,1
3599,2014,39654,0,0,0,1
4141,2015,39654,0,0,0,1
3863,2016,39654,0,0,0,0
3567,2017,39654,0,0,0,0
3789,2013,39667,0,0,0,1
4302,2016,39667,0,0,0,0
8906,2013,39702,0,0,0,0
11290,2014,39702,1,0,1,1
12887,2015,39702,0,0,0,1
12973,2016,39702,0,0,0,0
12999,2017,39702,0,0,0,0
152,2013,39813,1,0,1,1
357,2014,39813,0,0,0,1
335,2015,39813,0,0,0,0
352,2016,39813,0,0,0,0
317,2017,39813,0,0,0,0
1248,2014,39817,0,0,0,0
1600,2015,39817,0,0,0,1
2048,2016,39817,0,0,0,1
2178,2017,39817,1,0,1,1
10731,2013,40118,0,0,0,0
11471,2014,40118,0,0,0,0
12302,2015,40118,0,0,0,1
12293,2016,40118,0,0,0,0
11995,2017,40118,0,0,0,0
16414,2013,40160,1,0,1,1
16893,2014,40160,0,0,0,1
17585,2015,40160,0,0,0,1
1526,2013,40203,0,0,0,0
1787,2014,40203,0,0,0,1
2165,2015,40203,0,0,0,1
2346,2016,40203,0,0,0,1
2701,2017,40203,1,0,1,1
2602,2013,40208,0,0,0,0
2885,2014,40208,0,0,0,0
2638,2015,40208,0,0,0,0
2599,2016,40208,0,0,0,0
2932,2017,40208,0,0,0,1
656,2013,40212,0,0,0,0
698,2014,40212,0,0,0,0
783,2015,40212,1,0,1,1
821,2016,40212,0,0,0,1
930,2017,40212,0,0,0,1
11349,2013,40213,0,0,0,1
12300,2014,40213,0,0,0,0
12996,2015,40213,1,0,1,1
13292,2016,40213,1,0,1,1
13113,2017,40213,0,0,0,0
15385,2013,40214,0,0,0,0
16972,2014,40214,0,0,0,1
17466,2015,40214,1,0,1,1
17586,2016,40214,0,0,0,0
17911,2017,40214,0,0,0,1
3465,2013,40215,0,0,1,1
3918,2014,40215,0,0,0,1
3795,2015,40215,0,0,0,0
3927,2016,40215,0,0,1,1
3966,2017,40215,0,0,0,0
14121,2013,40216,0,0,0,1
15056,2014,40216,0,0,0,0
15339,2015,40216,0,0,0,0
15644,2016,40216,1,0,1,1
16211,2017,40216,0,0,0,1
12827,2013,40218,0,0,0,0
13687,2014,40218,0,0,0,0
14634,2015,40218,1,0,1,1
15612,2017,40218,0,0,1,1
18986,2013,40219,0,0,0,0
20127,2014,40219,0,0,1,1
20448,2015,40219,0,0,0,0
20638,2016,40219,0,0,0,0
21090,2017,40219,0,0,1,1
19938,2016,40229,0,0,0,1
15664,2013,40258,0,0,0,1
16882,2014,40258,0,0,0,1
17329,2015,40258,1,0,1,1
17281,2016,40258,0,0,0,0
17499,2017,40258,0,0,0,0
13843,2013,40272,1,0,1,1
14665,2014,40272,0,0,0,0
14877,2015,40272,0,0,0,0
15167,2016,40272,0,0,0,1
9308,2013,40361,0,0,0,1
16512,2016,40361,0,0,0,1
22609,2013,40390,0,0,1,1
24715,2014,40390,0,0,0,1
26932,2016,40390,0,0,0,0
26672,2017,40390,0,0,0,0
1090,2013,40419,0,0,0,0
1228,2014,40419,0,0,0,0
1832,2015,40419,0,0,0,1
3048,2016,40419,0,0,1,1
4279,2017,40419,0,0,0,1
4684,2016,40437,0,0,0,1
5988,2017,40437,0,0,0,1
6961,2013,40440,0,0,1,1
9287,2015,40440,0,0,0,0
9569,2016,40440,0,0,0,0
9394,2017,40440,0,0,0,0
4063,2013,40484,0,0,0,0
4420,2014,40484,0,0,0,0
7793,2016,40484,0,0,0,1
19565,2013,40504,0,0,0,1
21202,2014,40504,0,0,0,1
22229,2015,40504,1,0,1,1
21942,2016,40504,0,0,0,0
22258,2017,40504,0,0,0,0
12473,2013,40505,0,0,0,1
13298,2014,40505,0,0,0,1
13430,2015,40505,0,0,0,0
13041,2016,40505,0,0,0,0
13996,2017,40505,0,0,0,1
3278,2013,40508,0,0,0,0
3576,2014,40508,0,0,1,1
3777,2015,40508,1,0,1,1
4154,2016,40508,0,0,0,1
4766,2017,40508,0,0,1,1
28432,2014,40511,0,0,0,0
18180,2013,40517,1,0,1,1
18885,2014,40517,0,0,0,1
19458,2015,40517,0,0,0,1
19492,2016,40517,0,0,0,0
20649,2017,40517,0,0,0,1
12465,2013,41015,0,0,0,0
12700,2014,41015,0,0,0,0
13110,2015,41015,0,0,0,0
13339,2016,41015,0,0,0,0
13554,2017,41015,0,0,0,0
6804,2013,41016,0,0,0,1
6806,2014,41016,0,0,0,0
6504,2015,41016,0,0,0,0
6611,2016,41016,0,0,0,0
7111,2017,41016,0,0,0,1
18503,2013,41018,0,0,0,1
19109,2014,41018,0,0,0,0
19331,2015,41018,0,0,0,0
19675,2016,41018,0,0,0,0
19848,2017,41018,0,0,0,0
18262,2013,41035,0,0,0,0
19013,2014,41035,0,0,1,1
22534,2015,41035,0,0,0,1
27227,2016,41035,0,0,0,1
30222,2017,41035,0,0,0,1
21310,2013,41063,0,0,1,1
22169,2014,41063,0,0,0,1
22732,2015,41063,0,0,1,1
21921,2017,41063,0,0,0,0
7261,2013,41071,0,0,0,0
7642,2014,41071,0,0,0,0
7890,2015,41071,0,0,0,0
8386,2016,41071,0,0,0,1
8995,2017,41071,0,0,0,1
7117,2013,41073,0,0,0,0
2693,2013,41074,0,0,0,0
2970,2014,41074,0,0,0,1
3577,2015,41074,0,0,0,1
4422,2016,41074,1,0,1,1
5074,2017,41074,1,0,1,1
28736,2013,41092,0,0,0,0
30653,2015,41092,0,0,0,1
9221,2013,41097,0,0,0,0
9625,2014,41097,0,0,0,0
12809,2015,41097,0,0,1,1
18138,2016,41097,0,0,0,1
21041,2017,41097,0,0,0,1
8314,2013,42101,0,0,0,0
10115,2014,42101,0,0,0,0
11957,2015,42101,0,0,0,0
14437,2016,42101,0,0,1,1
15657,2017,42101,0,0,1,1
13901,2014,42240,0,0,0,0
13933,2015,42240,0,0,0,0
14365,2016,42240,0,0,0,1
6472,2013,42262,0,0,0,0
6807,2014,42262,0,0,0,0
6999,2015,42262,0,0,1,1
7304,2016,42262,0,0,0,1
7760,2017,42262,0,0,1,1
5951,2013,42464,0,0,0,0
5285,2014,42464,0,0,0,0
5555,2015,42464,1,0,1,1
6022,2013,42718,0,0,0,0
6557,2014,42718,0,0,0,1
6989,2015,42718,0,0,0,0
8673,2016,42718,0,0,0,1
10054,2017,42718,1,0,1,1
9342,2013,42776,0,0,0,1
10123,2014,42776,1,0,1,1
10924,2015,42776,0,0,0,1
11835,2016,42776,1,0,1,1
11473,2017,42776,0,0,0,0
23477,2013,43003,0,0,0,0
24202,2014,43003,0,0,0,1
25024,2015,43003,0,0,1,1
26884,2016,43003,1,0,1,1
27691,2017,43003,0,0,0,1
22539,2017,43019,0,0,0,1
15191,2013,43050,0,0,1,1
17187,2014,43050,1,0,1,1
19177,2015,43050,1,0,1,1
19368,2016,43050,0,0,0,0
19691,2017,43050,1,0,1,1
18516,2014,43060,0,0,0,0
24198,2013,43076,1,0,1,1
25248,2014,43076,1,0,1,1
25663,2015,43076,0,0,0,0
26371,2016,43076,1,0,1,1
19615,2015,43107,0,0,0,1
21651,2016,43107,0,0,0,1
25962,2013,43113,0,0,1,1
27078,2014,43113,0,0,0,1
28627,2015,43113,0,0,1,1
28730,2016,43113,0,0,0,0
29125,2017,43113,0,0,0,0
32766,2017,43125,0,0,0,1
9034,2014,43128,0,0,0,0
9314,2015,43128,0,0,0,1
22484,2013,43130,0,0,0,1
23551,2014,43130,1,0,1,1
24305,2015,43130,0,0,0,1
25655,2016,43130,0,0,1,1
25693,2017,43130,0,0,0,0
17852,2013,43135,0,0,1,1
19302,2014,43135,0,0,0,1
18389,2015,43135,0,0,0,0
17848,2016,43135,0,0,0,0
18285,2017,43135,0,0,0,1
17929,2013,43138,1,0,1,1
18781,2014,43138,1,0,1,1
17017,2015,43138,0,0,0,0
15566,2016,43138,0,0,0,0
16283,2017,43138,0,0,1,1
18716,2017,43145,0,0,0,1
30700,2014,43150,0,0,0,0
31657,2015,43150,0,0,0,1
32549,2016,43150,0,0,0,1
30959,2013,43154,0,0,0,1
31946,2014,43154,1,0,1,1
33139,2015,43154,0,0,0,1
33888,2016,43154,0,0,0,1
34536,2017,43154,0,0,1,1
26894,2015,43155,0,0,0,1
20961,2016,43164,0,0,0,1
20361,2017,43164,0,0,0,0
11044,2013,43204,0,0,0,1
11760,2014,43204,0,0,0,1
12326,2015,43204,0,0,0,1
12903,2016,43204,0,0,0,1
13369,2017,43204,0,0,0,1
8427,2013,43207,0,0,0,0
9310,2014,43207,0,0,0,1
9826,2015,43207,0,0,0,1
10151,2016,43207,0,0,0,0
10316,2017,43207,0,0,0,0
12959,2013,43213,0,0,0,0
12965,2014,43213,0,0,0,0
12849,2015,43213,0,0,0,0
13070,2016,43213,0,0,0,0
13342,2017,43213,0,0,0,0
4931,2013,43219,0,0,0,1
5552,2014,43219,0,0,0,1
5823,2015,43219,0,0,0,0
6171,2016,43219,0,0,1,1
6484,2017,43219,0,0,0,1
5224,2013,43223,0,0,0,0
5773,2014,43223,0,0,0,1
5902,2015,43223,0,0,0,0
5978,2016,43223,0,0,0,0
6386,2017,43223,0,0,1,1
9170,2013,43224,0,0,0,0
9789,2014,43224,0,0,0,1
10562,2015,43224,0,0,0,1
11157,2016,43224,0,0,1,1
11847,2017,43224,0,0,0,1
10732,2013,43227,0,0,0,0
11178,2014,43227,0,0,0,0
11619,2015,43227,0,0,0,0
12164,2016,43227,0,0,0,1
12606,2017,43227,0,0,0,1
17404,2013,43228,0,0,0,0
18125,2014,43228,0,0,0,1
18690,2015,43228,0,0,0,0
18959,2016,43228,0,0,0,0
19583,2017,43228,0,0,0,1
27237,2013,43229,0,0,0,0
28011,2014,43229,0,0,1,1
28260,2015,43229,0,0,0,0
28685,2016,43229,0,0,0,0
29386,2017,43229,0,0,0,1
30052,2017,43231,0,0,0,1
14448,2013,43232,0,0,0,0
14927,2014,43232,0,0,0,0
15409,2015,43232,0,0,0,0
15794,2016,43232,0,0,0,0
16306,2017,43232,1,0,1,1
23413,2015,43315,0,0,0,0
13664,2013,43318,0,0,0,0
14373,2014,43318,0,0,0,0
14981,2015,43318,0,0,1,1
15924,2016,43318,0,0,1,1
16887,2017,43318,0,0,1,1
32054,2013,43334,0,0,0,1
34781,2017,43334,0,0,0,1
