,year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_no_longer_eligible,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval
1371,2015,14772,0,0,0,0
1553,2016,14772,0,0,1,1
2375,2017,14772,0,0,0,1
982,2013,14801,0,0,0,1
1282,2014,14801,0,0,0,1
1325,2015,14801,0,0,0,0
925,2016,14801,0,0,0,0
956,2017,14801,0,0,0,0
3928,2013,14807,0,0,0,1
4824,2014,14807,0,0,1,1
1853,2013,14826,0,0,0,1
2232,2014,14826,0,0,0,0
2722,2015,14826,0,0,0,1
2037,2016,14826,0,0,0,0
1589,2017,14826,0,0,0,0
5038,2013,14837,0,0,0,0
4933,2014,14837,0,0,0,0
4655,2015,14837,0,0,0,0
4687,2016,14837,0,0,0,1
4724,2017,14837,0,0,0,0
1825,2017,14843,1,0,1,1
6310,2016,14873,0,0,0,0
6684,2017,14873,0,0,0,1
4633,2013,14883,0,0,0,0
3791,2014,14883,0,0,0,0
3654,2016,14883,0,0,0,1
2461,2016,14892,0,0,0,1
3344,2017,14892,0,0,0,1
548,2013,14901,0,0,0,0
524,2014,14901,0,0,0,0
594,2015,14901,0,0,0,1
836,2016,14901,1,0,1,1
1021,2017,14901,0,0,1,1
4028,2013,14903,0,0,1,1
380,2013,14904,0,0,0,1
395,2014,14904,1,0,1,1
456,2015,14904,0,0,0,1
520,2016,14904,1,0,1,1
616,2017,14904,1,0,1,1
3442,2013,15003,0,0,0,0
4030,2014,15003,0,0,1,1
4268,2015,15003,0,0,0,0
4855,2016,15003,0,0,1,1
5127,2017,15003,0,0,0,0
968,2013,15014,0,0,0,0
1033,2014,15014,0,0,0,0
1326,2015,15014,0,0,1,1
1341,2016,15014,0,0,0,0
1343,2017,15014,0,0,0,0
8135,2015,15021,0,0,0,1
9138,2016,15021,0,0,1,1
9602,2017,15021,0,0,0,0
988,2013,15022,0,0,1,1
1527,2014,15022,0,0,0,1
1842,2015,15022,1,0,1,1
1937,2016,15022,0,0,0,0
1808,2017,15022,0,0,0,0
1495,2013,15025,1,0,1,1
1864,2015,15025,0,0,0,1
11708,2013,15027,0,0,0,0
91,2013,15033,0,0,0,0
92,2014,15033,0,0,0,0
77,2015,15033,0,0,0,0
94,2016,15033,1,0,1,1
112,2017,15033,0,0,0,0
1514,2013,15034,0,0,0,1
1627,2014,15034,0,0,0,0
1788,2015,15034,0,0,0,0
2068,2016,15034,0,0,0,1
1779,2013,15035,0,0,0,0
1904,2014,15035,0,0,0,0
1970,2015,15035,0,0,0,0
2101,2016,15035,0,0,0,0
2368,2017,15035,1,0,1,1
562,2013,15045,1,0,1,1
653,2014,15045,0,0,0,0
772,2015,15045,0,0,0,1
805,2016,15045,0,0,0,0
813,2017,15045,0,0,0,0
2624,2017,15056,0,0,0,1
2824,2013,15059,0,0,0,0
2949,2014,15059,0,0,0,0
3873,2015,15059,0,0,0,1
4895,2016,15059,0,0,1,1
5580,2017,15059,0,0,0,1
451,2013,15062,0,0,0,0
673,2014,15062,0,0,1,1
722,2015,15062,0,0,0,0
701,2016,15062,0,0,0,0
544,2017,15062,0,0,0,0
5102,2013,15063,1,0,1,1
5551,2014,15063,0,0,0,0
5296,2016,15063,0,0,0,0
6632,2013,15065,0,0,0,0
6777,2014,15065,0,0,0,0
7499,2015,15065,0,0,0,1
8290,2016,15065,1,0,1,1
8692,2017,15065,0,0,0,0
5802,2013,15066,0,0,0,0
6253,2014,15066,0,0,0,0
6718,2015,15066,1,0,1,1
6787,2016,15066,0,0,0,0
7181,2017,15066,0,0,0,0
2677,2013,15067,1,0,1,1
3103,2014,15067,0,0,1,1
4003,2015,15067,0,0,0,1
3987,2016,15067,0,0,0,0
3736,2017,15067,0,0,0,0
6668,2013,15068,1,0,1,1
7536,2014,15068,0,0,0,1
8040,2015,15068,0,0,0,0
8041,2016,15068,0,0,0,0
8739,2017,15068,0,0,1,1
5394,2013,15074,1,0,1,1
6071,2014,15074,1,0,1,1
6889,2015,15074,0,0,0,1
6627,2016,15074,0,0,0,0
6629,2017,15074,0,0,0,0
3826,2013,15084,0,0,0,0
3683,2014,15084,0,0,0,0
3874,2015,15084,0,0,0,0
4346,2016,15084,0,0,0,1
4845,2017,15084,0,0,0,1
6499,2013,15089,1,0,1,1
6392,2014,15089,0,0,0,0
7083,2015,15089,1,0,1,1
6254,2016,15089,0,0,0,0
6466,2017,15089,0,0,0,0
20,2013,15104,0,0,0,0
27,2014,15104,0,0,0,0
39,2015,15104,1,0,1,1
56,2016,15104,0,0,0,1
58,2017,15104,0,0,0,0
9932,2013,15106,0,0,0,0
11316,2015,15106,0,0,1,1
18,2013,15110,0,0,0,0
26,2014,15110,0,0,0,1
47,2015,15110,0,0,0,1
60,2016,15110,0,0,1,1
59,2017,15110,0,0,0,0
426,2013,15112,0,0,0,0
397,2014,15112,0,0,0,0
480,2015,15112,0,0,0,1
596,2016,15112,0,0,0,1
837,2017,15112,0,0,0,1
2108,2013,15120,0,0,1,1
2322,2014,15120,0,0,0,0
2597,2015,15120,1,0,1,1
2783,2016,15120,0,0,0,0
2960,2017,15120,0,0,0,0
5755,2013,15122,0,0,0,0
5899,2014,15122,0,0,0,0
6118,2015,15122,0,0,0,0
6559,2016,15122,0,0,0,1
7301,2017,15122,0,0,0,1
11021,2013,15131,0,0,0,0
11579,2014,15131,0,0,0,0
13091,2017,15131,0,0,0,0
81,2013,15132,1,0,1,1
83,2014,15132,0,0,0,0
93,2015,15132,0,0,0,0
118,2016,15132,0,0,1,1
144,2017,15132,0,0,1,1
1575,2013,15133,0,0,0,0
1933,2014,15133,0,0,1,1
2170,2015,15133,0,0,1,1
2229,2016,15133,0,0,0,0
2388,2017,15133,0,0,0,0
4328,2013,15137,0,0,0,0
4618,2014,15137,0,0,0,0
4607,2015,15137,0,0,0,0
4772,2016,15137,0,0,0,0
5041,2017,15137,0,0,0,0
668,2013,15140,0,0,0,0
657,2014,15140,0,0,0,0
749,2015,15140,0,0,0,0
779,2016,15140,0,0,0,0
895,2017,15140,0,0,1,1
7189,2014,15144,0,0,0,0
7411,2015,15144,0,0,0,0
7557,2016,15144,0,0,0,0
7581,2017,15144,0,0,0,0
870,2013,15145,0,0,0,1
939,2014,15145,0,0,0,0
1132,2015,15145,1,0,1,1
1155,2016,15145,0,0,0,0
1425,2017,15145,0,0,1,1
5195,2013,15147,0,0,0,0
5650,2014,15147,0,0,0,0
6224,2015,15147,1,0,1,1
6316,2016,15147,0,0,0,0
6296,2017,15147,0,0,0,0
250,2013,15148,1,0,1,1
212,2014,15148,0,0,0,0
267,2015,15148,0,0,0,1
330,2016,15148,0,0,0,1
347,2017,15148,0,0,0,0
1768,2013,15204,0,0,0,0
1890,2014,15204,0,0,0,0
2026,2015,15204,0,0,0,0
2399,2016,15204,0,0,0,1
2612,2017,15204,0,0,0,1
708,2013,15207,0,0,0,0
777,2014,15207,0,0,0,0
824,2015,15207,0,0,0,0
955,2016,15207,1,0,1,1
1077,2017,15207,1,0,1,1
307,2013,15210,0,0,0,0
321,2014,15210,0,0,0,0
391,2015,15210,0,0,0,1
466,2016,15210,1,0,1,1
528,2017,15210,0,0,0,1
1048,2013,15212,0,0,0,0
1213,2014,15212,0,0,0,1
1475,2015,15212,1,0,1,1
1667,2016,15212,0,0,0,1
1809,2017,15212,0,0,0,0
2924,2013,15214,0,0,0,0
3356,2014,15214,0,0,1,1
3968,2015,15214,0,0,0,1
4358,2016,15214,0,0,1,1
4924,2017,15214,0,0,0,1
2307,2013,15221,0,0,0,0
2530,2014,15221,0,0,0,0
6935,2013,15223,0,0,0,0
7516,2014,15223,0,0,0,0
8274,2015,15223,1,0,1,1
8552,2016,15223,0,0,0,0
8970,2017,15223,0,0,0,0
5105,2014,15226,0,0,0,0
10299,2013,15227,0,0,0,0
6529,2013,15235,0,0,1,1
7439,2014,15235,0,0,0,1
1903,2013,15314,0,0,1,1
2603,2014,15314,0,0,0,1
3974,2015,15314,1,0,1,1
5192,2016,15314,0,0,0,1
5731,2017,15314,0,0,0,1
4359,2016,15333,0,0,0,1
4423,2017,15333,0,0,0,0
612,2013,15345,0,0,0,0
875,2014,15345,0,0,0,1
1212,2015,15345,0,0,0,1
1366,2016,15345,1,0,1,1
1451,2017,15345,0,0,0,0
9664,2013,15376,0,0,0,1
9906,2014,15376,0,0,0,0
9257,2017,15376,0,0,0,0
2123,2013,15401,0,0,0,0
2506,2014,15401,0,0,0,1
2810,2015,15401,0,0,0,1
2912,2016,15401,0,0,0,0
3291,2017,15401,0,0,1,1
488,2013,15417,1,0,1,1
769,2014,15417,0,0,0,1
873,2015,15417,1,0,1,1
635,2016,15417,0,0,0,0
531,2017,15417,0,0,0,0
866,2013,15419,0,0,0,0
1223,2014,15419,1,0,1,1
1620,2015,15419,0,0,1,1
1866,2016,15419,0,0,0,1
2053,2017,15419,0,0,0,1
1626,2013,15424,0,0,0,1
1785,2014,15424,0,0,0,1
1835,2015,15424,0,0,0,1
1922,2016,15424,0,0,1,1
2121,2017,15424,0,0,0,1
951,2013,15436,0,0,0,0
969,2014,15436,0,0,0,0
1200,2015,15436,0,0,0,1
1294,2016,15436,0,0,0,0
2394,2017,15436,0,0,1,1
8636,2013,15437,0,0,0,1
10383,2014,15437,0,0,0,1
11397,2015,15437,0,0,0,1
942,2013,15438,0,0,0,0
1092,2014,15438,0,0,0,1
1346,2015,15438,0,0,1,1
1843,2016,15438,0,0,1,1
2225,2017,15438,0,0,0,1
5189,2013,15445,0,0,0,0
5682,2014,15445,0,0,0,0
6338,2015,15445,0,0,1,1
7024,2016,15445,1,0,1,1
7782,2017,15445,0,0,0,1
339,2013,15461,0,0,0,0
470,2014,15461,0,0,1,1
618,2015,15461,0,0,0,1
573,2016,15461,0,0,0,0
540,2017,15461,0,0,0,0
7018,2013,15469,1,0,1,1
7877,2014,15469,0,0,0,1
7549,2016,15469,0,0,0,0
8478,2017,15469,0,0,1,1
8527,2013,15473,0,0,0,0
9467,2014,15473,1,0,1,1
9099,2015,15473,0,0,0,0
8843,2016,15473,0,0,0,0
9888,2017,15473,0,0,0,1
90,2013,15474,0,0,0,0
100,2014,15474,0,0,0,0
131,2015,15474,0,0,1,1
151,2016,15474,1,0,1,1
253,2017,15474,1,0,1,1
3055,2013,15479,0,0,0,0
3407,2014,15479,0,0,0,0
4013,2015,15479,0,0,0,1
3856,2016,15479,0,0,0,0
3580,2017,15479,0,0,0,0
5772,2013,15531,0,0,0,0
6162,2014,15531,0,0,0,1
6074,2015,15531,0,0,0,0
5025,2016,15531,0,0,0,0
5252,2017,15531,0,0,0,0
2363,2013,15552,1,0,1,1
4515,2014,15557,0,0,0,1
4936,2015,15557,0,0,0,1
4547,2016,15563,0,0,0,0
10156,2013,15613,0,0,0,0
11225,2014,15613,0,0,1,1
11163,2015,15613,0,0,0,0
11798,2016,15613,0,0,0,1
12822,2017,15613,0,0,0,1
4388,2013,15618,0,0,0,0
3973,2014,15618,0,0,0,0
3821,2015,15618,0,0,1,1
4395,2016,15618,0,0,0,1
4816,2017,15618,1,0,1,1
3979,2013,15627,0,0,0,0
4464,2014,15627,0,0,1,1
4526,2015,15627,0,0,0,0
4808,2016,15627,0,0,0,1
5827,2017,15627,0,0,0,1
6082,2014,15637,0,0,0,1
5181,2013,15644,0,0,0,0
7308,2015,15644,0,0,0,1
7530,2016,15644,0,0,0,0
7127,2017,15644,0,0,0,0
10466,2013,15650,0,0,0,0
10831,2014,15650,0,0,0,0
11359,2015,15650,0,0,0,0
11908,2016,15650,0,0,0,0
12281,2017,15650,0,0,0,0
5373,2013,15656,0,0,0,0
6834,2014,15656,0,0,0,1
7814,2015,15656,0,0,0,1
8582,2016,15656,1,0,1,1
8720,2017,15656,0,0,0,0
6306,2014,15665,0,0,0,1
7190,2015,15665,0,0,0,1
7180,2016,15665,0,0,0,0
7711,2017,15665,0,0,0,1
6858,2013,15666,1,0,1,1
7131,2014,15666,0,0,0,0
7120,2015,15666,0,0,0,0
6953,2016,15666,0,0,0,0
7811,2017,15666,0,0,0,1
5641,2013,15673,0,0,0,0
5472,2014,15673,0,0,0,0
8082,2015,15673,0,0,0,1
9614,2016,15673,0,0,1,1
9297,2017,15673,0,0,0,0
11218,2017,15679,0,0,0,0
6069,2013,15681,0,0,0,0
6994,2014,15681,0,0,0,0
6890,2015,15681,1,0,1,1
5490,2017,15681,0,0,0,0
5196,2013,15683,0,0,0,0
5743,2014,15683,0,0,0,1
6729,2015,15683,1,0,1,1
7694,2016,15683,1,0,1,1
8228,2017,15683,1,0,1,1
7406,2013,15687,0,0,0,0
7073,2014,15687,0,0,0,0
9312,2015,15687,0,0,1,1
9406,2016,15687,0,0,0,0
10177,2017,15687,0,0,0,1
1271,2013,15690,0,0,0,0
1566,2014,15690,0,0,1,1
1594,2015,15690,0,0,0,0
1522,2016,15690,0,0,0,0
1278,2017,15690,0,0,0,0
4990,2013,15697,1,0,1,1
5785,2014,15697,0,0,0,1
6616,2015,15697,0,0,0,1
7066,2016,15697,1,0,1,1
6955,2017,15697,0,0,0,0
3582,2013,15724,0,0,0,0
3832,2014,15724,0,0,0,0
5389,2015,15724,1,0,1,1
268,2013,15902,0,0,0,0
312,2014,15902,0,0,0,1
369,2015,15902,0,0,0,1
293,2016,15902,0,0,0,0
278,2017,15902,0,0,0,0
255,2013,15906,0,0,0,0
194,2014,15906,0,0,0,0
119,2015,15906,0,0,0,0
70,2016,15906,0,0,0,0
74,2017,15906,0,0,0,1
1576,2013,15909,0,0,0,0
2691,2016,15909,0,0,0,1
1534,2013,15923,0,0,0,0
1580,2014,15923,0,0,0,0
1623,2015,15923,0,0,0,0
2110,2016,15923,0,0,1,1
2382,2017,15923,1,0,1,1
4312,2015,15935,0,0,0,1
568,2013,15943,0,0,1,1
949,2014,15943,0,0,0,1
1197,2015,15943,0,0,0,1
6136,2013,15944,0,0,0,0
7328,2014,15944,0,0,0,1
6513,2015,15944,0,0,0,0
5357,2016,15944,0,0,0,0
5146,2017,15944,1,0,1,1
169,2014,15956,0,0,0,0
157,2015,15956,0,0,0,0
207,2016,15956,0,0,0,1
410,2017,15956,1,0,1,1
8698,2013,16201,0,0,0,0
9921,2014,16201,0,0,0,1
10865,2015,16201,0,0,0,1
10665,2016,16201,0,0,0,0
11042,2017,16201,0,0,0,0
4425,2013,16226,0,0,0,0
5009,2014,16226,0,0,0,1
6606,2015,16226,0,0,1,1
8020,2016,16226,0,0,0,1
7598,2017,16226,0,0,0,0
4709,2016,16249,0,0,0,0
3379,2017,16249,0,0,0,0
563,2013,16259,0,0,0,0
1012,2014,16259,0,0,1,1
2227,2015,16259,0,0,1,1
3358,2016,16259,0,0,0,1
4504,2017,16259,0,0,0,1
8012,2013,16262,0,0,1,1
10661,2014,16262,1,0,1,1
12107,2016,16262,0,0,0,0
2551,2013,16407,0,0,0,1
2759,2014,16407,0,0,0,0
2935,2015,16407,0,0,0,0
3035,2016,16407,0,0,0,0
741,2013,16502,0,0,0,0
936,2014,16502,1,0,1,1
1353,2015,16502,1,0,1,1
1595,2016,16502,1,0,1,1
2005,2017,16502,1,0,1,1
3665,2013,16504,0,0,0,0
4114,2014,16504,0,0,0,1
4160,2015,16504,0,0,0,0
4298,2016,16504,0,0,0,0
4703,2017,16504,0,0,0,0
110,2013,16507,1,0,1,1
111,2014,16507,0,0,0,0
192,2015,16507,0,0,1,1
231,2016,16507,0,0,0,0
286,2017,16507,1,0,1,1
1373,2013,16601,0,0,0,0
1891,2014,16601,0,0,0,1
3005,2015,16601,1,0,1,1
2863,2016,16601,0,0,0,0
2930,2017,16601,0,0,0,0
3389,2013,16602,0,0,0,1
4115,2014,16602,0,0,0,1
4668,2015,16602,0,0,0,1
4229,2016,16602,0,0,0,0
4591,2017,16602,0,0,0,1
505,2013,16666,0,0,0,0
549,2014,16666,0,0,1,1
699,2015,16666,0,0,0,1
877,2016,16666,1,0,1,1
1540,2017,16666,1,0,1,1
9600,2016,16822,0,0,0,1
10875,2017,16822,0,0,0,1
19305,2015,16841,0,0,0,0
19126,2016,16841,0,0,0,0
31036,2014,16875,0,0,0,0
28293,2015,16875,0,0,0,0
30781,2017,16875,0,0,0,1
24231,2013,17013,0,0,0,1
24985,2014,17013,1,0,1,1
25216,2015,17013,0,0,0,0
25583,2016,17013,0,0,0,0
27234,2017,17013,0,0,1,1
4185,2013,17017,0,0,0,0
16629,2013,17023,0,0,0,0
17355,2014,17023,0,0,0,1
18116,2015,17023,0,0,0,1
17754,2016,17023,0,0,0,0
17491,2017,17023,0,0,0,0
23044,2013,17032,0,0,0,0
23603,2014,17032,0,0,1,1
24973,2015,17032,0,0,0,1
28804,2017,17032,0,0,0,0
7395,2013,17034,0,0,0,1
6835,2014,17034,0,0,0,0
7161,2015,17034,0,0,0,1
7990,2016,17034,0,0,0,1
8703,2017,17034,0,0,1,1
19389,2013,17043,0,0,0,0
19856,2014,17043,0,0,0,0
9705,2015,17045,0,0,0,0
10470,2016,17045,0,0,0,1
10688,2017,17045,0,0,0,0
15999,2013,17046,1,0,1,1
16469,2014,17046,0,0,1,1
16493,2015,17046,0,0,0,0
17519,2016,17046,1,0,1,1
18598,2017,17046,0,0,1,1
19717,2013,17047,0,0,0,1
19232,2014,17047,0,0,0,0
18147,2015,17047,0,0,0,0
17810,2016,17047,0,0,0,0
18244,2017,17047,0,0,0,0
3156,2013,17048,1,0,1,1
3684,2014,17048,0,0,0,1
3925,2015,17048,0,0,0,1
3721,2016,17048,0,0,0,0
3830,2017,17048,0,0,0,0
19449,2013,17057,0,0,0,0
20126,2014,17057,0,0,0,1
20340,2015,17057,0,0,0,0
20739,2016,17057,0,0,0,0
21148,2017,17057,0,0,0,0
14786,2013,17061,0,0,0,1
15936,2014,17061,1,0,1,1
16614,2015,17061,0,0,0,1
16148,2016,17061,0,0,0,0
15456,2017,17061,0,0,0,0
16384,2014,17062,0,0,0,1
15610,2016,17062,0,0,0,0
16179,2017,17062,0,0,0,0
22580,2013,17065,0,0,0,0
22847,2014,17065,0,0,0,0
23061,2015,17065,0,0,0,0
24023,2016,17065,0,0,0,1
25720,2017,17065,1,0,1,1
14158,2013,17074,0,0,0,0
14125,2014,17074,0,0,0,0
15157,2015,17074,0,0,1,1
14991,2016,17074,0,0,0,0
15676,2017,17074,1,0,1,1
2097,2015,17086,0,0,0,1
2610,2016,17086,0,0,1,1
2181,2013,17098,0,0,0,1
2944,2014,17098,0,0,0,1
2819,2015,17098,0,0,0,0
2494,2016,17098,0,0,0,0
2788,2017,17098,0,0,0,1
2347,2013,17103,0,0,0,0
2366,2014,17103,0,0,0,0
2546,2015,17103,0,0,0,1
2956,2016,17103,0,0,1,1
3029,2017,17103,0,0,0,0
1473,2013,17104,1,0,1,1
1771,2014,17104,0,0,0,1
2074,2015,17104,1,0,1,1
3351,2016,17104,0,0,0,1
3101,2017,17104,0,0,0,0
20733,2013,17109,0,0,0,1
22137,2015,17109,0,0,0,1
22879,2016,17109,0,0,0,0
22836,2017,17109,0,0,0,0
7765,2013,17113,0,0,0,0
8200,2014,17113,1,0,1,1
8640,2015,17113,0,0,0,1
8958,2016,17113,0,0,0,0
9412,2017,17113,0,0,0,1
6269,2017,17237,0,0,0,1
24290,2013,17241,0,0,0,1
24576,2014,17241,0,0,0,0
25493,2015,17241,1,0,1,1
26269,2016,17241,0,0,0,0
27320,2017,17241,0,0,0,1
7651,2013,17244,0,0,0,0
8201,2014,17244,0,0,0,0
6778,2014,17252,0,0,0,0
6978,2015,17252,0,0,0,0
7088,2017,17252,0,0,0,0
15384,2013,17257,1,0,1,1
16225,2014,17257,0,0,0,1
17101,2015,17257,0,0,0,1
18199,2016,17257,1,0,1,1
18410,2017,17257,0,0,0,1
8216,2014,17268,0,0,0,0
9579,2016,17268,0,0,0,1
24532,2013,17309,0,0,0,0
25554,2014,17309,0,0,0,0
27785,2015,17309,1,0,1,1
22483,2013,17313,0,0,0,0
26116,2015,17313,0,0,0,1
26229,2016,17313,0,0,0,0
25956,2017,17313,0,0,0,0
26728,2014,17314,0,0,0,1
28848,2015,17314,0,0,0,1
30469,2016,17314,0,0,1,1
23957,2013,17315,0,0,0,0
24768,2014,17315,0,0,0,0
29604,2014,17331,0,0,0,1
29560,2016,17331,0,0,0,0
29710,2017,17331,0,0,0,0
17889,2013,17344,0,0,0,0
19326,2014,17344,0,0,0,1
19983,2015,17344,0,0,1,1
20911,2016,17344,0,0,1,1
20251,2017,17344,0,0,0,0
17842,2013,17345,0,0,0,1
18807,2014,17345,0,0,1,1
19524,2015,17345,0,0,0,0
19411,2016,17345,0,0,0,0
19009,2017,17345,0,0,0,0
24666,2013,17350,0,0,0,1
24886,2014,17350,0,0,0,0
24961,2015,17350,1,0,1,1
25036,2016,17350,0,0,0,1
27106,2017,17350,0,0,0,1
24419,2013,17356,0,0,0,0
25324,2014,17356,0,0,0,0
26941,2015,17356,0,0,1,1
27819,2016,17356,0,0,1,1
22358,2013,17366,0,0,0,0
23664,2014,17366,0,0,0,1
25762,2015,17366,0,0,0,1
27042,2016,17366,0,0,0,1
27295,2017,17366,1,0,1,1
19474,2013,17368,0,0,0,1
20174,2014,17368,0,0,0,0
20358,2015,17368,0,0,0,0
20342,2016,17368,0,0,0,0
20396,2017,17368,0,0,0,0
25272,2013,17372,0,0,0,0
2018,2013,17401,0,0,0,0
2028,2014,17401,0,0,0,0
2246,2015,17401,0,0,0,0
2204,2016,17401,0,0,0,0
2259,2017,17401,0,0,0,1
19046,2017,17403,0,0,0,0
14806,2014,17404,0,0,0,0
15027,2015,17404,0,0,0,0
14752,2016,17404,0,0,0,0
15066,2017,17404,0,0,1,1
15336,2013,17512,0,0,0,0
15805,2014,17512,1,0,1,1
15577,2015,17512,0,0,0,0
16036,2016,17512,0,0,0,0
16358,2017,17512,0,0,0,0
29944,2013,17522,1,0,1,1
30663,2014,17522,0,0,0,1
31752,2015,17522,1,0,1,1
32862,2016,17522,0,0,0,1
33847,2017,17522,0,0,0,1
30268,2014,17551,0,0,0,0
31415,2015,17551,0,0,1,1
32486,2016,17551,0,0,0,1
33002,2017,17551,0,0,0,0
31024,2014,17554,0,0,0,0
30976,2015,17554,0,0,0,0
31466,2016,17554,0,0,0,0
32047,2017,17554,0,0,0,0
31478,2014,17563,0,0,0,0
30703,2015,17563,0,0,0,0
33576,2017,17563,0,0,0,1
15221,2013,17602,0,0,0,0
15539,2014,17602,0,0,0,0
15858,2015,17602,0,0,0,0
16244,2016,17602,0,0,0,0
16840,2017,17602,0,0,0,0
17112,2013,17603,0,0,0,0
17531,2014,17603,0,0,1,1
17516,2015,17603,0,0,0,0
18107,2016,17603,0,0,0,0
11176,2013,17701,0,0,0,1
10883,2014,17701,0,0,0,0
9347,2015,17701,0,0,0,0
9490,2016,17701,0,0,0,1
14187,2013,17744,0,0,0,0
10658,2013,17745,0,0,0,0
8964,2014,17745,0,0,0,0
9269,2015,17745,0,0,0,1
9913,2016,17745,0,0,1,1
10701,2017,17745,0,0,0,1
3595,2014,17777,0,0,0,1
4197,2017,17777,0,0,0,0
9877,2013,17814,0,0,0,0
8820,2013,17842,0,0,0,0
10855,2017,17842,0,0,0,1
3031,2013,17847,0,0,1,1
3764,2014,17847,0,0,0,1
3719,2015,17847,0,0,1,1
4733,2016,17847,0,0,0,1
4456,2017,17847,0,0,0,0
8500,2013,17853,0,0,0,0
9893,2014,17853,0,0,0,1
9774,2016,17853,0,0,0,0
10230,2017,17853,0,0,0,0
8767,2013,17864,0,0,0,0
9995,2014,17864,0,0,1,1
10328,2015,17864,0,0,0,1
10119,2016,17864,0,0,0,1
10503,2017,17864,0,0,0,0
1677,2017,17901,0,0,0,0
1139,2014,17921,0,0,0,1
1354,2015,17921,0,0,0,1
1586,2016,17921,1,0,1,1
1512,2017,17921,0,0,0,0
515,2013,17931,0,0,0,1
812,2015,17931,0,0,0,1
1184,2016,17931,0,0,1,1
43,2013,17935,1,0,1,1
101,2014,17935,0,0,1,1
51,2015,17935,0,0,0,0
24,2016,17935,0,0,0,0
14,2017,17935,0,0,0,0
1074,2013,17965,0,0,0,0
940,2014,17965,0,0,0,0
743,2015,17965,0,0,0,0
1180,2016,17965,1,0,1,1
1766,2017,17965,0,0,1,1
7625,2016,17967,0,0,0,0
139,2013,17970,0,0,0,0
78,2014,17970,0,0,0,0
42,2015,17970,0,0,0,0
86,2016,17970,0,0,1,1
106,2017,17970,0,0,0,1
663,2013,17980,0,0,0,0
823,2014,17980,0,0,0,1
989,2015,17980,0,0,0,1
1730,2016,17980,0,0,1,1
1731,2017,17980,0,0,0,0
24953,2013,18013,1,0,1,1
26062,2014,18013,0,0,0,1
27747,2015,18013,0,0,0,1
28362,2016,18013,0,0,0,0
13296,2013,18015,0,0,0,0
13772,2014,18015,0,0,0,0
14378,2015,18015,0,0,0,0
15504,2016,18015,0,0,1,1
16946,2017,18015,1,0,1,1
16595,2013,18018,0,0,0,1
17327,2014,18018,0,0,0,1
18091,2015,18018,0,0,0,0
18353,2016,18018,0,0,0,0
18839,2017,18018,0,0,0,0
9218,2013,18042,0,0,1,1
9894,2014,18042,0,0,0,0
10624,2015,18042,0,0,0,0
11385,2016,18042,0,0,0,0
12395,2017,18042,0,0,0,0
27929,2014,18052,0,0,0,0
29042,2015,18052,0,0,0,1
29985,2016,18052,0,0,0,0
30956,2017,18052,0,0,0,0
36184,2016,18055,0,0,0,0
37194,2017,18055,0,0,0,0
25624,2014,18058,0,0,0,1
26447,2015,18058,0,0,0,0
27514,2016,18058,0,0,0,0
21983,2013,18071,0,0,0,0
22132,2014,18071,0,0,0,0
23007,2015,18071,0,0,0,0
22022,2016,18071,0,0,0,0
21270,2017,18071,0,0,0,0
23217,2013,18072,1,0,1,1
24337,2014,18072,1,0,1,1
25437,2015,18072,0,0,0,1
25806,2016,18072,0,0,0,0
26762,2017,18072,0,0,0,0
36728,2016,18076,0,0,0,0
37737,2017,18076,0,0,0,0
32296,2013,18091,0,0,0,0
33217,2014,18091,0,0,0,0
1427,2013,18102,1,0,1,1
1687,2014,18102,1,0,1,1
1850,2015,18102,0,0,0,0
1898,2016,18102,0,0,0,0
1940,2017,18102,0,0,0,0
18680,2013,18103,0,0,0,1
19587,2014,18103,0,0,1,1
20546,2015,18103,0,0,0,1
22255,2016,18103,0,0,0,1
23373,2017,18103,0,0,0,1
8458,2013,18109,0,0,0,1
8744,2014,18109,0,0,0,0
9128,2015,18109,0,0,0,0
10556,2016,18109,0,0,0,1
11343,2017,18109,0,0,0,0
2308,2013,18201,1,0,1,1
2545,2014,18201,0,0,0,0
4356,2015,18201,0,0,1,1
6120,2016,18201,0,0,1,1
7832,2017,18201,1,0,1,1
19450,2013,18210,0,0,0,1
21405,2014,18210,1,0,1,1
21063,2015,18210,0,0,0,0
21790,2016,18210,0,0,0,0
22342,2017,18210,0,0,0,0
69,2013,18218,0,0,0,0
103,2014,18218,0,0,1,1
107,2015,18218,0,0,0,1
108,2016,18218,0,0,0,0
102,2017,18218,0,0,0,0
564,2013,18224,0,0,0,0
404,2014,18224,0,0,0,0
295,2015,18224,0,0,0,0
460,2016,18224,0,0,1,1
1036,2017,18224,0,0,0,1
20833,2014,18229,0,0,0,0
21507,2015,18229,0,0,0,0
22559,2016,18229,0,0,0,1
21899,2017,18229,0,0,0,0
25528,2013,18235,0,0,0,0
25169,2014,18235,0,0,0,0
25425,2015,18235,0,0,0,0
24989,2016,18235,0,0,0,0
23923,2017,18235,0,0,0,0
803,2013,18237,0,0,1,1
1454,2014,18237,0,0,0,1
1411,2015,18237,0,0,0,0
1602,2016,18237,0,0,0,0
1191,2017,18237,0,0,0,0
11221,2013,18240,0,0,0,0
10236,2014,18240,0,0,0,0
11118,2015,18240,0,0,1,1
11745,2016,18240,0,0,0,0
