year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval
2013,93280,0,0,1
2013,89119,0,0,0
2013,93280,0,0,1
2013,63136,0,0,0
2013,55946,0,1,1
2013,55946,0,1,1
2013,97386,0,0,1
2013,29440,0,1,1
2013,45356,0,1,1
2013,96021,0,0,0
2013,72104,0,0,0
2013,93030,1,1,1
2013,78559,0,0,1
2013,95023,0,0,0
2013,40361,0,0,1
2013,95076,0,0,0
2013,45885,1,1,1
2013,45885,1,1,1
2013,27288,0,1,1
2013,93662,0,0,0
2013,74948,0,0,0
2013,37160,0,1,1
2013,93060,0,1,1
2013,32696,0,0,0
2013,45123,0,0,0
2013,98662,0,0,1
2013,38382,0,0,0
2013,13114,0,0,1
2013,95020,0,0,0
2013,85350,0,0,1
2013,38068,0,0,0
2013,70535,1,1,1
2013,94806,0,0,1
2013,70535,1,1,1
2013,70570,0,0,1
2013,27874,0,0,0
2013,50158,0,0,0
2013,30607,0,0,1
2013,32626,0,0,0
2013,43764,0,0,1
2013,70570,0,0,1
2013,27288,0,1,1
2013,29657,0,0,0
2013,19114,1,1,1
2013,37055,1,1,1
2013,46750,0,0,1
2013,15212,0,0,0
2013,98531,0,1,1
2013,28170,0,0,0
2013,15650,0,0,0
2013,33880,0,0,1
2013,45211,0,0,1
2013,85307,0,0,0
2013,13021,0,0,1
2013,43420,0,0,0
2013,48838,0,0,1
2013,29720,1,1,1
2013,38343,1,1,1
2013,50158,0,0,0
2013,73446,0,1,1
2013,52349,0,0,1
2013,95076,0,0,0
2013,33311,1,1,1
2013,19952,0,0,1
2013,79331,0,0,1
2013,49423,0,0,1
2013,32626,0,0,0
2013,45885,1,1,1
2013,19013,0,0,0
2013,27606,0,0,0
2013,54768,0,0,0
2013,48014,0,0,0
2013,27591,0,0,0
2013,43420,0,0,0
2013,27601,0,0,0
2013,32626,0,0,0
2013,70570,0,0,1
2013,62033,0,0,0
2013,60436,0,0,0
2013,85281,0,0,0
2013,98531,0,1,1
2013,72744,0,0,0
2013,21222,0,0,0
2013,27288,0,1,1
2013,50158,0,0,0
2013,48146,0,0,1
2013,29577,0,0,1
2013,77833,0,0,1
2013,48872,0,0,1
2013,29702,0,0,0
2013,80011,0,0,1
2013,46750,0,0,1
2013,72104,0,0,0
2013,48201,0,0,0
2013,27574,0,0,1
2013,72104,0,0,0
2013,78559,0,0,1
2013,72104,0,0,0
2013,49221,0,0,0
2013,49221,0,0,0
2013,50036,0,0,1
2013,11416,1,1,1
2013,73110,1,1,1
2013,55021,0,0,1
2013,29673,1,1,1
2013,10940,1,1,1
2013,20906,0,0,0
2013,55974,0,1,1
2013,98531,0,1,1
2013,78593,0,1,1
2013,24450,0,0,0
2013,93280,0,0,1
2013,29069,0,0,0
2013,27405,0,0,0
2013,28334,0,0,1
2013,98531,0,1,1
2013,43701,0,1,1
2013,95076,0,0,0
2013,33064,0,1,1
2013,40361,0,0,1
2013,50158,0,0,0
2013,36551,0,0,0
2013,40361,0,0,1
2013,30153,1,1,1
2013,24450,0,0,0
2013,45365,0,0,1
2013,32626,0,0,0
2013,33311,1,1,1
2013,17048,1,1,1
2013,93662,0,0,0
2013,45231,0,0,1
2013,13165,0,0,1
2013,34266,0,0,0
2013,13165,0,0,1
2013,38351,0,0,0
2013,72744,0,0,0
2013,43138,1,1,1
2013,28625,0,0,1
2013,47712,1,1,1
2013,95020,0,0,0
2013,20747,0,0,0
2013,18015,0,0,0
2013,78119,0,0,0
2013,27597,1,1,1
2013,62033,0,0,0
2013,95020,0,0,0
2013,35031,0,0,0
2013,19134,0,0,0
2013,17046,1,1,1
2013,12754,0,0,0
2013,77833,0,0,1
2013,97362,0,1,1
2013,47170,1,1,1
2013,77833,0,0,1
2013,48201,0,0,0
2013,97038,0,0,1
2013,81050,0,1,1
2013,47348,0,0,0
2013,83651,0,1,1
2013,65201,0,0,1
2013,44102,0,0,0
2013,27591,0,0,0
2013,77833,0,0,1
2013,93060,0,1,1
2013,93662,0,0,0
2013,70802,1,1,1
2013,27591,0,0,0
2013,98328,0,0,1
2013,27591,0,0,0
2013,36551,0,0,0
2013,16601,0,0,0
2013,59405,0,0,0
2013,45231,0,0,1
2013,47348,0,0,0
2013,39470,0,0,1
2013,32626,0,0,0
2013,60520,0,0,0
2013,60520,0,0,1
2013,49250,0,0,1
2013,54304,0,0,0
2013,29720,1,1,1
2013,45133,0,0,0
2013,97005,0,0,0
2013,60545,0,0,0
2013,27886,0,1,1
2013,78028,0,1,1
2013,60617,0,0,0
2013,93622,0,0,0
2013,49092,0,0,0
2013,45133,0,0,0
2013,45231,0,0,1
2013,30228,1,1,1
2013,44041,1,1,1
2013,84116,1,1,1
2013,60612,0,1,1
2013,14489,1,1,1
2013,60545,0,0,0
2013,29630,0,0,0
2013,37055,1,1,1
2013,29720,1,1,1
2013,38382,0,0,0
2013,49221,0,0,0
2013,17701,0,0,1
2013,45133,0,0,0
2013,78102,0,0,0
2013,56093,0,0,0
2013,62033,0,0,0
2013,45885,1,1,1
2013,29577,0,0,1
2013,79556,0,0,1
2013,15650,0,0,0
2013,21601,0,0,0
2013,17701,0,0,1
2013,47348,0,0,0
2013,28092,1,1,1
2013,36507,1,1,1
2013,44266,0,0,1
2013,34420,0,0,0
2013,29630,0,0,0
2013,46970,0,0,1
2013,95076,0,0,0
2013,70802,1,1,1
2013,45133,0,0,0
2013,53105,1,1,1
2013,44266,0,0,1
2013,82601,0,1,1
2013,32112,0,1,1
2013,53227,0,0,0
2013,62033,0,0,0
2013,30233,0,0,1
2013,21863,0,0,0
2013,82601,0,1,1
2013,82601,0,1,1
2013,93256,0,0,0
2013,22701,0,0,1
2013,55371,0,0,0
2013,12010,1,1,1
2013,12010,0,0,0
2013,43701,0,1,1
2013,95822,0,0,1
2013,93203,0,0,0
2013,27886,0,1,1
2013,27320,0,0,0
2013,62002,0,0,0
2013,60160,0,0,0
2013,23223,0,0,1
2013,95076,0,0,0
2013,45882,0,0,1
2013,45882,0,0,1
2013,30747,1,1,1
2013,46750,0,0,1
2013,93263,0,0,0
2013,23223,0,0,1
2013,98036,0,1,1
2013,95490,0,0,1
2013,78028,0,1,1
2013,28607,0,0,0
2013,95076,0,0,0
2013,23223,0,0,1
2013,95076,0,0,0
2013,46701,0,1,1
2013,45882,0,0,1
2013,55927,1,1,1
2013,15089,1,1,1
2013,45882,0,0,1
2013,22827,0,0,0
2013,24450,0,0,0
2013,95076,0,0,0
2013,93656,0,0,0
2013,95020,0,0,0
2013,12401,0,0,0
2013,95076,0,0,0
2013,23223,0,0,1
2013,28607,0,0,0
2013,43050,0,1,1
2013,45885,1,1,1
2013,48838,0,0,1
2013,44135,1,1,1
2013,48161,0,1,1
2013,92410,0,0,0
2013,37184,0,0,0
2013,23223,0,0,1
2013,45882,0,0,1
2013,30204,1,1,1
2013,45882,0,0,1
2013,95076,0,0,0
2013,46041,0,0,0
2013,36507,1,1,1
2013,55325,0,0,1
2013,37055,1,1,1
2013,45882,0,0,1
2013,48872,0,0,1
2013,12550,0,1,1
2013,93622,0,0,0
2013,24112,0,0,1
2013,37055,1,1,1
2013,72209,0,0,1
2013,98424,0,0,0
2013,70535,1,1,1
2013,30663,0,0,0
2013,78119,0,0,0
2013,34142,0,0,0
2013,38351,0,0,0
2013,95076,0,0,0
2013,95076,0,0,0
2013,98531,0,1,1
2013,29532,0,0,0
2013,95076,0,0,0
2013,78102,0,0,0
2013,95076,0,0,0
2013,46001,1,1,1
2013,14590,0,0,1
2013,36507,1,1,1
2013,24450,0,0,0
2013,95076,0,0,0
2013,84015,0,1,1
2013,49092,0,0,0
2013,32839,0,0,0
2013,19464,1,1,1
2013,93662,0,0,0
2013,13021,0,0,1
2013,27886,0,1,1
2013,29745,0,0,0
2013,95020,0,0,0
2013,29440,0,1,1
2013,29577,0,0,1
2013,47842,0,0,0
2013,19805,0,0,1
2013,84015,0,1,1
2013,19805,0,0,1
2013,55414,0,1,1
2013,34142,0,0,0
2013,55414,0,1,1
2013,85281,0,0,0
2013,36507,1,1,1
2013,29745,0,0,0
2013,95076,0,0,0
2013,29745,0,0,0
2013,84015,0,1,1
2013,28334,0,0,1
2013,33312,0,1,1
2013,47170,1,1,1
2013,14513,0,0,1
2013,36507,1,1,1
2013,97386,0,0,1
2013,12501,1,1,1
2013,53913,0,0,0
2013,43050,0,1,1
2013,45365,0,0,1
2013,73109,0,0,1
2013,72104,0,0,0
2013,47842,0,0,0
2013,28103,0,0,0
2013,95076,0,0,0
2013,43138,1,1,1
2013,35115,0,1,1
2013,77833,0,0,1
2013,30058,1,1,1
2013,60033,0,0,0
2013,32693,0,1,1
2013,95076,0,0,0
2013,33825,1,1,1
2013,98531,0,1,1
2013,15650,0,0,0
2013,50220,0,0,0
2013,14513,0,0,1
2013,89102,0,0,0
2013,78119,0,0,0
2013,80226,0,0,0
2013,46970,0,0,1
2013,49058,0,0,1
2013,61434,0,0,0
2013,95076,0,0,0
2013,15656,0,0,0
2013,97386,0,0,1
2013,28334,0,0,1
2013,55069,0,0,1
2013,69101,0,0,0
2013,17701,0,0,1
2013,37874,1,1,1
2013,50158,0,0,0
2013,15401,0,0,0
2013,80216,0,0,1
2013,45882,0,0,1
2013,18508,0,0,1
2013,29440,0,1,1
2013,37779,0,0,0
2013,81416,0,1,1
2013,15666,1,1,1
2013,78593,0,1,1
2013,93618,0,0,0
2013,43701,0,1,1
2013,44312,0,0,1
2013,29069,0,0,0
2013,38351,0,0,0
2013,27886,0,1,1
2013,28016,0,0,1
2013,77833,0,0,1
2013,89119,0,0,0
2013,37130,0,0,1
2013,29069,0,0,0
2013,61434,0,0,0
2013,27886,0,1,1
2013,23224,1,1,1
2013,28021,0,0,0
2013,36507,1,1,1
2013,27886,0,1,1
2013,29069,0,0,0
2013,36507,1,1,1
2013,30125,1,1,1
2013,48850,0,0,1
2013,46714,0,0,0
2013,80916,0,0,0
2013,72104,0,0,0
2013,50315,1,1,1
2013,53963,0,0,0
2013,53190,1,1,1
2013,46767,0,0,0
2013,36507,1,1,1
2013,70570,0,0,1
2013,98848,0,0,0
2013,15644,0,0,0
2013,74070,0,0,0
2013,37160,0,1,1
2013,29440,0,1,1
2013,60411,0,0,0
2013,36522,0,0,0
2013,31822,0,0,1
2013,36522,0,0,0
2013,77833,0,0,1
2013,77833,0,0,1
2013,33880,0,0,1
2013,44004,0,0,1
2013,61866,0,0,0
2013,33880,0,0,1
2013,33917,0,0,1
2013,78559,0,0,1
2013,61866,0,0,0
2013,94605,0,0,1
2013,37160,0,1,1
2013,49092,0,0,0
2013,28607,0,0,0
2013,27522,0,0,1
2013,11417,1,1,1
2013,53805,1,1,1
2013,15063,1,1,1
2013,32601,0,0,0
2013,89119,0,0,0
2013,93219,0,1,1
2013,21224,0,0,0
2013,21783,0,0,0
2013,31030,0,0,0
2013,31030,0,0,1
2013,98576,0,0,1
2013,29069,0,0,0
2013,53105,1,1,1
2013,98406,0,0,0
2013,45215,0,1,1
2013,76258,0,0,1
2013,12550,0,1,1
2013,61866,0,0,0
2013,21787,0,0,0
2013,43420,0,0,0
2013,14513,0,0,1
2013,44004,0,0,1
2013,28334,0,0,1
2013,65806,0,0,0
2013,45885,1,1,1
2013,13211,0,1,1
2013,31030,0,0,0
2013,31030,0,0,1
2013,30223,0,1,1
2013,30705,0,0,0
2013,78559,0,0,1
2013,38106,0,0,0
2013,69101,0,0,0
2013,93454,0,0,1
2013,45211,0,0,1
2013,49221,0,0,0
2013,70586,0,0,1
2013,78584,0,0,0
2013,27028,0,0,1
2013,78028,0,1,1
2013,32696,0,0,0
2013,43420,0,0,0
2013,29630,0,0,0
2013,97032,0,0,1
2013,98108,1,1,1
2013,27344,0,0,1
2013,28334,0,0,1
2013,78559,0,0,1
2013,48201,0,0,0
2013,33617,0,0,0
2013,45121,0,0,0
2013,33905,0,0,1
2013,73446,0,1,1
2013,22827,0,0,0
2013,32218,0,0,1
2013,43420,0,0,0
2013,75442,0,0,1
2013,95020,0,0,0
2013,95948,0,0,0
2013,32696,0,0,0
2013,32626,0,0,0
2013,27288,0,1,1
2013,30058,1,1,1
2013,93662,0,0,0
2013,30058,1,1,1
2013,46714,0,0,0
2013,30058,1,1,1
2013,30058,1,1,1
2013,32626,0,0,0
2013,76116,1,1,1
2013,21863,0,0,0
2013,29745,0,0,0
2013,27601,0,0,0
2013,46750,0,0,1
2013,19148,0,0,0
2013,95020,0,0,0
2013,50158,0,0,0
2013,76082,0,0,0
2013,19116,0,0,1
2013,55974,0,1,1
2013,70535,1,1,1
2013,29720,1,1,1
2013,30747,1,1,1
2013,48201,0,0,0
2013,47348,0,0,0
2013,27288,0,1,1
2013,92395,0,0,0
2013,85132,0,0,0
2013,18661,0,0,1
2013,37160,0,1,1
2013,48529,0,0,0
2013,29720,1,1,1
2013,46714,0,0,0
2013,29702,0,0,0
2013,73446,0,1,1
2013,78559,0,0,1
2013,29440,0,1,1
2013,30663,0,0,0
2013,49504,0,0,0
2013,32428,0,0,1
2013,36104,1,1,1
2013,89119,0,0,0
2013,27504,0,0,1
2013,55765,0,0,0
2013,19153,0,0,0
2013,33135,0,0,0
2013,53204,0,0,1
2013,12545,0,1,1
2013,18661,0,0,1
2013,33880,0,0,1
2013,95207,0,1,1
2013,33311,1,1,1
2013,93210,0,0,0
2013,78028,0,1,1
2013,93210,0,0,0
2013,74023,0,0,0
2013,77833,0,0,1
2013,50158,0,0,0
2013,45251,0,1,1
2013,94561,1,1,1
2013,55765,0,0,0
2013,82601,0,1,1
2013,43420,0,0,0
2013,30753,0,0,1
2013,83440,0,0,0
2013,48809,0,0,1
2013,27565,0,1,1
2013,37160,0,1,1
2013,47167,1,1,1
2013,44041,1,1,1
2013,32091,0,0,0
2013,74023,0,0,0
2013,34472,0,0,0
2013,28607,0,0,0
2013,43138,1,1,1
2013,14433,0,0,0
2013,40361,0,0,1
2013,72301,0,1,1
2013,29440,0,1,1
2013,78028,0,1,1
2013,93620,0,0,0
2013,28334,0,0,1
2013,36507,1,1,1
2013,48809,0,0,1
2013,27576,0,0,1
2013,62033,0,0,0
2013,43701,0,1,1
2013,78593,0,1,1
2013,45356,0,1,1
2013,30106,0,0,1
2013,38382,0,0,0
2013,43701,0,1,1
2013,12010,1,1,1
2013,12010,0,0,0
2013,33880,0,0,1
2013,93620,0,0,0
2013,78028,0,1,1
2013,19148,0,0,0
2013,60098,0,0,0
2013,95076,0,0,0
2013,44833,0,1,1
2013,53963,0,0,0
2013,34142,0,0,0
2013,44041,1,1,1
2013,44103,0,0,1
2013,37874,1,1,1
2013,62033,0,0,0
2013,33311,1,1,1
2013,16201,0,0,0
2013,95822,0,0,1
2013,45231,0,0,1
2013,45356,0,1,1
2013,98531,0,1,1
2013,27524,0,0,1
2013,28021,0,0,0
2013,37166,1,1,1
2013,40484,0,0,0
2013,78028,0,1,1
2013,39194,0,1,1
2013,37055,1,1,1
2013,45231,0,0,1
2013,33016,0,0,1
2013,54751,0,0,0
2013,11901,0,0,1
2013,15666,1,1,1
2013,50158,0,0,0
2013,45231,0,0,1
2013,17701,0,0,1
2013,95023,0,0,0
2013,36507,1,1,1
2013,37055,1,1,1
2013,33181,0,0,1
2013,56482,0,1,1
2013,33311,1,1,1
2013,43521,0,0,1
2013,93662,0,0,0
2013,48224,0,0,1
2013,89119,0,0,0
2013,95020,0,0,0
2013,30204,1,1,1
2013,89119,0,0,0
2013,53144,0,0,0
2013,45231,0,0,1
2013,81001,0,1,1
2013,36507,1,1,1
2013,29720,1,1,1
2013,45231,0,0,1
2013,43050,0,1,1
2013,94112,0,0,0
2013,27886,0,1,1
2013,11435,0,0,0
2013,37160,0,1,1
2013,40361,0,0,1
2013,94112,0,0,0
2013,97301,1,1,1
2013,31822,0,0,1
2013,45133,0,0,0
2013,32218,0,0,1
2013,71040,0,0,0
2013,15479,0,0,0
2013,37160,0,1,1
2013,15479,0,0,0
2013,30533,1,1,1
2013,33880,0,0,1
2013,71040,0,0,0
2013,28092,1,1,1
2013,56201,0,0,0
2013,45231,0,0,1
2013,19720,0,0,0
2013,72104,0,0,0
2013,73446,0,1,1
2013,95023,0,0,0
2013,18235,0,0,0
2013,54304,0,0,0
2013,60098,0,0,0
2013,93210,0,0,0
2013,30058,1,1,1
2013,95076,0,0,0
2013,93257,1,1,1
2013,46714,0,0,0
2013,43113,0,1,1
2013,31822,0,0,1
2013,81501,0,0,0
2013,27288,0,1,1
2013,46750,0,0,1
2013,53190,1,1,1
2013,39476,1,1,1
2013,53105,1,1,1
2013,30058,1,1,1
2013,95076,0,0,0
2013,93622,0,0,0
2013,30533,1,1,1
2013,20110,1,1,1
2013,95076,0,0,0
2013,45885,1,1,1
2013,77833,0,0,1
2013,29440,0,1,1
2013,63121,0,0,0
2013,55021,0,0,1
2013,15666,1,1,1
2013,30662,0,0,0
2013,44004,0,0,1
2013,22630,0,0,0
2013,54751,0,0,0
2013,72104,0,0,0
2013,85705,0,0,1
2013,72104,0,0,0
2013,33637,0,0,0
2013,95076,0,0,0
2013,19061,0,0,0
2013,23430,0,0,0
2013,72104,0,0,0
2013,85281,0,0,0
2013,97038,0,0,1
2013,46701,0,1,1
2013,49058,0,0,1
2013,30721,0,0,0
2013,30228,1,1,1
2013,18428,0,0,0
2013,83440,0,0,0
2013,80229,0,0,1
2013,29440,0,1,1
2013,53805,1,1,1
2013,12545,0,1,1
2013,97402,0,1,1
2013,29440,0,1,1
2013,43701,0,1,1
2013,37055,1,1,1
2013,55117,0,0,1
2013,61104,0,0,0
2013,85364,0,1,1
2013,37055,1,1,1
2013,32601,0,0,0
2013,93662,0,0,0
2013,27886,0,1,1
2013,45365,0,0,1
2013,13069,0,0,0
2013,48174,0,0,1
2013,97402,0,1,1
2013,53566,0,0,1
2013,28146,0,0,0
2013,53805,1,1,1
2013,93280,0,0,1
2013,21601,0,0,0
2013,43050,0,1,1
2013,72104,0,0,0
2013,92530,0,0,1
2013,43050,0,1,1
2013,23219,0,0,1
2013,68025,1,1,1
2013,24590,1,1,1
2013,24590,1,1,1
2013,45356,0,1,1
2013,27591,0,0,0
2013,15401,0,0,0
2013,30058,1,1,1
2013,94589,0,0,1
2013,72104,0,0,0
2013,30204,1,1,1
2013,63020,0,0,0
2013,33311,1,1,1
2013,29069,0,0,0
2013,80011,0,0,1
2013,44135,1,1,1
2013,19977,0,0,0
2013,95020,0,0,0
2013,55946,0,1,1
2013,84015,0,1,1
2013,77833,0,0,1
2013,55009,0,0,0
2013,28227,0,0,0
2013,61726,0,0,1
2013,93930,0,0,0
2013,28208,0,0,1
2013,48838,0,0,1
2013,93610,0,0,0
2013,62033,0,0,0
2013,56057,1,1,1
2013,48198,0,0,0
2013,89119,0,0,0
2013,30046,0,0,0
2013,78593,0,1,1
2013,28403,0,0,1
2013,43420,0,0,0
2013,62033,0,0,0
2013,43420,0,0,0
2013,48066,0,0,0
2013,95020,0,0,0
2013,42718,0,0,0
2013,93930,0,0,0
2013,40361,0,0,1
2013,46750,0,0,1
2013,15401,0,0,0
2013,43420,0,0,0
2013,12090,0,0,1
2013,32696,0,0,0
2013,12401,0,0,0
2013,84015,0,1,1
2013,49221,0,0,0
2013,22960,0,0,1
2013,57078,0,0,1
2013,44135,1,1,1
2013,55021,0,0,1
2013,48014,0,0,0
2013,46767,0,0,0
2013,45882,0,0,1
2013,15034,0,0,1
2013,30601,0,0,1
2013,43420,0,0,0
2013,73119,0,0,0
2013,19153,0,0,0
2013,27320,0,0,0
2013,53190,1,1,1
2013,98584,0,0,0
2013,78028,0,1,1
2013,38462,0,0,0
2013,30281,0,0,0
2013,28016,0,0,1
2013,28146,0,0,0
2013,40219,0,0,0
2013,63136,0,0,0
2013,20906,0,0,0
2013,53210,0,0,1
2013,84015,0,1,1
2013,31030,0,0,0
2013,31030,0,0,1
2013,29577,0,0,1
2013,60545,0,0,0
2013,21851,0,0,1
2013,97754,0,0,1
2013,63136,0,0,0
2013,95076,0,0,0
2013,27504,0,0,1
2013,79331,0,0,1
2013,57078,0,0,1
2013,74948,0,0,0
2013,27886,0,1,1
2013,13903,0,0,1
2013,33612,0,0,0
2013,33709,0,0,0
2013,70570,0,0,1
2013,60098,0,0,0
2013,40361,0,0,1
2013,27521,1,1,1
2013,29033,0,1,1
2013,72104,0,0,0
2013,80030,0,0,1
2013,49092,0,0,0
2013,75442,0,0,1
2013,60164,0,0,0
2013,46767,0,0,0
2013,63136,0,0,0
2013,37160,0,1,1
2013,75442,0,0,1
2013,19153,0,0,0
2013,28054,0,0,0
2013,17013,0,0,1
2013,95020,0,0,0
2013,98531,0,1,1
2013,43420,0,0,0
2013,28092,1,1,1
2013,38382,0,0,0
2013,93280,0,0,1
2013,60033,0,0,0
2013,60453,0,0,0
2013,89119,0,0,0
2013,98402,0,0,0
2013,29720,1,1,1
2013,70586,0,0,1
2013,21727,0,0,0
2013,77833,0,0,1
2013,47170,1,1,1
2013,94112,0,0,0
2013,11901,0,0,1
2013,29720,1,1,1
2013,48185,0,0,1
2013,83440,0,0,0
2013,77833,0,0,1
2013,37863,0,0,0
2013,60123,0,0,1
2013,47978,0,0,0
2013,19114,1,1,1
2013,84015,0,1,1
2013,93656,0,0,0
2013,19952,0,0,1
2013,48809,0,0,1
2013,53566,0,0,1
2013,33607,0,0,0
2013,45356,0,1,1
2013,45231,0,0,1
2013,53963,0,0,0
2013,30663,0,0,0
2013,78559,0,0,1
2013,43420,0,0,0
2013,46750,0,0,1
2013,95965,0,0,0
2013,95023,0,0,0
2013,65802,1,1,1
2013,27320,0,0,0
2013,19464,1,1,1
2013,60098,0,0,0
2013,22701,0,0,1
2013,45885,1,1,1
2013,11901,0,0,1
2013,13165,0,0,1
2013,70535,1,1,1
2013,45356,0,1,1
2013,95023,0,0,0
2013,71040,0,0,0
2013,44266,0,0,1
2013,98241,0,1,1
2013,95023,0,0,0
2013,43701,0,1,1
2013,18706,0,0,1
2013,27886,0,1,1
2013,34142,0,0,0
2013,27028,0,0,1
2013,37110,0,0,0
2013,11901,0,0,1
2013,75051,1,1,1
2013,19114,1,1,1
2013,34234,0,0,0
2013,98241,0,1,1
2013,55381,0,0,0
2013,72206,0,0,1
2013,43420,0,0,0
2013,47452,0,0,0
2013,33619,0,0,0
2013,83440,0,0,0
2013,44266,0,0,1
2013,93060,0,1,1
2013,29745,0,0,0
2013,20743,0,0,0
2013,28174,0,0,0
2013,53105,1,1,1
2013,37874,1,1,1
2013,29720,1,1,1
2013,12754,0,0,0
2013,27591,0,0,0
2013,48458,0,0,0
2013,22701,0,0,1
2013,21601,0,0,0
2013,45882,0,0,1
2013,13642,0,0,0
2013,55040,0,0,1
2013,23502,0,0,1
2013,49274,0,0,0
2013,44312,0,0,1
2013,30663,0,0,0
2013,50311,0,0,1
2013,30125,1,1,1
2013,97005,0,0,0
2013,54722,0,0,0
2013,49221,0,0,0
2013,40361,0,0,1
2013,49224,0,0,1
2013,43113,0,1,1
2013,43420,0,0,0
2013,45121,0,0,0
2013,53212,0,0,1
2013,93930,0,0,0
2013,43420,0,0,0
2013,93622,0,0,0
2013,13021,0,0,1
2013,46714,0,0,0
2013,12754,0,0,0
2013,72206,0,0,1
2013,45133,0,0,0
2013,47842,0,0,0
2013,27504,0,0,1
2013,36560,0,0,0
2013,27886,0,1,1
2013,24151,0,0,0
2013,33880,0,0,1
2013,23223,0,0,1
2013,23224,1,1,1
2013,37160,0,1,1
2013,34472,0,0,0
2013,93662,0,0,0
2013,95076,0,0,0
2013,27320,0,0,0
2013,43420,0,0,0
2013,37874,1,1,1
2013,34472,0,0,0
2013,53190,1,1,1
2013,37874,1,1,1
2013,85643,0,0,1
2013,95076,0,0,0
2013,43420,0,0,0
2013,37160,0,1,1
2013,14527,0,0,0
2013,60545,0,0,0
2013,48507,0,0,0
2013,95076,0,0,0
2013,97386,0,0,1
2013,55021,0,0,1
2013,93702,0,0,0
2013,60545,0,0,0
2013,97030,0,0,0
2013,98531,0,1,1
2013,56058,0,0,1
2013,66044,0,1,1
2013,95076,0,0,0
2013,36507,1,1,1
2013,95076,0,0,0
2013,14522,0,0,1
2013,95076,0,0,0
2013,71110,0,0,0
2013,53061,0,0,1
2013,93662,0,0,0
2013,43420,0,0,0
2013,32091,0,0,0
2013,93662,0,0,0
2013,43420,0,0,0
2013,36507,1,1,1
2013,57078,0,0,1
2013,43701,0,1,1
2013,46001,1,1,1
2013,17046,1,1,1
2013,53913,0,0,0
2013,28092,1,1,1
2013,30228,1,1,1
2013,72032,0,0,0
2013,95823,1,1,1
2013,45882,0,0,1
2013,29440,0,1,1
2013,46001,1,1,1
2013,37840,0,0,1
2013,78119,0,0,0
2013,43420,0,0,0
2013,61866,0,0,0
2013,48911,0,0,1
2013,60545,0,0,0
2013,50158,0,0,0
2013,47303,0,0,0
2013,23223,0,0,1
2013,28217,1,1,1
2013,74023,0,0,0
2013,32091,0,0,0
2013,23223,0,0,1
2013,11385,0,0,1
2013,60545,0,0,0
2013,46962,0,0,0
2013,31419,0,0,0
2013,74959,1,1,1
2013,24151,0,0,0
2013,28146,0,0,0
2013,44833,0,1,1
2013,46368,0,0,0
2013,18661,0,0,1
2013,70570,0,0,1
2013,95076,0,0,0
2013,17046,1,1,1
2013,33309,0,0,1
2013,27591,0,0,0
2013,60637,0,0,0
2013,32809,0,0,0
2013,60098,0,0,0
2013,55927,1,1,1
2013,49504,0,0,0
2013,95023,0,0,0
2013,55765,0,0,0
2013,35115,0,1,1
2013,93060,0,1,1
2013,46970,0,0,1
2013,75240,0,0,0
2013,82001,0,0,0
2013,33179,0,0,0
2013,28208,0,0,1
2013,93060,0,1,1
2013,40361,0,0,1
2013,12754,0,0,0
2013,27834,0,0,1
2013,35212,0,0,0
2013,24450,0,0,0
2013,33952,0,0,0
2013,93060,0,1,1
2013,81416,0,1,1
2013,30663,0,0,0
2013,55765,0,0,0
2013,50158,0,0,0
2013,46714,0,0,0
2013,38343,1,1,1
2013,63136,0,0,0
2013,46701,0,1,1
2013,36551,0,0,0
2013,30263,1,1,1
2013,45885,1,1,1
2013,63121,0,0,0
2013,27288,0,1,1
2013,38068,0,0,0
2013,60545,0,0,0
2013,28092,1,1,1
2013,45121,0,0,0
2013,38068,0,0,0
2013,95076,0,0,0
2013,36507,1,1,1
2013,19464,1,1,1
2013,81416,0,1,1
2013,36507,1,1,1
2013,61866,0,0,0
2013,29440,0,1,1
2013,93930,0,0,0
2013,45885,1,1,1
2013,61866,0,0,0
2013,29745,0,0,0
2013,70535,1,1,1
2013,29745,0,0,0
2013,78102,0,0,0
2013,43420,0,0,0
2013,37055,1,1,1
2013,56093,0,0,0
2013,95023,0,0,0
2013,43420,0,0,0
2013,22657,0,0,0
2013,93930,0,0,0
2013,95020,0,0,0
2013,98531,0,1,1
2013,85350,0,0,1
2013,38382,0,0,0
2013,93280,0,0,1
2013,97386,0,0,1
2013,95020,0,0,0
2013,93930,0,0,0
2013,93060,0,1,1
2013,53190,1,1,1
2013,97386,0,0,1
2013,93247,0,0,1
2013,33311,1,1,1
2013,43764,0,0,1
2013,62069,0,0,0
2013,78119,0,0,0
2013,38382,0,0,0
2013,93060,0,1,1
2013,30016,0,0,0
2013,37190,0,0,0
2013,73446,0,1,1
2013,37110,0,0,0
2013,93280,0,0,1
2013,46702,0,0,0
2013,93662,0,0,0
2013,95020,0,0,0
2013,72104,0,0,0
2013,43420,0,0,0
2013,38068,0,0,0
2013,38343,1,1,1
2013,93060,0,1,1
2013,38382,0,0,0
2013,50158,0,0,0
2013,83440,0,0,0
2013,85132,0,0,0
2013,93060,0,1,1
2013,38635,0,0,0
2013,60150,0,0,0
2013,43050,0,1,1
2013,95023,0,0,0
2013,95023,0,0,0
2013,83440,0,0,0
