FPR,TPR
0.007284953768562623,0.012987012987012988
0.015130288596245448,0.022263450834879406
0.023816195012608572,0.029684601113172542
0.033342673017652,0.03710575139146568
0.040907817315774725,0.05009276437847866
0.04875315214345755,0.06307977736549165
0.05743905855982068,0.07792207792207792
0.066685346035304,0.08905380333951762
0.07593163351078734,0.10575139146567718
0.08797982628187168,0.12059369202226346
0.0963855421686747,0.13358070500927643
0.10423087699635752,0.14100185528756956
0.11627906976744186,0.15398886827458255
0.12384421406556459,0.16326530612244897
0.1316895488932474,0.17810760667903525
0.14149621742785093,0.19851576994434136
0.14906136172597367,0.21335807050092764
0.1571868870832166,0.22077922077922077
0.1661529840291398,0.22634508348794063
0.17567946203418325,0.23376623376623376
0.1871672737461474,0.24489795918367346
0.1964135612216307,0.2560296846011132
0.20734099187447463,0.2653061224489796
0.21686746987951808,0.2820037105751391
0.24180442701036706,0.313543599257885
0.24684785654244887,0.3246753246753247
0.0,0.0
0.2572149061361726,0.32838589981447125
0.2653404314934155,0.34137291280148424
0.27991033903054074,0.36178107606679033
0.2911179602129448,0.3692022263450835
0.29952367609974784,0.37662337662337664
0.31101148781171195,0.3877551020408163
0.3210983468758756,0.39888682745825604
0.3303446343513589,0.4137291280148423
0.3393107312972822,0.4155844155844156
0.34799663771364525,0.4267161410018553
0.3569627346595685,0.43413729128014844
0.3653684505463715,0.4397031539888683
0.380498739142617,0.45640074211502785
0.38862426449985993,0.4619666048237477
0.397310170916223,0.46567717996289426
0.4135612216307089,0.48237476808905383
0.4211263659288316,0.49165120593692024
0.42981227234519476,0.49536178107606677
0.4373774166433175,0.5046382189239332
0.4894928551414962,0.5584415584415584
0.49761838049873913,0.5640074211502782
0.5046231437377416,0.5769944341372912
0.5116279069767442,0.5899814471243042
0.5191930512748669,0.5992578849721707
0.5270383861025497,0.608534322820037
0.5332025777528719,0.614100185528757
0.541608293639675,0.6178107606679035
0.5483328663491174,0.6326530612244898
0.55561782011768,0.6456400742115028
0.5629027738862427,0.6567717996289425
0.5707481087139255,0.6660482374768089
0.5788736340711684,0.6716141001855288
0.5867189688988512,0.6790352504638218
0.5948444942560941,0.6846011131725418
0.602689829083777,0.6920222634508348
0.6102549733818997,0.7012987012987013
0.6186606892687028,0.7050092764378478
0.6267862146259456,0.7105751391465677
0.6351919305127487,0.7142857142857143
0.6430372653404315,0.7217068645640075
0.6514429812272345,0.725417439703154
0.6595685065844774,0.7309833024118738
0.6671336508826001,0.7402597402597403
0.6760997478285234,0.7421150278293135
0.6839450826562062,0.7495361781076066
0.6912300364247689,0.7606679035250464
0.6985149901933315,0.7736549165120594
0.7060801344914542,0.7829313543599258
0.713925469319137,0.7922077922077922
0.7217708041468198,0.7996289424860853
0.7259736620902214,0.8033395176252319
0.7338189969179042,0.8107606679035251
0.7419445222751471,0.8163265306122449
0.75007004763239,0.8256029684601113
0.7595965256374334,0.8256029684601113
0.7674418604651163,0.8330241187384044
0.7766881479405996,0.8367346938775511
0.7853740543569627,0.8404452690166976
0.7937797702437658,0.8515769944341373
0.802745867189689,0.8552875695732839
0.8119921546651723,0.8608534322820037
0.8206780610815354,0.8701298701298701
0.8296441580274587,0.87569573283859
0.8380498739142617,0.8942486085343229
0.8506584477444662,0.9035250463821892
0.8604651162790697,0.9128014842300557
0.8697114037545531,0.9202226345083488
0.8792378817595965,0.9294990723562152
0.891566265060241,0.935064935064935
0.9114597926590081,0.9424860853432282
0.927710843373494,0.948051948051948
0.9560100868590642,0.9758812615955473
0.9641356122163071,0.9814471243042672
0.9725413281031101,0.9851576994434137
0.9806668534603531,0.9925788497217068
0.9955169515270383,1.0
1.0,1.0
1.0,1.0
