,Unnamed: 0,year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_no_longer_eligible,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval,key
3057,2930,2017,16601,0,0,0,0,2017_16601
3058,3389,2013,16602,0,0,0,1,2013_16602
3059,4115,2014,16602,0,0,0,1,2014_16602
3060,4668,2015,16602,0,0,0,1,2015_16602
3061,4229,2016,16602,0,0,0,0,2016_16602
3062,4591,2017,16602,0,0,0,1,2017_16602
3063,505,2013,16666,0,0,0,0,2013_16666
3064,549,2014,16666,0,0,1,1,2014_16666
3065,699,2015,16666,0,0,0,1,2015_16666
3066,877,2016,16666,1,0,1,1,2016_16666
3067,1540,2017,16666,1,0,1,1,2017_16666
3068,9600,2016,16822,0,0,0,1,2016_16822
3069,10875,2017,16822,0,0,0,1,2017_16822
3070,19305,2015,16841,0,0,0,0,2015_16841
3071,19126,2016,16841,0,0,0,0,2016_16841
3072,31036,2014,16875,0,0,0,0,2014_16875
3073,28293,2015,16875,0,0,0,0,2015_16875
3074,30781,2017,16875,0,0,0,1,2017_16875
3075,24231,2013,17013,0,0,0,1,2013_17013
3076,24985,2014,17013,1,0,1,1,2014_17013
3077,25216,2015,17013,0,0,0,0,2015_17013
3078,25583,2016,17013,0,0,0,0,2016_17013
3079,27234,2017,17013,0,0,1,1,2017_17013
3080,4185,2013,17017,0,0,0,0,2013_17017
3081,16629,2013,17023,0,0,0,0,2013_17023
3082,17355,2014,17023,0,0,0,1,2014_17023
3083,18116,2015,17023,0,0,0,1,2015_17023
3084,17754,2016,17023,0,0,0,0,2016_17023
3085,17491,2017,17023,0,0,0,0,2017_17023
3086,23044,2013,17032,0,0,0,0,2013_17032
3087,23603,2014,17032,0,0,1,1,2014_17032
3088,24973,2015,17032,0,0,0,1,2015_17032
3089,28804,2017,17032,0,0,0,0,2017_17032
3090,7395,2013,17034,0,0,0,1,2013_17034
3091,6835,2014,17034,0,0,0,0,2014_17034
3092,7161,2015,17034,0,0,0,1,2015_17034
3093,7990,2016,17034,0,0,0,1,2016_17034
3094,8703,2017,17034,0,0,1,1,2017_17034
3095,19389,2013,17043,0,0,0,0,2013_17043
3096,19856,2014,17043,0,0,0,0,2014_17043
3097,9705,2015,17045,0,0,0,0,2015_17045
3098,10470,2016,17045,0,0,0,1,2016_17045
3099,10688,2017,17045,0,0,0,0,2017_17045
3100,15999,2013,17046,1,0,1,1,2013_17046
3101,16469,2014,17046,0,0,1,1,2014_17046
3102,16493,2015,17046,0,0,0,0,2015_17046
3103,17519,2016,17046,1,0,1,1,2016_17046
3104,18598,2017,17046,0,0,1,1,2017_17046
3105,19717,2013,17047,0,0,0,1,2013_17047
3106,19232,2014,17047,0,0,0,0,2014_17047
3107,18147,2015,17047,0,0,0,0,2015_17047
3108,17810,2016,17047,0,0,0,0,2016_17047
3109,18244,2017,17047,0,0,0,0,2017_17047
3110,3156,2013,17048,1,0,1,1,2013_17048
3111,3684,2014,17048,0,0,0,1,2014_17048
3112,3925,2015,17048,0,0,0,1,2015_17048
3113,3721,2016,17048,0,0,0,0,2016_17048
3114,3830,2017,17048,0,0,0,0,2017_17048
3115,19449,2013,17057,0,0,0,0,2013_17057
3116,20126,2014,17057,0,0,0,1,2014_17057
3117,20340,2015,17057,0,0,0,0,2015_17057
3118,20739,2016,17057,0,0,0,0,2016_17057
3119,21148,2017,17057,0,0,0,0,2017_17057
3120,14786,2013,17061,0,0,0,1,2013_17061
3121,15936,2014,17061,1,0,1,1,2014_17061
3122,16614,2015,17061,0,0,0,1,2015_17061
3123,16148,2016,17061,0,0,0,0,2016_17061
3124,15456,2017,17061,0,0,0,0,2017_17061
3125,16384,2014,17062,0,0,0,1,2014_17062
3126,15610,2016,17062,0,0,0,0,2016_17062
3127,16179,2017,17062,0,0,0,0,2017_17062
3128,22580,2013,17065,0,0,0,0,2013_17065
3129,22847,2014,17065,0,0,0,0,2014_17065
3130,23061,2015,17065,0,0,0,0,2015_17065
3131,24023,2016,17065,0,0,0,1,2016_17065
3132,25720,2017,17065,1,0,1,1,2017_17065
3133,14158,2013,17074,0,0,0,0,2013_17074
3134,14125,2014,17074,0,0,0,0,2014_17074
3135,15157,2015,17074,0,0,1,1,2015_17074
3136,14991,2016,17074,0,0,0,0,2016_17074
3137,15676,2017,17074,1,0,1,1,2017_17074
3138,2097,2015,17086,0,0,0,1,2015_17086
3139,2610,2016,17086,0,0,1,1,2016_17086
3140,2181,2013,17098,0,0,0,1,2013_17098
3141,2944,2014,17098,0,0,0,1,2014_17098
3142,2819,2015,17098,0,0,0,0,2015_17098
3143,2494,2016,17098,0,0,0,0,2016_17098
3144,2788,2017,17098,0,0,0,1,2017_17098
3145,2347,2013,17103,0,0,0,0,2013_17103
3146,2366,2014,17103,0,0,0,0,2014_17103
3147,2546,2015,17103,0,0,0,1,2015_17103
3148,2956,2016,17103,0,0,1,1,2016_17103
3149,3029,2017,17103,0,0,0,0,2017_17103
3150,1473,2013,17104,1,0,1,1,2013_17104
3151,1771,2014,17104,0,0,0,1,2014_17104
3152,2074,2015,17104,1,0,1,1,2015_17104
3153,3351,2016,17104,0,0,0,1,2016_17104
3154,3101,2017,17104,0,0,0,0,2017_17104
3155,20733,2013,17109,0,0,0,1,2013_17109
3156,22137,2015,17109,0,0,0,1,2015_17109
3157,22879,2016,17109,0,0,0,0,2016_17109
3158,22836,2017,17109,0,0,0,0,2017_17109
3159,7765,2013,17113,0,0,0,0,2013_17113
3160,8200,2014,17113,1,0,1,1,2014_17113
3161,8640,2015,17113,0,0,0,1,2015_17113
3162,8958,2016,17113,0,0,0,0,2016_17113
3163,9412,2017,17113,0,0,0,1,2017_17113
3164,6269,2017,17237,0,0,0,1,2017_17237
3165,24290,2013,17241,0,0,0,1,2013_17241
3166,24576,2014,17241,0,0,0,0,2014_17241
3167,25493,2015,17241,1,0,1,1,2015_17241
3168,26269,2016,17241,0,0,0,0,2016_17241
3169,27320,2017,17241,0,0,0,1,2017_17241
3170,7651,2013,17244,0,0,0,0,2013_17244
3171,8201,2014,17244,0,0,0,0,2014_17244
3172,6778,2014,17252,0,0,0,0,2014_17252
3173,6978,2015,17252,0,0,0,0,2015_17252
3174,7088,2017,17252,0,0,0,0,2017_17252
3175,15384,2013,17257,1,0,1,1,2013_17257
3176,16225,2014,17257,0,0,0,1,2014_17257
3177,17101,2015,17257,0,0,0,1,2015_17257
3178,18199,2016,17257,1,0,1,1,2016_17257
3179,18410,2017,17257,0,0,0,1,2017_17257
3180,8216,2014,17268,0,0,0,0,2014_17268
3181,9579,2016,17268,0,0,0,1,2016_17268
3182,24532,2013,17309,0,0,0,0,2013_17309
3183,25554,2014,17309,0,0,0,0,2014_17309
3184,27785,2015,17309,1,0,1,1,2015_17309
3185,22483,2013,17313,0,0,0,0,2013_17313
3186,26116,2015,17313,0,0,0,1,2015_17313
3187,26229,2016,17313,0,0,0,0,2016_17313
3188,25956,2017,17313,0,0,0,0,2017_17313
3189,26728,2014,17314,0,0,0,1,2014_17314
3190,28848,2015,17314,0,0,0,1,2015_17314
3191,30469,2016,17314,0,0,1,1,2016_17314
3192,23957,2013,17315,0,0,0,0,2013_17315
3193,24768,2014,17315,0,0,0,0,2014_17315
3194,29604,2014,17331,0,0,0,1,2014_17331
3195,29560,2016,17331,0,0,0,0,2016_17331
3196,29710,2017,17331,0,0,0,0,2017_17331
3197,17889,2013,17344,0,0,0,0,2013_17344
3198,19326,2014,17344,0,0,0,1,2014_17344
3199,19983,2015,17344,0,0,1,1,2015_17344
3200,20911,2016,17344,0,0,1,1,2016_17344
3201,20251,2017,17344,0,0,0,0,2017_17344
3202,17842,2013,17345,0,0,0,1,2013_17345
3203,18807,2014,17345,0,0,1,1,2014_17345
3204,19524,2015,17345,0,0,0,0,2015_17345
3205,19411,2016,17345,0,0,0,0,2016_17345
3206,19009,2017,17345,0,0,0,0,2017_17345
3207,24666,2013,17350,0,0,0,1,2013_17350
3208,24886,2014,17350,0,0,0,0,2014_17350
3209,24961,2015,17350,1,0,1,1,2015_17350
3210,25036,2016,17350,0,0,0,1,2016_17350
3211,27106,2017,17350,0,0,0,1,2017_17350
3212,24419,2013,17356,0,0,0,0,2013_17356
3213,25324,2014,17356,0,0,0,0,2014_17356
3214,26941,2015,17356,0,0,1,1,2015_17356
3215,27819,2016,17356,0,0,1,1,2016_17356
3216,22358,2013,17366,0,0,0,0,2013_17366
3217,23664,2014,17366,0,0,0,1,2014_17366
3218,25762,2015,17366,0,0,0,1,2015_17366
3219,27042,2016,17366,0,0,0,1,2016_17366
3220,27295,2017,17366,1,0,1,1,2017_17366
3221,19474,2013,17368,0,0,0,1,2013_17368
3222,20174,2014,17368,0,0,0,0,2014_17368
3223,20358,2015,17368,0,0,0,0,2015_17368
3224,20342,2016,17368,0,0,0,0,2016_17368
3225,20396,2017,17368,0,0,0,0,2017_17368
3226,25272,2013,17372,0,0,0,0,2013_17372
3227,2018,2013,17401,0,0,0,0,2013_17401
3228,2028,2014,17401,0,0,0,0,2014_17401
3229,2246,2015,17401,0,0,0,0,2015_17401
3230,2204,2016,17401,0,0,0,0,2016_17401
3231,2259,2017,17401,0,0,0,1,2017_17401
3232,19046,2017,17403,0,0,0,0,2017_17403
3233,14806,2014,17404,0,0,0,0,2014_17404
3234,15027,2015,17404,0,0,0,0,2015_17404
3235,14752,2016,17404,0,0,0,0,2016_17404
3236,15066,2017,17404,0,0,1,1,2017_17404
3237,15336,2013,17512,0,0,0,0,2013_17512
3238,15805,2014,17512,1,0,1,1,2014_17512
3239,15577,2015,17512,0,0,0,0,2015_17512
3240,16036,2016,17512,0,0,0,0,2016_17512
3241,16358,2017,17512,0,0,0,0,2017_17512
3242,29944,2013,17522,1,0,1,1,2013_17522
3243,30663,2014,17522,0,0,0,1,2014_17522
3244,31752,2015,17522,1,0,1,1,2015_17522
3245,32862,2016,17522,0,0,0,1,2016_17522
3246,33847,2017,17522,0,0,0,1,2017_17522
3247,30268,2014,17551,0,0,0,0,2014_17551
3248,31415,2015,17551,0,0,1,1,2015_17551
3249,32486,2016,17551,0,0,0,1,2016_17551
3250,33002,2017,17551,0,0,0,0,2017_17551
3251,31024,2014,17554,0,0,0,0,2014_17554
3252,30976,2015,17554,0,0,0,0,2015_17554
3253,31466,2016,17554,0,0,0,0,2016_17554
3254,32047,2017,17554,0,0,0,0,2017_17554
3255,31478,2014,17563,0,0,0,0,2014_17563
3256,30703,2015,17563,0,0,0,0,2015_17563
3257,33576,2017,17563,0,0,0,1,2017_17563
3258,15221,2013,17602,0,0,0,0,2013_17602
3259,15539,2014,17602,0,0,0,0,2014_17602
3260,15858,2015,17602,0,0,0,0,2015_17602
3261,16244,2016,17602,0,0,0,0,2016_17602
3262,16840,2017,17602,0,0,0,0,2017_17602
3263,17112,2013,17603,0,0,0,0,2013_17603
3264,17531,2014,17603,0,0,1,1,2014_17603
3265,17516,2015,17603,0,0,0,0,2015_17603
3266,18107,2016,17603,0,0,0,0,2016_17603
3267,11176,2013,17701,0,0,0,1,2013_17701
3268,10883,2014,17701,0,0,0,0,2014_17701
3269,9347,2015,17701,0,0,0,0,2015_17701
3270,9490,2016,17701,0,0,0,1,2016_17701
3271,14187,2013,17744,0,0,0,0,2013_17744
3272,10658,2013,17745,0,0,0,0,2013_17745
3273,8964,2014,17745,0,0,0,0,2014_17745
3274,9269,2015,17745,0,0,0,1,2015_17745
3275,9913,2016,17745,0,0,1,1,2016_17745
3276,10701,2017,17745,0,0,0,1,2017_17745
3277,3595,2014,17777,0,0,0,1,2014_17777
3278,4197,2017,17777,0,0,0,0,2017_17777
3279,9877,2013,17814,0,0,0,0,2013_17814
3280,8820,2013,17842,0,0,0,0,2013_17842
3281,10855,2017,17842,0,0,0,1,2017_17842
3282,3031,2013,17847,0,0,1,1,2013_17847
3283,3764,2014,17847,0,0,0,1,2014_17847
3284,3719,2015,17847,0,0,1,1,2015_17847
3285,4733,2016,17847,0,0,0,1,2016_17847
3286,4456,2017,17847,0,0,0,0,2017_17847
3287,8500,2013,17853,0,0,0,0,2013_17853
3288,9893,2014,17853,0,0,0,1,2014_17853
3289,9774,2016,17853,0,0,0,0,2016_17853
3290,10230,2017,17853,0,0,0,0,2017_17853
3291,8767,2013,17864,0,0,0,0,2013_17864
3292,9995,2014,17864,0,0,1,1,2014_17864
3293,10328,2015,17864,0,0,0,1,2015_17864
3294,10119,2016,17864,0,0,0,1,2016_17864
3295,10503,2017,17864,0,0,0,0,2017_17864
3296,1677,2017,17901,0,0,0,0,2017_17901
3297,1139,2014,17921,0,0,0,1,2014_17921
3298,1354,2015,17921,0,0,0,1,2015_17921
3299,1586,2016,17921,1,0,1,1,2016_17921
3300,1512,2017,17921,0,0,0,0,2017_17921
3301,515,2013,17931,0,0,0,1,2013_17931
3302,812,2015,17931,0,0,0,1,2015_17931
3303,1184,2016,17931,0,0,1,1,2016_17931
3304,43,2013,17935,1,0,1,1,2013_17935
3305,101,2014,17935,0,0,1,1,2014_17935
3306,51,2015,17935,0,0,0,0,2015_17935
3307,24,2016,17935,0,0,0,0,2016_17935
3308,14,2017,17935,0,0,0,0,2017_17935
3309,1074,2013,17965,0,0,0,0,2013_17965
3310,940,2014,17965,0,0,0,0,2014_17965
3311,743,2015,17965,0,0,0,0,2015_17965
3312,1180,2016,17965,1,0,1,1,2016_17965
3313,1766,2017,17965,0,0,1,1,2017_17965
3314,7625,2016,17967,0,0,0,0,2016_17967
3315,139,2013,17970,0,0,0,0,2013_17970
3316,78,2014,17970,0,0,0,0,2014_17970
3317,42,2015,17970,0,0,0,0,2015_17970
3318,86,2016,17970,0,0,1,1,2016_17970
3319,106,2017,17970,0,0,0,1,2017_17970
3320,663,2013,17980,0,0,0,0,2013_17980
3321,823,2014,17980,0,0,0,1,2014_17980
3322,989,2015,17980,0,0,0,1,2015_17980
3323,1730,2016,17980,0,0,1,1,2016_17980
3324,1731,2017,17980,0,0,0,0,2017_17980
3325,24953,2013,18013,1,0,1,1,2013_18013
3326,26062,2014,18013,0,0,0,1,2014_18013
3327,27747,2015,18013,0,0,0,1,2015_18013
3328,28362,2016,18013,0,0,0,0,2016_18013
3329,13296,2013,18015,0,0,0,0,2013_18015
3330,13772,2014,18015,0,0,0,0,2014_18015
3331,14378,2015,18015,0,0,0,0,2015_18015
3332,15504,2016,18015,0,0,1,1,2016_18015
3333,16946,2017,18015,1,0,1,1,2017_18015
3334,16595,2013,18018,0,0,0,1,2013_18018
3335,17327,2014,18018,0,0,0,1,2014_18018
3336,18091,2015,18018,0,0,0,0,2015_18018
3337,18353,2016,18018,0,0,0,0,2016_18018
3338,18839,2017,18018,0,0,0,0,2017_18018
3339,9218,2013,18042,0,0,1,1,2013_18042
3340,9894,2014,18042,0,0,0,0,2014_18042
3341,10624,2015,18042,0,0,0,0,2015_18042
3342,11385,2016,18042,0,0,0,0,2016_18042
3343,12395,2017,18042,0,0,0,0,2017_18042
3344,27929,2014,18052,0,0,0,0,2014_18052
3345,29042,2015,18052,0,0,0,1,2015_18052
3346,29985,2016,18052,0,0,0,0,2016_18052
3347,30956,2017,18052,0,0,0,0,2017_18052
3348,36184,2016,18055,0,0,0,0,2016_18055
3349,37194,2017,18055,0,0,0,0,2017_18055
3350,25624,2014,18058,0,0,0,1,2014_18058
3351,26447,2015,18058,0,0,0,0,2015_18058
3352,27514,2016,18058,0,0,0,0,2016_18058
3353,21983,2013,18071,0,0,0,0,2013_18071
3354,22132,2014,18071,0,0,0,0,2014_18071
3355,23007,2015,18071,0,0,0,0,2015_18071
3356,22022,2016,18071,0,0,0,0,2016_18071
3357,21270,2017,18071,0,0,0,0,2017_18071
3358,23217,2013,18072,1,0,1,1,2013_18072
3359,24337,2014,18072,1,0,1,1,2014_18072
3360,25437,2015,18072,0,0,0,1,2015_18072
3361,25806,2016,18072,0,0,0,0,2016_18072
3362,26762,2017,18072,0,0,0,0,2017_18072
3363,36728,2016,18076,0,0,0,0,2016_18076
3364,37737,2017,18076,0,0,0,0,2017_18076
3365,32296,2013,18091,0,0,0,0,2013_18091
3366,33217,2014,18091,0,0,0,0,2014_18091
3367,1427,2013,18102,1,0,1,1,2013_18102
3368,1687,2014,18102,1,0,1,1,2014_18102
3369,1850,2015,18102,0,0,0,0,2015_18102
3370,1898,2016,18102,0,0,0,0,2016_18102
3371,1940,2017,18102,0,0,0,0,2017_18102
3372,18680,2013,18103,0,0,0,1,2013_18103
3373,19587,2014,18103,0,0,1,1,2014_18103
3374,20546,2015,18103,0,0,0,1,2015_18103
3375,22255,2016,18103,0,0,0,1,2016_18103
3376,23373,2017,18103,0,0,0,1,2017_18103
3377,8458,2013,18109,0,0,0,1,2013_18109
3378,8744,2014,18109,0,0,0,0,2014_18109
3379,9128,2015,18109,0,0,0,0,2015_18109
3380,10556,2016,18109,0,0,0,1,2016_18109
3381,11343,2017,18109,0,0,0,0,2017_18109
3382,2308,2013,18201,1,0,1,1,2013_18201
3383,2545,2014,18201,0,0,0,0,2014_18201
3384,4356,2015,18201,0,0,1,1,2015_18201
3385,6120,2016,18201,0,0,1,1,2016_18201
3386,7832,2017,18201,1,0,1,1,2017_18201
3387,19450,2013,18210,0,0,0,1,2013_18210
3388,21405,2014,18210,1,0,1,1,2014_18210
3389,21063,2015,18210,0,0,0,0,2015_18210
3390,21790,2016,18210,0,0,0,0,2016_18210
3391,22342,2017,18210,0,0,0,0,2017_18210
3392,69,2013,18218,0,0,0,0,2013_18218
3393,103,2014,18218,0,0,1,1,2014_18218
3394,107,2015,18218,0,0,0,1,2015_18218
3395,108,2016,18218,0,0,0,0,2016_18218
3396,102,2017,18218,0,0,0,0,2017_18218
3397,564,2013,18224,0,0,0,0,2013_18224
3398,404,2014,18224,0,0,0,0,2014_18224
3399,295,2015,18224,0,0,0,0,2015_18224
3400,460,2016,18224,0,0,1,1,2016_18224
3401,1036,2017,18224,0,0,0,1,2017_18224
3402,20833,2014,18229,0,0,0,0,2014_18229
3403,21507,2015,18229,0,0,0,0,2015_18229
3404,22559,2016,18229,0,0,0,1,2016_18229
3405,21899,2017,18229,0,0,0,0,2017_18229
3406,25528,2013,18235,0,0,0,0,2013_18235
3407,25169,2014,18235,0,0,0,0,2014_18235
3408,25425,2015,18235,0,0,0,0,2015_18235
3409,24989,2016,18235,0,0,0,0,2016_18235
3410,23923,2017,18235,0,0,0,0,2017_18235
3411,803,2013,18237,0,0,1,1,2013_18237
3412,1454,2014,18237,0,0,0,1,2014_18237
3413,1411,2015,18237,0,0,0,0,2015_18237
3414,1602,2016,18237,0,0,0,0,2016_18237
3415,1191,2017,18237,0,0,0,0,2017_18237
3416,11221,2013,18240,0,0,0,0,2013_18240
3417,10236,2014,18240,0,0,0,0,2014_18240
3418,11118,2015,18240,0,0,1,1,2015_18240
3419,11745,2016,18240,0,0,0,0,2016_18240
3420,11836,2017,18240,0,0,0,0,2017_18240
3421,6813,2013,18250,0,0,1,1,2013_18250
3422,7600,2014,18250,1,0,1,1,2014_18250
3423,4734,2016,18250,0,0,0,0,2016_18250
3424,3900,2017,18250,0,0,0,0,2017_18250
3425,793,2013,18252,0,0,0,0,2013_18252
3426,924,2014,18252,1,0,1,1,2014_18252
3427,945,2015,18252,0,0,0,0,2015_18252
3428,1255,2016,18252,0,0,0,1,2016_18252
3429,1972,2017,18252,0,0,1,1,2017_18252
3430,11366,2013,18255,0,0,0,0,2013_18255
3431,10776,2014,18255,0,0,0,0,2014_18255
3432,10852,2015,18255,0,0,0,0,2015_18255
3433,10909,2016,18255,0,0,0,0,2016_18255
3434,10458,2017,18255,0,0,0,0,2017_18255
3435,23831,2013,18302,0,0,0,0,2013_18302
3436,25566,2014,18302,0,0,0,0,2014_18302
3437,27733,2015,18302,0,0,0,0,2015_18302
3438,29856,2016,18302,0,0,1,1,2016_18302
3439,30590,2017,18302,0,0,0,0,2017_18302
3440,23057,2013,18321,0,0,0,0,2013_18321
3441,23758,2014,18321,0,0,0,0,2014_18321
3442,26175,2015,18321,0,0,0,1,2015_18321
3443,29328,2016,18321,0,0,0,1,2016_18321
3444,30860,2017,18321,1,0,1,1,2017_18321
3445,5949,2013,18324,0,0,0,0,2013_18324
3446,9922,2014,18324,0,0,0,1,2014_18324
3447,9416,2015,18324,0,0,0,0,2015_18324
3448,8895,2016,18324,0,0,0,0,2016_18324
3449,10069,2017,18324,1,0,1,1,2017_18324
3450,29744,2013,18325,0,0,0,0,2013_18325
3451,32711,2014,18325,0,0,0,1,2014_18325
3452,34206,2015,18325,0,0,0,0,2015_18325
3453,24655,2015,18326,0,0,0,0,2015_18326
3454,28101,2016,18326,0,0,0,1,2016_18326
3455,30199,2017,18326,0,0,0,1,2017_18326
3456,3494,2013,18328,0,0,0,0,2013_18328
3457,5616,2014,18328,0,0,1,1,2014_18328
3458,5574,2015,18328,0,0,0,0,2015_18328
3459,5317,2016,18328,0,0,0,0,2016_18328
3460,6038,2017,18328,0,0,0,1,2017_18328
3461,22709,2013,18332,0,0,0,0,2013_18332
3462,3277,2013,18336,0,0,0,0,2013_18336
3463,5301,2014,18336,0,0,0,1,2014_18336
3464,5033,2015,18336,0,0,0,0,2015_18336
3465,4773,2016,18336,0,0,0,0,2016_18336
3466,5054,2017,18336,0,0,0,0,2017_18336
3467,23563,2015,18344,0,0,0,0,2015_18344
3468,28889,2016,18344,1,0,1,1,2016_18344
3469,31146,2017,18344,0,0,0,1,2017_18344
3470,18118,2016,18346,0,0,0,1,2016_18346
3471,9169,2013,18347,1,0,1,1,2013_18347
3472,10678,2014,18347,0,0,0,1,2014_18347
3473,12265,2015,18347,0,0,0,1,2015_18347
3474,12654,2016,18347,0,0,0,0,2016_18347
3475,16235,2013,18405,0,0,0,0,2013_18405
3476,17186,2014,18405,0,0,0,0,2014_18405
3477,18472,2015,18405,0,0,0,0,2015_18405
3478,22125,2016,18405,0,0,0,1,2016_18405
3479,23547,2017,18405,0,0,0,1,2017_18405
3480,3592,2017,18407,0,0,0,0,2017_18407
3481,5455,2013,18426,0,0,0,0,2013_18426
3482,8473,2014,18426,0,0,0,1,2014_18426
3483,7645,2015,18426,0,0,0,0,2015_18426
3484,7255,2016,18426,0,0,0,0,2016_18426
3485,8128,2017,18426,0,0,0,1,2017_18426
3486,5833,2013,18428,0,0,0,0,2013_18428
3487,9021,2014,18428,0,0,1,1,2014_18428
3488,8707,2015,18428,0,0,0,0,2015_18428
3489,8208,2016,18428,0,0,0,0,2016_18428
3490,8816,2017,18428,0,0,0,0,2017_18428
3491,25973,2013,18436,0,0,0,0,2013_18436
3492,25600,2014,18436,0,0,0,0,2014_18436
3493,23812,2015,18436,0,0,0,0,2015_18436
3494,25677,2016,18436,0,0,0,1,2016_18436
3495,27742,2017,18436,0,0,0,1,2017_18436
3496,24317,2013,18445,0,0,0,0,2013_18445
3497,27048,2014,18445,0,0,0,1,2014_18445
3498,27476,2015,18445,0,0,0,0,2015_18445
3499,28820,2016,18445,0,0,0,0,2016_18445
3500,30681,2017,18445,0,0,0,1,2017_18445
3501,5416,2013,18458,0,0,0,0,2013_18458
3502,8841,2014,18458,1,0,1,1,2014_18458
3503,8725,2015,18458,0,0,0,0,2015_18458
3504,7903,2016,18458,0,0,0,0,2016_18458
3505,14084,2014,18464,0,0,0,1,2014_18464
3506,13029,2015,18464,0,0,0,0,2015_18464
3507,11909,2016,18464,0,0,0,0,2016_18464
3508,13573,2017,18464,1,0,1,1,2017_18464
3509,11147,2013,18466,0,0,0,0,2013_18466
3510,12530,2014,18466,0,0,1,1,2014_18466
3511,12722,2015,18466,0,0,0,0,2015_18466
3512,14060,2016,18466,0,0,0,0,2016_18466
3513,15998,2017,18466,0,0,0,1,2017_18466
3514,3067,2013,18504,1,0,1,1,2013_18504
3515,4093,2014,18504,0,0,0,1,2014_18504
3516,4343,2015,18504,0,0,0,0,2015_18504
3517,4314,2016,18504,0,0,0,0,2016_18504
3518,3887,2017,18504,0,0,0,0,2017_18504
3519,1150,2013,18508,0,0,0,1,2013_18508
3520,1319,2014,18508,0,0,0,0,2014_18508
3521,1052,2015,18508,0,0,0,0,2015_18508
3522,884,2016,18508,0,0,0,0,2016_18508
3523,935,2017,18508,0,0,0,0,2017_18508
3524,7376,2013,18517,0,0,0,1,2013_18517
3525,8512,2014,18517,1,0,1,1,2014_18517
3526,7604,2016,18517,0,0,0,0,2016_18517
3527,6312,2017,18517,0,0,0,0,2017_18517
3528,4178,2013,18519,0,0,0,1,2013_18519
3529,5506,2014,18519,0,0,0,1,2014_18519
3530,8442,2015,18519,1,0,1,1,2015_18519
3531,8464,2016,18519,0,0,0,0,2016_18519
3532,7634,2017,18519,0,0,0,0,2017_18519
3533,6323,2013,18603,0,0,1,1,2013_18603
3534,6481,2014,18603,0,0,0,0,2014_18603
3535,6339,2015,18603,0,0,0,0,2015_18603
3536,6050,2016,18603,0,0,0,0,2016_18603
3537,6020,2017,18603,0,0,0,0,2017_18603
3538,418,2013,18617,0,0,0,0,2013_18617
3539,858,2014,18617,0,0,0,1,2014_18617
3540,1789,2015,18617,0,0,1,1,2015_18617
3541,2839,2016,18617,1,0,1,1,2016_18617
3542,2725,2017,18617,0,0,0,0,2017_18617
3543,1420,2013,18634,0,0,0,0,2013_18634
3544,1964,2014,18634,1,0,1,1,2014_18634
3545,2688,2015,18634,0,0,0,1,2015_18634
3546,3835,2016,18634,1,0,1,1,2016_18634
3547,3800,2017,18634,0,0,0,0,2017_18634
3548,10639,2014,18635,0,0,0,0,2014_18635
3549,9093,2015,18635,0,0,0,0,2015_18635
3550,1332,2013,18651,0,0,1,1,2013_18651
3551,1719,2014,18651,1,0,1,1,2014_18651
3552,2531,2015,18651,1,0,1,1,2015_18651
3553,3006,2016,18651,0,0,0,1,2016_18651
3554,2714,2017,18651,0,0,0,0,2017_18651
3555,8558,2015,18655,0,0,0,0,2015_18655
3556,10396,2013,18661,0,0,0,1,2013_18661
3557,10569,2014,18661,0,0,0,0,2014_18661
3558,10349,2015,18661,0,0,0,0,2015_18661
3559,11524,2016,18661,0,0,0,1,2016_18661
3560,14218,2017,18661,1,0,1,1,2017_18661
3561,2836,2013,18702,1,0,1,1,2013_18702
3562,2233,2014,18702,0,0,0,0,2014_18702
3563,2003,2015,18702,0,0,0,0,2015_18702
3564,1641,2016,18702,0,0,0,0,2016_18702
3565,1814,2017,18702,0,0,0,1,2017_18702
3566,1862,2013,18705,0,0,0,1,2013_18705
3567,2073,2014,18705,0,0,0,0,2014_18705
3568,2473,2015,18705,0,0,0,0,2015_18705
3569,2873,2016,18705,0,0,0,1,2016_18705
3570,3404,2017,18705,1,0,1,1,2017_18705
3571,2648,2013,18706,0,0,0,1,2013_18706
3572,2837,2014,18706,0,0,0,0,2014_18706
3573,2124,2015,18706,0,0,0,0,2015_18706
3574,1418,2016,18706,0,0,0,0,2016_18706
3575,1375,2017,18706,0,0,0,0,2017_18706
3576,1359,2013,18709,0,0,0,0,2013_18709
3577,1283,2014,18709,0,0,0,0,2014_18709
3578,1681,2015,18709,0,0,0,0,2015_18709
3579,22431,2013,19007,0,0,0,0,2013_19007
3580,23347,2014,19007,0,0,0,0,2014_19007
3581,24986,2015,19007,0,0,0,1,2015_19007
3582,27160,2016,19007,1,0,1,1,2016_19007
3583,29400,2017,19007,0,0,0,1,2017_19007
3584,311,2013,19013,0,0,0,0,2013_19013
3585,353,2014,19013,0,0,0,0,2014_19013
3586,398,2015,19013,0,0,0,0,2015_19013
3587,478,2016,19013,0,0,0,0,2016_19013
3588,624,2017,19013,1,0,1,1,2017_19013
3589,15802,2013,19015,0,0,0,0,2013_19015
3590,17979,2014,19015,0,0,1,1,2014_19015
3591,19878,2015,19015,0,0,0,1,2015_19015
3592,19985,2016,19015,0,0,0,0,2016_19015
